BatchTime, SubmissionTime, SchedulingDelay, ProcessingDelay, TotalDelay, NumberRecords, Scenario
1531362840000 ms, 2018-07-11T21:34:00, 4, 2306, 2310, 0,light-gridrec-1-1-1-2
1531362900000 ms, 2018-07-11T21:35:00, 1, 170, 171, 0,light-gridrec-1-1-1-2
1531362960000 ms, 2018-07-11T21:36:00, 0, 164, 164, 0,light-gridrec-1-1-1-2
1531363020000 ms, 2018-07-11T21:37:00, 2, 178, 180, 0,light-gridrec-1-1-1-2
