BatchTime, SubmissionTime, SchedulingDelay, ProcessingDelay, TotalDelay, NumberRecords, Scenario
1531361460000 ms, 2018-07-11T21:11:00, 5, 2350, 2355, 0,light-sirt-1-1-1-2
1531361520000 ms, 2018-07-11T21:12:00, 0, 171, 171, 0,light-sirt-1-1-1-2
1531361580000 ms, 2018-07-11T21:13:00, 0, 165, 165, 0,light-sirt-1-1-1-2
1531361640000 ms, 2018-07-11T21:14:00, 1, 176, 177, 0,light-sirt-1-1-1-2
