Application,Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Number_Messages,Interval,Number_Partitions,Number_Processes,Number_Nodes,Number_Cores_Per_Node, Number_Brokers, Time,Points_per_sec,Records_per_sec,Dask_Config
light-gridrec,-1,-1,-1,-1,4,0,48,8,1,48,1,5.47724,0.73030,0.73030,dask-distributed
light-gridrec,-1,-1,-1,-1,4,0,48,8,1,48,1,15.29164,0.26158,0.26158,dask-distributed
light-gridrec,-1,-1,-1,-1,4,0,48,8,1,48,1,15.24161,0.26244,0.26244,dask-distributed
light-gridrec,-1,-1,-1,-1,4,0,48,8,1,48,1,10.18303,0.39281,0.39281,dask-distributed
light-gridrec,-1,-1,-1,-1,4,0,48,8,1,48,1,15.19129,0.26331,0.26331,dask-distributed
