BatchTime, SubmissionTime, SchedulingDelay, ProcessingDelay, TotalDelay, NumberRecords, Scenario
1531362600000 ms, 2018-07-11T21:30:00, 5, 2277, 2282, 0,light-gridrec-1-1-1-1
1531362660000 ms, 2018-07-11T21:31:00, 0, 171, 171, 0,light-gridrec-1-1-1-1
1531362720000 ms, 2018-07-11T21:32:00, 1, 162, 163, 0,light-gridrec-1-1-1-1
1531362780000 ms, 2018-07-11T21:33:00, 1, 169, 170, 0,light-gridrec-1-1-1-1
