Application,Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Number_Messages,Interval,Number_Partitions,Number_Processes,Number_Nodes,Number_Cores_Per_Node, Number_Brokers, Time,Points_per_sec,Records_per_sec,Dask_Config
light-gridrec,-1,-1,-1,-1,1,0,48,8,1,48,1,5.47551,0.18263,0.18263,dask-distributed
light-gridrec,-1,-1,-1,-1,1,0,48,8,1,48,1,10.33314,0.09678,0.09678,dask-distributed
light-gridrec,-1,-1,-1,-1,1,0,48,8,1,48,1,15.19110,0.06583,0.06583,dask-distributed
light-gridrec,-1,-1,-1,-1,1,0,48,8,1,48,1,20.14966,0.04963,0.04963,dask-distributed
light-gridrec,-1,-1,-1,-1,1,0,48,8,1,48,1,5.37429,0.18607,0.18607,dask-distributed
