BatchTime, SubmissionTime, SchedulingDelay, ProcessingDelay, TotalDelay, NumberRecords, Scenario
1531361700000 ms, 2018-07-11T21:15:00, 4, 2273, 2277, 0,light-sirt-1-1-1-4
1531361760000 ms, 2018-07-11T21:16:00, 1, 170, 171, 0,light-sirt-1-1-1-4
1531361820000 ms, 2018-07-11T21:17:00, 0, 163, 163, 0,light-sirt-1-1-1-4
1531361880000 ms, 2018-07-11T21:18:00, 1, 172, 173, 0,light-sirt-1-1-1-4
