Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171027-153752
5000,10000,1,5000,309.0,3149.36658858,20171027-153752
0,5000,2,5000,619.0,4115.30868847,20171027-153752
5000,10000,3,5000,923.0,3999.5852949,20171027-153752
10000,15000,4,5000,1231.0,4693.72640291,20171027-153752
15000,20000,5,5000,1543.0,5142.56580523,20171027-153752
20000,25000,6,5000,1852.0,5551.6929186,20171027-153752
25000,30000,7,5000,2162.0,5880.62676464,20171027-153752
30000,35000,8,5000,2476.0,6225.15906167,20171027-153752
35000,40000,9,5000,2786.0,6495.62881521,20171027-153752
40000,45000,10,5000,3098.0,6845.89505207,20171027-153752
45000,50000,11,5000,3410.0,7161.2352758,20171027-153752
50000,55000,12,5000,3717.0,7314.67171633,20171027-153752
55000,60000,13,5000,4027.0,7573.80772202,20171027-153752
60000,65000,14,5000,4340.0,7700.17020233,20171027-153752
65000,70000,15,5000,4655.0,7968.09458959,20171027-153752
70000,75000,16,5000,4970.0,8057.94059858,20171027-153752
75000,80000,17,5000,5280.0,8288.89324224,20171027-153752
80000,85000,18,5000,5594.0,8365.02324016,20171027-153752
85000,90000,19,5000,5904.0,8517.66270866,20171027-153752
90000,95000,20,5000,6214.0,8666.76455883,20171027-153752
95000,100000,21,5000,6518.0,8799.91704054,20171027-153752
0,5000,22,5000,6832.0,7137.17285265,20171027-153753
5000,10000,23,5000,7146.0,6566.95952618,20171027-153753
10000,15000,24,5000,7460.0,6381.05334514,20171027-153753
15000,20000,25,5000,7769.0,6465.08886416,20171027-153753
20000,25000,26,5000,8079.0,6546.69442857,20171027-153753
25000,30000,27,5000,8395.0,6631.32628288,20171027-153753
30000,35000,28,5000,8711.0,6671.01744066,20171027-153753
35000,40000,29,5000,9024.0,6745.40397164,20171027-153753
40000,45000,30,5000,9337.0,6880.3863424,20171027-153753
45000,50000,31,5000,9659.0,6993.46314676,20171027-153753
50000,55000,32,5000,9980.0,6983.2994538,20171027-153753
55000,60000,33,5000,10303.0,7048.77324155,20171027-153753
60000,65000,34,5000,10625.0,7032.30780738,20171027-153753
65000,70000,35,5000,10930.0,7010.73817321,20171027-153753
70000,75000,36,5000,11235.0,7060.23869936,20171027-153753
75000,80000,37,5000,11545.0,7042.14704508,20171027-153753
80000,85000,38,5000,11855.0,7149.129292,20171027-153753
85000,90000,39,5000,12169.0,7251.45949522,20171027-153753
90000,95000,40,5000,12483.0,7296.8642933,20171027-153753
95000,100000,41,5000,12779.0,7369.78116928,20171027-153753
100000,105000,42,5000,13075.0,7407.20615392,20171027-153753
105000,110000,43,5000,13385.0,7450.02704347,20171027-153753
110000,115000,44,5000,13696.0,7526.49069546,20171027-153753
115000,120000,45,5000,14010.0,7599.62973755,20171027-153753
120000,125000,46,5000,14325.0,7686.82674352,20171027-153753
125000,130000,47,5000,14642.0,7723.64548425,20171027-153753
130000,135000,48,5000,14959.0,7792.82639197,20171027-153753
135000,140000,49,5000,15272.0,7826.85868991,20171027-153754
140000,145000,50,5000,15585.0,7858.45641161,20171027-153754
145000,150000,51,5000,15889.0,7917.56448754,20171027-153754
150000,155000,52,5000,16192.0,7942.33992718,20171027-153754
155000,160000,53,5000,16503.0,8021.48054033,20171027-153754
160000,165000,54,5000,16813.0,8079.33566323,20171027-153754
165000,170000,55,5000,17111.0,8040.28343075,20171027-153754
170000,175000,56,5000,17408.0,8001.82405848,20171027-153754
175000,180000,57,5000,17719.0,8025.69823673,20171027-153754
