CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,12.8934750557,12.9777970314,32.1733269691,228.585747004,230.245502949,
unit.000001,Mapper-0-2,N/A,12.6687600613,12.7423958778,24.9758970737,230.505403042,232.34165287,
unit.000002,Mapper-0-3,N/A,12.3878588676,12.4606530666,22.9019539356,231.511019945,233.418950081,
unit.000003,Mapper-0-4,N/A,12.1706709862,12.2452280521,20.264081955,224.902854919,226.084922075,
unit.000004,Mapper-0-5,N/A,12.0980200768,12.1733689308,22.8959479332,225.457694054,226.111418962,
unit.000005,Mapper-0-6,N/A,13.9622600079,14.1202440262,39.8185260296,231.447227955,233.395009995,
unit.000006,Mapper-0-7,N/A,14.753921032,14.8736200333,48.10602808,222.442041874,222.805715084,
unit.000007,Mapper-0-8,N/A,13.1462779045,13.2475879192,30.9788410664,220.582377911,221.792697906,
unit.000008,Mapper-0-9,N/A,13.3466310501,13.4408710003,31.9169740677,228.483552933,230.241771936,
unit.000009,Mapper-0-10,N/A,13.5546290874,13.6440029144,36.9779379368,225.355803967,226.105470896,
unit.000010,Mapper-0-11,N/A,14.8895668983,15.0014898777,48.3124659061,247.754735947,249.728000879,
unit.000011,Mapper-0-12,N/A,14.6056559086,14.7393848896,43.3064129353,227.877914906,229.208709002,
unit.000012,Mapper-0-13,N/A,15.0415210724,15.2043719292,46.969671011,229.345885038,231.282912016,
unit.000013,Mapper-0-14,N/A,14.3360569477,14.4649329185,42.667181015,227.273347855,229.190958977,
unit.000014,Mapper-0-15,N/A,14.4695899487,14.6112930775,47.0754299164,231.477624893,233.39663887,
unit.000015,Mapper-0-16,N/A,13.4465548992,13.5604410172,36.9254410267,235.483517885,236.524575949,
unit.000016,Mapper-0-17,N/A,11.9784989357,12.1009600163,20.2119128704,225.764432907,226.133110046,
unit.000017,Mapper-0-18,N/A,12.527682066,12.6001520157,22.0076549053,234.573493004,235.468242884,
unit.000018,Mapper-0-19,N/A,13.6492710114,13.7673740387,40.5933508873,227.234108925,229.185273886,
unit.000019,Mapper-0-20,N/A,14.2061810493,14.3412098885,42.0176959038,231.422265053,233.375849962,
unit.000020,Mapper-0-21,N/A,13.2449948788,13.3518228531,32.5273809433,234.203959942,235.467530966,
unit.000021,Mapper-0-22,N/A,13.8696000576,13.9676470757,41.1919629574,225.561264992,226.126584053,
unit.000022,Mapper-0-23,N/A,12.2424690723,12.3172810078,22.8990008831,229.496160984,231.30199194,
unit.000023,Mapper-0-24,N/A,12.8194460869,12.8983888626,29.8668050766,228.381582022,230.223648071,
unit.000024,Mapper-0-25,N/A,12.5973529816,12.6713728905,23.9997289181,231.550083876,233.418211937,
unit.000025,Mapper-0-26,N/A,12.7395999432,12.8220670223,30.0025990009,234.675709963,235.488535881,
unit.000026,Mapper-0-27,N/A,13.764469862,13.8748009205,38.1582920551,234.779977083,235.510807037,
unit.000027,Mapper-0-28,N/A,12.4580159187,12.5303339958,22.90477705,229.534898043,231.308125973,
unit.000028,Mapper-0-29,N/A,13.0586988926,13.1493389606,32.0465929508,228.68810606,230.263403893,
unit.000029,Mapper-0-30,N/A,12.3142430782,12.3904550076,20.9912569523,229.600991011,231.325178862,
unit.000030,Mapper-0-31,N/A,12.9810400009,13.0616018772,30.7223629951,231.323209047,232.362164974,
unit.000031,Mapper-0-32,N/A,14.1344828606,14.2115120888,42.1307520866,234.732151031,235.489182949,
unit.000032,Reducer-0,N/A,253.114747047,253.578264952,257.861989975,263.238291979,266.294061899,
unit.000033,Mapper-1-1,N/A,282.342998981,282.428680897,299.817183018,503.488430023,505.053521872,
unit.000034,Mapper-1-2,N/A,275.140970945,275.220215082,280.576813936,461.23050499,462.512742043,
unit.000035,Mapper-1-3,N/A,275.217653036,275.293937922,281.129392862,463.638737917,466.582830906,
unit.000036,Mapper-1-4,N/A,279.058583021,279.151897907,291.796705961,482.264464855,483.92907095,
unit.000037,Mapper-1-5,N/A,281.598708868,281.737839937,298.717954874,491.307847977,492.112107992,
unit.000038,Mapper-1-6,N/A,283.983910084,284.072933912,304.883581877,548.670927048,549.826374054,
unit.000039,Mapper-1-7,N/A,285.328583002,285.429733992,306.856534958,491.202036858,492.084449053,
unit.000040,Mapper-1-8,N/A,279.148761988,279.233947039,292.614367008,501.236485958,501.994390011,
unit.000041,Mapper-1-9,N/A,278.311702013,278.404840946,290.624074936,482.106339931,483.909976959,
unit.000042,Mapper-1-10,N/A,277.418282032,277.498758078,286.157296896,491.508234024,492.142580032,
unit.000043,Mapper-1-11,N/A,276.669514894,276.756000996,285.164296865,471.526012897,471.706822872,
unit.000044,Mapper-1-12,N/A,276.052078962,276.135817051,283.630151987,491.23329401,492.110221863,
unit.000045,Mapper-1-13,N/A,283.687556982,283.782733917,303.895425081,496.565397978,498.21883297,
unit.000046,Mapper-1-14,N/A,280.551698923,280.635968924,294.800806999,470.320276022,470.687994003,
unit.000047,Mapper-1-15,N/A,280.698009968,280.784872055,296.821326017,505.252233028,506.113515854,
unit.000048,Mapper-1-16,N/A,272.406297922,274.199028969,276.028985977,466.610279083,467.601433039,
unit.000049,Mapper-1-17,N/A,274.193646908,274.215146065,276.644006968,455.108963013,456.430713892,
unit.000050,Mapper-1-18,N/A,282.938368082,283.027363062,300.898803949,498.228291988,499.25067687,
unit.000051,Mapper-1-19,N/A,285.478842974,285.579124928,309.003041983,530.642113924,531.898156881,
unit.000052,Mapper-1-20,N/A,284.433965921,284.522731066,304.886702061,482.2972579,483.931740046,
unit.000053,Mapper-1-21,N/A,279.951286077,280.039716959,293.775863886,474.308723927,475.775336027,
unit.000054,Mapper-1-22,N/A,278.165962934,278.25048399,289.089161873,516.672698975,517.581245899,
unit.000055,Mapper-1-23,N/A,274.470195055,274.548646927,280.033710003,489.536936998,491.070160866,
unit.000056,Mapper-1-24,N/A,276.823417902,276.904363871,285.543156862,467.005656958,467.624578953,
unit.000057,Mapper-1-25,N/A,284.729722977,284.841208935,306.030688047,515.519428968,516.514179945,
unit.000058,Mapper-1-26,N/A,283.235710859,283.331100941,303.359119892,488.684450865,490.035337925,
unit.000059,Mapper-1-27,N/A,274.391150951,274.47291708,279.173408985,499.775976896,500.958245039,
unit.000060,Mapper-1-28,N/A,275.895351887,275.975508928,282.126554966,488.526798964,490.03439188,
unit.000061,Mapper-1-29,N/A,281.29946208,281.390049934,297.827909946,504.250469923,505.076282978,
unit.000062,Mapper-1-30,N/A,282.194606066,282.313922882,298.836317062,479.251920938,479.859174013,
unit.000063,Mapper-1-31,N/A,277.567771912,277.656154871,287.095980883,477.490607977,478.818837881,
