CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,16.3271818161,16.3433659077,30.5487918854,714.71852994,715.74296999,
unit.000001,Mapper-0-2,N/A,16.4109628201,16.427312851,31.0704059601,709.128966808,709.519781828,
unit.000002,Mapper-0-3,N/A,16.396075964,16.413599968,32.2862038612,806.54892087,808.048268795,
unit.000003,Mapper-0-4,N/A,16.3465309143,16.3585329056,30.8631279469,734.732489824,736.026463985,
unit.000004,Mapper-0-5,N/A,16.3041098118,16.3301677704,23.1461369991,710.13340497,711.660905838,
unit.000005,Mapper-0-6,N/A,16.3557989597,16.3719317913,24.0972669125,708.572541952,709.498927832,
unit.000006,Mapper-0-7,N/A,16.3689808846,16.3841958046,22.1845829487,708.625657797,709.49967885,
unit.000007,Mapper-0-8,N/A,16.3814299107,16.398722887,22.2376599312,713.690976858,714.705792904,
unit.000008,Reducer-0,N/A,815.166878939,815.226601839,819.64710784,826.815034866,829.971700907,
unit.000009,Mapper-1-1,N/A,835.110342979,835.130760908,839.36777997,1536.48420382,1547.9988389,
unit.000010,Mapper-1-2,N/A,837.670428991,837.7826159,844.49790597,1547.65174699,1580.56021595,
unit.000011,Mapper-1-3,N/A,838.639674902,838.661245823,850.453846931,1596.63498998,1597.95918798,
unit.000012,Mapper-1-4,N/A,838.658454895,838.72702384,851.369274855,1580.24917483,1581.59405684,
unit.000013,Mapper-1-5,N/A,837.729804993,837.795945883,846.366667986,1580.43562078,1581.61546087,
unit.000014,Mapper-1-6,N/A,837.724680901,837.790339947,845.437334776,1580.210217,1581.57710195,
unit.000015,Mapper-1-7,N/A,835.556620836,835.576086998,840.300048828,1580.52801681,1581.62219501,
unit.000016,Mapper-1-8,N/A,834.362868786,834.418634892,838.33648777,1580.34237599,1581.59937191,
unit.000017,Reducer-1,N/A,1603.49939799,1603.56032586,1607.62521791,1620.71117282,1622.9932158,
