TIMESTAMP        home1-RQ         home1-RD         home1-WR         
1.000000          36.000000         24.965922         0.000000         
2.000000          13.000000         0.005459          0.000000         
4.000000          17.500000         10.439103         0.000000         
5.000000          48.000000         24.973242         0.000000         
6.000000          21.000000         0.006667          0.000000         
7.000000          50.000000         24.974450         0.000000         
8.000000          27.000000         24.963801         0.000000         
9.000000          44.000000         20.880328         0.000000         
10.000000         36.000000         0.013987          0.000000         
11.000000         35.000000         24.967783         0.000000         
13.000000         20.500000         10.439002         0.000000         
14.000000         32.000000         0.012328          0.000000         
15.000000         58.000000         24.976311         0.000000         
16.000000         40.000000         20.876346         0.000000         
17.000000         26.000000         24.964243         0.000000         
18.000000         32.000000         0.014458          0.000000         
19.000000         36.000000         20.874225         0.000000         
20.000000         46.000000         24.969433         0.000000         
22.000000         21.000000         0.007833          0.000000         
23.000000         29.000000         24.967783         0.000000         
24.000000         26.000000         0.001430          0.000000         
25.000000         321.000000        0.009416          0.000000         
26.000000         88.000000         0.274332          0.000000         
27.000000         295.000000        377.545931        0.018011         
28.000000         62.000000         52.101872         0.000000         
29.000000         19.000000         0.000000          0.000000         
31.000000         15.000000         0.000000          0.000000         
32.000000         62.000000         0.000000          0.000000         
39.000000         0.714285          0.000000          0.000000         
40.000000         25.000000         0.000000          0.000000         
41.000000         18.000000         0.000000          0.000000         
42.000000         8.000000          0.000000          0.000000         
43.000000         0.000000          0.000000          0.000000         
44.000000         8.000000          0.000000          0.000000         
46.000000         1.500000          0.000000          0.000000         
47.000000         14.000000         0.000000          0.000000         
48.000000         1.000000          0.000000          0.000000         
49.000000         5.000000          0.000000          0.000000         
50.000000         12.000000         0.000000          0.000000         
51.000000         14.000000         0.000000          0.000000         
52.000000         8.000000          0.000000          0.000000         
53.000000         2.000000          0.000000          0.000000         
54.000000         8.000000          0.000000          0.000000         
56.000000         2.500000          0.000000          0.000000         
