CU,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,N/A,105.264,N/A,282.062,354.031,355.467
unit.000001,N/A,56.951,N/A,232.702,305.559,308.863
unit.000002,N/A,136.974,N/A,319.628,393.252,394.619
unit.000003,N/A,61.966,N/A,238.828,309.872,311.779
unit.000004,N/A,0.996,N/A,95.117,168.232,169.852
unit.000005,N/A,1.034,N/A,130.359,202.583,204.147
unit.000006,N/A,1.079,N/A,159.112,232.29,233.258
unit.000007,N/A,78.414,N/A,254.897,327.406,330.264
unit.000008,N/A,84.974,N/A,257.946,330.27,333.055
unit.000009,N/A,88.155,N/A,261.013,334.106,337.067
unit.000010,N/A,83.298,N/A,256.045,327.84,331.188
unit.000011,N/A,93.474,N/A,268.111,342.838,345.671
unit.000012,N/A,121.967,N/A,302.273,374.133,376.562
unit.000013,N/A,101.591,N/A,277.062,349.148,351.543
unit.000014,N/A,104.93,N/A,281.115,353.134,354.458
unit.000015,N/A,106.98,N/A,284.16,356.478,358.316
unit.000016,N/A,1.054,N/A,145.994,220.779,222.698
unit.000017,N/A,113.359,N/A,291.215,362.075,365.898
unit.000018,N/A,24.426,N/A,193.45,265.043,267.515
unit.000019,N/A,42.766,N/A,215.558,288.208,290.634
unit.000020,N/A,62.832,N/A,239.788,314.346,316.727
unit.000021,N/A,130.167,N/A,311.395,383.498,386.843
unit.000022,N/A,135.459,N/A,318.665,393.701,395.627
unit.000023,N/A,26.102,N/A,195.551,266.872,270.453
unit.000024,N/A,28.467,N/A,198.387,270.799,273.31
unit.000025,N/A,31.838,N/A,202.434,276.552,279.129
unit.000026,N/A,34.427,N/A,205.477,277.224,280.139
unit.000027,N/A,36.879,N/A,208.516,280.359,282.92
unit.000028,N/A,39.426,N/A,211.566,283.828,287.654
unit.000029,N/A,43.626,N/A,216.717,290.636,294.456
unit.000030,N/A,46.095,N/A,219.573,293.544,296.364
unit.000031,N/A,50.298,N/A,224.704,298.903,301.079
unit.000032,N/A,53.629,N/A,228.724,300.175,304.099
unit.000033,N/A,126.778,N/A,307.397,380.097,383.915
