CU,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,N/A,0.478,N/A,8.863,68.087,71.629
unit.000001,N/A,0.483,N/A,11.879,62.615,64.916
unit.000002,N/A,0.485,N/A,13.012,61.005,62.905
unit.000003,N/A,0.489,N/A,14.899,66.926,68.721
unit.000004,N/A,0.516,N/A,30.019,78.679,81.961
unit.000005,N/A,0.499,N/A,20.966,68.978,73.44
unit.000006,N/A,0.497,N/A,20.016,68.722,72.541
unit.000007,N/A,0.501,N/A,22.089,71.634,74.338
unit.000008,N/A,0.506,N/A,23.982,72.544,76.135
unit.000009,N/A,0.51,N/A,26.049,74.34,78.04
unit.000010,N/A,0.513,N/A,28.128,75.241,79.048
unit.000011,N/A,0.514,N/A,29.077,77.143,81.06
unit.000012,N/A,0.517,N/A,30.959,79.572,82.966
unit.000013,N/A,0.519,N/A,32.094,80.466,83.971
unit.000014,N/A,0.466,N/A,1.875,53.22,55.017
unit.000015,N/A,0.472,N/A,4.895,53.116,54.119
unit.000016,N/A,0.477,N/A,7.919,59.035,61.004
unit.000017,N/A,0.48,N/A,9.995,59.819,61.899
unit.000018,N/A,0.511,N/A,26.998,76.781,80.053
unit.000019,N/A,0.493,N/A,16.998,66.302,67.824
unit.000020,N/A,0.494,N/A,17.93,67.825,70.624
unit.000021,N/A,0.496,N/A,19.072,67.194,69.619
unit.000022,N/A,0.482,N/A,10.937,58.909,59.995
unit.000023,N/A,0.503,N/A,23.038,71.878,75.238
unit.000024,N/A,0.52,N/A,33.035,81.063,84.975
unit.000025,N/A,0.491,N/A,16.054,64.403,66.924
unit.000026,N/A,0.47,N/A,3.951,51.316,52.212
unit.000027,N/A,0.473,N/A,5.839,54.12,57.025
unit.000028,N/A,0.508,N/A,25.115,73.441,77.142
unit.000029,N/A,0.487,N/A,13.956,61.722,63.91
unit.000030,N/A,0.468,N/A,3.008,54.009,56.021
unit.000031,N/A,0.475,N/A,6.975,63.509,65.92
unit.000032,N/A,93.658,N/A,102.254,154.758,155.653
unit.000033,N/A,92.0,N/A,98.847,151.838,152.745
unit.000034,N/A,93.665,N/A,103.959,155.657,156.562
unit.000035,N/A,95.324,N/A,105.472,158.571,159.473
unit.000036,N/A,96.983,N/A,108.901,162.123,163.495
unit.000037,N/A,98.643,N/A,112.305,165.928,167.42
unit.000038,N/A,98.648,N/A,113.824,167.753,170.332
unit.000039,N/A,103.634,N/A,118.921,170.663,173.252
unit.000040,N/A,101.969,N/A,116.849,169.437,171.237
unit.000041,N/A,105.293,N/A,121.001,173.253,175.161
unit.000042,N/A,106.964,N/A,122.883,175.162,176.971
unit.000043,N/A,108.629,N/A,124.97,176.973,178.776
unit.000044,N/A,110.28,N/A,127.031,178.781,180.68
unit.000045,N/A,111.933,N/A,128.925,182.364,183.696
unit.000046,N/A,88.662,N/A,92.224,146.121,147.021
