,AppDuration,Duration,Framework,Nodes
0,1.95149993896,2.13229990005,RADICAL-Pilot,1
1,1.9078001976,2.10430002213,RADICAL-Pilot,1
2,1.82780003548,1.94170022011,RADICAL-Pilot,1
3,2.01029992104,2.22200012207,RADICAL-Pilot,1
4,2.04240012169,2.19619989395,RADICAL-Pilot,1
5,2.07620000839,2.27889990807,RADICAL-Pilot,1
6,2.01170015335,2.1369998455,RADICAL-Pilot,1
7,1.76710009575,1.90829992294,RADICAL-Pilot,1
8,1.87010002136,2.08270001411,RADICAL-Pilot,1
9,1.94729995728,2.15610003471,RADICAL-Pilot,1
10,1.85710000992,2.05410003662,RADICAL-Pilot,1
11,1.89780020714,2.08089995384,RADICAL-Pilot,1
12,2.07860016823,2.26819992065,RADICAL-Pilot,1
13,1.98409986496,2.19270014763,RADICAL-Pilot,1
14,1.72820019722,1.90030002594,RADICAL-Pilot,1
15,1.8710000515,2.01940011978,RADICAL-Pilot,1
16,1.48289990425,1.63310003281,RADICAL-Pilot,1
17,1.60699987411,1.75279998779,RADICAL-Pilot,1
18,1.90869998932,2.01769995689,RADICAL-Pilot,1
19,2.24110007286,2.4470000267,RADICAL-Pilot,1
20,1.68109989166,1.86189985275,RADICAL-Pilot,1
21,1.78179979324,1.88409996033,RADICAL-Pilot,1
22,1.82540011406,2.00209999084,RADICAL-Pilot,1
23,1.85420012474,2.02959990501,RADICAL-Pilot,1
24,1.94410014153,2.12960004807,RADICAL-Pilot,1
25,1.92049980164,2.10389995575,RADICAL-Pilot,1
26,1.93619990349,2.14549994469,RADICAL-Pilot,1
27,2.07240009308,2.21860003471,RADICAL-Pilot,1
28,2.09389996529,2.29329991341,RADICAL-Pilot,1
29,2.01710009575,2.15670013428,RADICAL-Pilot,1
30,2.03840017319,2.2365000248,RADICAL-Pilot,1
31,1.99790000916,2.20649981499,RADICAL-Pilot,1
32,1.97979998589,2.17990016937,RADICAL-Pilot,1
33,1.93089985847,2.05330014229,RADICAL-Pilot,1
34,1.74040007591,1.94869995117,RADICAL-Pilot,1
35,1.88969993591,2.07850003242,RADICAL-Pilot,1
36,1.59260010719,1.77139997482,RADICAL-Pilot,1
37,1.93260002136,2.10019993782,RADICAL-Pilot,1
38,1.65399980545,1.81029987335,RADICAL-Pilot,1
39,1.60540008545,1.72529983521,RADICAL-Pilot,1
40,1.77900004387,1.84389996529,RADICAL-Pilot,1
41,1.23329997063,1.3599998951,RADICAL-Pilot,1
42,1.82489991188,2.02419996262,RADICAL-Pilot,1
43,1.94910001755,2.14989995956,RADICAL-Pilot,1
44,1.87099981308,2.07349991798,RADICAL-Pilot,1
45,1.89460015297,2.09330010414,RADICAL-Pilot,1
46,1.64779996872,1.79200005531,RADICAL-Pilot,1
47,1.84220004082,2.02260017395,RADICAL-Pilot,1
48,1.94430017471,2.11240005493,RADICAL-Pilot,1
49,1.89089989662,2.08789992332,RADICAL-Pilot,1
50,2.05739998817,2.23760008812,RADICAL-Pilot,1
51,2.11000013351,2.31289982796,RADICAL-Pilot,1
52,2.02459979057,2.18300008774,RADICAL-Pilot,1
53,2.03299999237,2.1546998024,RADICAL-Pilot,1
54,1.79619979858,2.02149987221,RADICAL-Pilot,1
55,2.01550006866,2.20029997826,RADICAL-Pilot,1
56,1.98629999161,2.16909980774,RADICAL-Pilot,1
57,1.95039987564,2.14500021935,RADICAL-Pilot,1
58,1.7321999073,1.93039989471,RADICAL-Pilot,1
59,1.88809990883,2.05669999123,RADICAL-Pilot,1
60,1.90279984474,2.06139993668,RADICAL-Pilot,1
61,2.02209997177,2.1888999939,RADICAL-Pilot,1
62,1.8313999176,2.00060009956,RADICAL-Pilot,1
63,1.8303000927,1.91589999199,RADICAL-Pilot,1
64,1.76660013199,1.83240008354,RADICAL-Pilot,1
65,1.37890005112,1.44989991188,RADICAL-Pilot,1
66,1.64409995079,1.80890011787,RADICAL-Pilot,1
67,1.91219997406,2.03819990158,RADICAL-Pilot,1
68,1.90009999275,2.06230020523,RADICAL-Pilot,1
69,1.71460008621,1.87990021706,RADICAL-Pilot,1
70,1.81340003014,1.98080015182,RADICAL-Pilot,1
71,1.84039998055,2.00379991531,RADICAL-Pilot,1
72,1.80679988861,2.02120018005,RADICAL-Pilot,1
73,1.95580005646,2.09839987755,RADICAL-Pilot,1
74,2.02839994431,2.23240017891,RADICAL-Pilot,1
75,2.1125998497,2.31060004234,RADICAL-Pilot,1
76,2.09970021248,2.27609992027,RADICAL-Pilot,1
77,1.78080010414,1.95019984245,RADICAL-Pilot,1
78,1.81340003014,2.02279996872,RADICAL-Pilot,1
79,1.97000002861,2.0952000618,RADICAL-Pilot,1
80,2.00540018082,2.17549991608,RADICAL-Pilot,1
81,1.92760014534,2.04730010033,RADICAL-Pilot,1
82,1.89420008659,2.04530000687,RADICAL-Pilot,1
83,1.92110013962,2.07050013542,RADICAL-Pilot,1
84,1.79070019722,1.95850014687,RADICAL-Pilot,1
85,2.04719996452,2.18540000916,RADICAL-Pilot,1
86,1.59190011024,1.69589996338,RADICAL-Pilot,1
87,1.65480017662,1.8138999939,RADICAL-Pilot,1
88,1.36019992828,1.43120002747,RADICAL-Pilot,1
89,1.29690003395,1.4484000206,RADICAL-Pilot,1
90,1.79929995537,2.00760006905,RADICAL-Pilot,1
91,2.23979997635,2.43840003014,RADICAL-Pilot,1
92,1.82899999619,1.95399999619,RADICAL-Pilot,1
93,1.95579981804,2.07780003548,RADICAL-Pilot,1
94,1.85100007057,1.98879981041,RADICAL-Pilot,1
95,1.8736000061,2.02170014381,RADICAL-Pilot,1
96,1.90260004997,2.02759981155,RADICAL-Pilot,1
97,1.89849996567,2.10520005226,RADICAL-Pilot,1
98,1.81040000916,1.94120001793,RADICAL-Pilot,1
99,2.12220001221,2.31979990005,RADICAL-Pilot,1
100,2.0912001133,2.29579997063,RADICAL-Pilot,1
101,1.8819000721,2.0623998642,RADICAL-Pilot,1
102,2.01799988747,2.23550009727,RADICAL-Pilot,1
103,1.8656001091,2.0013999939,RADICAL-Pilot,1
104,1.66560006142,1.87529993057,RADICAL-Pilot,1
105,1.93110013008,2.05250000954,RADICAL-Pilot,1
106,1.87470006943,2.05010008812,RADICAL-Pilot,1
107,1.84139990807,1.9771001339,RADICAL-Pilot,1
108,2.1833999157,2.37820005417,RADICAL-Pilot,1
109,1.93990015984,2.09800004959,RADICAL-Pilot,1
110,1.83480000496,2.00600004196,RADICAL-Pilot,1
111,1.61740016937,1.72230005264,RADICAL-Pilot,1
112,1.34680008888,1.43879985809,RADICAL-Pilot,1
113,1.2936000824,1.45699977875,RADICAL-Pilot,1
114,2.22720003128,2.42540001869,RADICAL-Pilot,1
115,1.8303000927,1.94459986687,RADICAL-Pilot,1
116,1.71989989281,1.86400008202,RADICAL-Pilot,1
117,1.9359998703,2.08860015869,RADICAL-Pilot,1
118,1.81480002403,1.99620008469,RADICAL-Pilot,1
119,1.82819986343,2.02310013771,RADICAL-Pilot,1
120,1.94579982758,2.1414000988,RADICAL-Pilot,1
121,1.88960003853,2.11069989204,RADICAL-Pilot,1
122,1.83710002899,2.04229998589,RADICAL-Pilot,1
123,1.84759998322,2.02020001411,RADICAL-Pilot,1
124,2.03720021248,2.19410014153,RADICAL-Pilot,1
125,2.08310008049,2.27010011673,RADICAL-Pilot,1
126,2.00909996033,2.13750004768,RADICAL-Pilot,1
127,1.94459986687,2.1101000309,RADICAL-Pilot,1
128,1.99440002441,2.1835000515,RADICAL-Pilot,1
129,1.73620009422,1.95669984818,RADICAL-Pilot,1
130,1.87730002403,2.05300021172,RADICAL-Pilot,1
131,1.87690019608,2.08520007133,RADICAL-Pilot,1
132,2.18860006332,2.37010002136,RADICAL-Pilot,1
