,Duration,Framework,Nodes
0,13.3768999577,RADICAL-Pilot,1
1,12.6569001675,RADICAL-Pilot,1
2,12.8612999916,RADICAL-Pilot,1
3,12.8517000675,RADICAL-Pilot,1
4,12.8384001255,RADICAL-Pilot,1
5,13.1326999664,RADICAL-Pilot,1
6,13.1229999065,RADICAL-Pilot,1
7,12.8078000546,RADICAL-Pilot,1
8,13.402200222,RADICAL-Pilot,1
9,12.7841999531,RADICAL-Pilot,1
10,14.6413998604,RADICAL-Pilot,1
11,13.0767998695,RADICAL-Pilot,1
12,12.7820999622,RADICAL-Pilot,1
13,12.9469001293,RADICAL-Pilot,1
14,12.959100008,RADICAL-Pilot,1
15,13.0752999783,RADICAL-Pilot,1
16,13.1131000519,RADICAL-Pilot,1
17,13.0413000584,RADICAL-Pilot,1
18,13.3544001579,RADICAL-Pilot,1
19,12.611000061,RADICAL-Pilot,1
20,12.9054000378,RADICAL-Pilot,1
21,13.1225998402,RADICAL-Pilot,1
22,12.7258000374,RADICAL-Pilot,1
23,12.7918000221,RADICAL-Pilot,1
24,13.8368000984,RADICAL-Pilot,1
25,13.8154001236,RADICAL-Pilot,1
26,14.001999855,RADICAL-Pilot,1
27,13.9869999886,RADICAL-Pilot,1
28,13.9634001255,RADICAL-Pilot,1
29,13.9475998878,RADICAL-Pilot,1
30,13.9241001606,RADICAL-Pilot,1
31,13.9056999683,RADICAL-Pilot,1
32,13.8796999454,RADICAL-Pilot,1
33,13.8633999825,RADICAL-Pilot,1
34,14.0892999172,RADICAL-Pilot,1
35,14.0218999386,RADICAL-Pilot,1
36,14.0333998203,RADICAL-Pilot,1
37,14.1112999916,RADICAL-Pilot,1
38,14.1184999943,RADICAL-Pilot,1
39,14.133699894,RADICAL-Pilot,1
40,14.170899868,RADICAL-Pilot,1
41,13.7697999477,RADICAL-Pilot,1
42,13.7883999348,RADICAL-Pilot,1
43,13.7190001011,RADICAL-Pilot,1
44,14.0590000153,RADICAL-Pilot,1
45,14.0790998936,RADICAL-Pilot,1
46,13.7414000034,RADICAL-Pilot,1
47,14.05189991,RADICAL-Pilot,1
48,12.0174000263,RADICAL-Pilot,1
49,11.9906001091,RADICAL-Pilot,1
