,Duration,Framework,Nodes
0,29.0238001347,RADICAL-Pilot,1
1,28.995000124,RADICAL-Pilot,1
2,26.3129999638,RADICAL-Pilot,1
3,23.0843000412,RADICAL-Pilot,1
4,23.2542998791,RADICAL-Pilot,1
5,27.2939999104,RADICAL-Pilot,1
6,28.981400013,RADICAL-Pilot,1
7,28.4681999683,RADICAL-Pilot,1
8,23.146299839,RADICAL-Pilot,1
9,27.3642001152,RADICAL-Pilot,1
10,27.16320014,RADICAL-Pilot,1
11,26.608399868,RADICAL-Pilot,1
12,28.7379000187,RADICAL-Pilot,1
13,28.2086000443,RADICAL-Pilot,1
14,23.4938001633,RADICAL-Pilot,1
15,28.9125001431,RADICAL-Pilot,1
16,20.6188998222,RADICAL-Pilot,1
17,29.0808999538,RADICAL-Pilot,1
18,26.9457998276,RADICAL-Pilot,1
19,28.890900135,RADICAL-Pilot,1
20,23.3921999931,RADICAL-Pilot,1
21,28.9509999752,RADICAL-Pilot,1
22,29.2936000824,RADICAL-Pilot,1
23,27.2534999847,RADICAL-Pilot,1
24,22.4902999401,RADICAL-Pilot,1
25,23.6612999439,RADICAL-Pilot,1
26,24.7348999977,RADICAL-Pilot,1
27,23.2953000069,RADICAL-Pilot,1
28,22.9825000763,RADICAL-Pilot,1
29,25.4515998363,RADICAL-Pilot,1
30,25.7325999737,RADICAL-Pilot,1
31,25.7840998173,RADICAL-Pilot,1
32,25.8083999157,RADICAL-Pilot,1
33,25.640599966,RADICAL-Pilot,1
34,23.1122999191,RADICAL-Pilot,1
35,24.6822998524,RADICAL-Pilot,1
36,22.6768000126,RADICAL-Pilot,1
37,24.4908001423,RADICAL-Pilot,1
38,21.4203999043,RADICAL-Pilot,1
39,24.5542998314,RADICAL-Pilot,1
40,24.119300127,RADICAL-Pilot,1
41,25.3057999611,RADICAL-Pilot,1
42,25.9628000259,RADICAL-Pilot,1
43,23.8511998653,RADICAL-Pilot,1
44,23.1145999432,RADICAL-Pilot,1
45,22.068500042,RADICAL-Pilot,1
46,25.7109999657,RADICAL-Pilot,1
47,23.5176000595,RADICAL-Pilot,1
48,24.4739000797,RADICAL-Pilot,1
49,24.0448999405,RADICAL-Pilot,1
50,23.6447999477,RADICAL-Pilot,1
51,24.0269999504,RADICAL-Pilot,1
52,25.8217999935,RADICAL-Pilot,1
53,26.0004999638,RADICAL-Pilot,1
54,25.168200016,RADICAL-Pilot,1
55,25.4293000698,RADICAL-Pilot,1
56,23.0394001007,RADICAL-Pilot,1
57,25.9520998001,RADICAL-Pilot,1
58,25.4018998146,RADICAL-Pilot,1
59,21.6881999969,RADICAL-Pilot,1
60,26.3831000328,RADICAL-Pilot,1
61,21.8013000488,RADICAL-Pilot,1
62,21.7156000137,RADICAL-Pilot,1
63,21.7929000854,RADICAL-Pilot,1
64,24.8957998753,RADICAL-Pilot,1
65,25.5868000984,RADICAL-Pilot,1
66,23.5483000278,RADICAL-Pilot,1
67,25.6686999798,RADICAL-Pilot,1
68,25.3277001381,RADICAL-Pilot,1
69,25.1836998463,RADICAL-Pilot,1
70,25.0448999405,RADICAL-Pilot,1
71,23.6907999516,RADICAL-Pilot,1
72,24.5008001328,RADICAL-Pilot,1
73,23.3334999084,RADICAL-Pilot,1
74,24.1310999393,RADICAL-Pilot,1
75,26.5225000381,RADICAL-Pilot,1
76,24.9433000088,RADICAL-Pilot,1
77,23.6224000454,RADICAL-Pilot,1
78,26.0361001492,RADICAL-Pilot,1
