,Duration,Framework,Nodes
0,8931,Spark,1
1,8939,Spark,1
2,8956,Spark,1
3,8966,Spark,1
4,8962,Spark,1
5,8948,Spark,1
6,8990,Spark,1
7,9006,Spark,1
8,9009,Spark,1
9,9008,Spark,1
10,9021,Spark,1
11,9031,Spark,1
12,9048,Spark,1
13,9049,Spark,1
14,9049,Spark,1
15,9052,Spark,1
16,9053,Spark,1
17,9056,Spark,1
18,9068,Spark,1
19,9068,Spark,1
20,9076,Spark,1
21,9090,Spark,1
22,9123,Spark,1
23,9568,Spark,1
24,5632,Spark,1
25,5674,Spark,1
26,5666,Spark,1
27,5673,Spark,1
28,5652,Spark,1
29,5690,Spark,1
30,5684,Spark,1
31,5696,Spark,1
32,5720,Spark,1
33,5748,Spark,1
34,5749,Spark,1
35,5751,Spark,1
36,5754,Spark,1
37,5766,Spark,1
38,5773,Spark,1
39,5780,Spark,1
40,5777,Spark,1
41,5798,Spark,1
42,5811,Spark,1
43,5829,Spark,1
44,5832,Spark,1
45,5830,Spark,1
46,5837,Spark,1
47,6256,Spark,1
48,5438,Spark,1
49,5441,Spark,1
50,5444,Spark,1
51,5473,Spark,1
52,5476,Spark,1
53,5488,Spark,1
54,5499,Spark,1
55,5507,Spark,1
56,5554,Spark,1
57,5557,Spark,1
58,5559,Spark,1
59,5553,Spark,1
60,5570,Spark,1
61,5584,Spark,1
62,5641,Spark,1
63,5695,Spark,1
64,5710,Spark,1
65,5753,Spark,1
66,5877,Spark,1
67,6084,Spark,1
68,6225,Spark,1
69,6250,Spark,1
70,6410,Spark,1
71,6441,Spark,1
72,5638,Spark,1
73,5646,Spark,1
74,5660,Spark,1
75,5679,Spark,1
76,5686,Spark,1
77,5696,Spark,1
78,5714,Spark,1
79,5729,Spark,1
80,5757,Spark,1
81,5762,Spark,1
82,5757,Spark,1
83,5732,Spark,1
84,5761,Spark,1
85,5770,Spark,1
86,5757,Spark,1
87,5770,Spark,1
88,5802,Spark,1
89,5801,Spark,1
90,5842,Spark,1
91,5893,Spark,1
92,5894,Spark,1
93,5950,Spark,1
94,7018,Spark,1
95,7244,Spark,1
96,5655,Spark,1
97,5652,Spark,1
98,5651,Spark,1
99,5669,Spark,1
100,5642,Spark,1
101,5694,Spark,1
102,5711,Spark,1
103,5703,Spark,1
104,5718,Spark,1
105,5729,Spark,1
106,5752,Spark,1
107,5755,Spark,1
108,5761,Spark,1
109,5766,Spark,1
110,5768,Spark,1
111,5775,Spark,1
112,5770,Spark,1
113,5774,Spark,1
114,5773,Spark,1
115,5792,Spark,1
116,5789,Spark,1
117,5813,Spark,1
118,5816,Spark,1
119,6227,Spark,1
120,5285,Spark,1
121,5274,Spark,1
122,5292,Spark,1
123,5304,Spark,1
124,5321,Spark,1
125,5357,Spark,1
126,5357,Spark,1
127,5366,Spark,1
128,5371,Spark,1
129,5370,Spark,1
130,5388,Spark,1
131,5389,Spark,1
132,5389,Spark,1
133,5395,Spark,1
134,5395,Spark,1
135,5398,Spark,1
136,5415,Spark,1
137,5415,Spark,1
138,5420,Spark,1
139,5429,Spark,1
140,5476,Spark,1
141,5484,Spark,1
142,5500,Spark,1
143,5776,Spark,1
144,5540,Spark,1
145,5540,Spark,1
146,5525,Spark,1
147,5581,Spark,1
148,5581,Spark,1
149,5591,Spark,1
150,5600,Spark,1
151,5616,Spark,1
152,5622,Spark,1
153,5625,Spark,1
154,5648,Spark,1
155,5626,Spark,1
156,5651,Spark,1
157,5653,Spark,1
158,5659,Spark,1
159,5674,Spark,1
160,5673,Spark,1
161,5674,Spark,1
162,5685,Spark,1
163,5686,Spark,1
164,5689,Spark,1
165,5696,Spark,1
166,5723,Spark,1
167,6123,Spark,1
168,5623,Spark,1
169,5611,Spark,1
170,5613,Spark,1
171,5636,Spark,1
172,5597,Spark,1
173,5646,Spark,1
174,5651,Spark,1
175,5674,Spark,1
176,5684,Spark,1
177,5692,Spark,1
178,5694,Spark,1
179,5719,Spark,1
180,5721,Spark,1
181,5725,Spark,1
182,5725,Spark,1
183,5732,Spark,1
184,5734,Spark,1
185,5740,Spark,1
186,5744,Spark,1
187,5760,Spark,1
188,5766,Spark,1
189,5795,Spark,1
190,5827,Spark,1
191,6189,Spark,1
192,5514,Spark,1
193,5547,Spark,1
194,5580,Spark,1
195,5608,Spark,1
196,5617,Spark,1
197,5616,Spark,1
198,5623,Spark,1
199,5666,Spark,1
200,5633,Spark,1
201,5666,Spark,1
202,5665,Spark,1
203,5703,Spark,1
204,5712,Spark,1
205,5791,Spark,1
206,5817,Spark,1
207,5858,Spark,1
208,5884,Spark,1
209,5999,Spark,1
210,6008,Spark,1
211,6016,Spark,1
212,6100,Spark,1
213,6184,Spark,1
214,6207,Spark,1
215,6466,Spark,1
216,5549,Spark,1
217,5548,Spark,1
218,5524,Spark,1
219,5591,Spark,1
220,5601,Spark,1
221,5606,Spark,1
222,5609,Spark,1
223,5616,Spark,1
224,5619,Spark,1
225,5631,Spark,1
226,5655,Spark,1
227,5652,Spark,1
228,5654,Spark,1
229,5668,Spark,1
230,5666,Spark,1
231,5674,Spark,1
232,5693,Spark,1
233,5692,Spark,1
234,5696,Spark,1
235,5713,Spark,1
236,5748,Spark,1
237,5761,Spark,1
238,5763,Spark,1
239,6095,Spark,1
240,3756,Spark,2
241,3744,Spark,2
242,3743,Spark,2
243,3742,Spark,2
244,3744,Spark,2
245,3749,Spark,2
246,3742,Spark,2
247,3773,Spark,2
248,3773,Spark,2
249,3774,Spark,2
250,3762,Spark,2
251,3753,Spark,2
252,3787,Spark,2
253,3795,Spark,2
254,3796,Spark,2
255,3796,Spark,2
256,3797,Spark,2
257,3800,Spark,2
258,3800,Spark,2
259,3801,Spark,2
260,3805,Spark,2
261,3805,Spark,2
262,3822,Spark,2
263,3823,Spark,2
264,3824,Spark,2
265,3827,Spark,2
266,3830,Spark,2
267,3840,Spark,2
268,3842,Spark,2
269,3849,Spark,2
270,3852,Spark,2
271,3856,Spark,2
272,3871,Spark,2
273,3872,Spark,2
274,3875,Spark,2
275,3888,Spark,2
276,3910,Spark,2
277,3911,Spark,2
278,3937,Spark,2
279,3993,Spark,2
280,4019,Spark,2
281,4042,Spark,2
282,4058,Spark,2
283,4065,Spark,2
284,4078,Spark,2
285,4080,Spark,2
286,4266,Spark,2
287,4316,Spark,2
288,3634,Spark,2
289,3617,Spark,2
290,3613,Spark,2
291,3637,Spark,2
292,3619,Spark,2
293,3605,Spark,2
294,3623,Spark,2
295,3619,Spark,2
296,3634,Spark,2
297,3648,Spark,2
298,3650,Spark,2
299,3654,Spark,2
300,3636,Spark,2
301,3654,Spark,2
302,3636,Spark,2
303,3654,Spark,2
304,3635,Spark,2
305,3635,Spark,2
306,3656,Spark,2
307,3657,Spark,2
308,3657,Spark,2
309,3658,Spark,2
310,3663,Spark,2
311,3636,Spark,2
312,3666,Spark,2
313,3663,Spark,2
314,3668,Spark,2
315,3677,Spark,2
316,3679,Spark,2
317,3677,Spark,2
318,3693,Spark,2
319,3681,Spark,2
320,3693,Spark,2
321,3694,Spark,2
322,3682,Spark,2
323,3684,Spark,2
324,3704,Spark,2
325,3682,Spark,2
326,3688,Spark,2
327,3690,Spark,2
328,3697,Spark,2
329,3697,Spark,2
330,3700,Spark,2
331,3718,Spark,2
332,3737,Spark,2
333,3767,Spark,2
334,3917,Spark,2
335,3948,Spark,2
336,3815,Spark,2
337,3804,Spark,2
338,3815,Spark,2
339,3815,Spark,2
340,3828,Spark,2
341,3832,Spark,2
342,3848,Spark,2
343,3850,Spark,2
344,3853,Spark,2
345,3860,Spark,2
346,3868,Spark,2
347,3886,Spark,2
348,3878,Spark,2
349,3873,Spark,2
350,3874,Spark,2
351,3880,Spark,2
352,3893,Spark,2
353,3898,Spark,2
354,3920,Spark,2
355,3922,Spark,2
356,3907,Spark,2
357,3912,Spark,2
358,3933,Spark,2
359,3921,Spark,2
360,3943,Spark,2
361,3948,Spark,2
362,3952,Spark,2
363,3955,Spark,2
364,3931,Spark,2
365,3962,Spark,2
366,3961,Spark,2
367,3933,Spark,2
368,3963,Spark,2
369,3948,Spark,2
370,3949,Spark,2
371,3949,Spark,2
372,3977,Spark,2
373,4010,Spark,2
374,4011,Spark,2
375,4084,Spark,2
376,4094,Spark,2
377,4108,Spark,2
378,4109,Spark,2
379,4203,Spark,2
380,4214,Spark,2
381,4215,Spark,2
382,4219,Spark,2
383,4334,Spark,2
384,3651,Spark,2
385,3630,Spark,2
386,3653,Spark,2
387,3629,Spark,2
388,3641,Spark,2
389,3629,Spark,2
390,3629,Spark,2
391,3660,Spark,2
392,3665,Spark,2
393,3658,Spark,2
394,3688,Spark,2
395,3695,Spark,2
396,3698,Spark,2
397,3698,Spark,2
398,3716,Spark,2
399,3722,Spark,2
400,3729,Spark,2
401,3734,Spark,2
402,3819,Spark,2
403,3834,Spark,2
404,3817,Spark,2
405,3796,Spark,2
406,3800,Spark,2
407,3796,Spark,2
408,3812,Spark,2
409,3804,Spark,2
410,3842,Spark,2
411,3849,Spark,2
412,3848,Spark,2
413,3855,Spark,2
414,3878,Spark,2
415,3881,Spark,2
416,3912,Spark,2
417,3891,Spark,2
418,3895,Spark,2
419,3900,Spark,2
420,3903,Spark,2
421,3971,Spark,2
422,3991,Spark,2
423,4019,Spark,2
424,4047,Spark,2
425,4086,Spark,2
426,4079,Spark,2
427,4090,Spark,2
428,4117,Spark,2
429,4124,Spark,2
430,4161,Spark,2
431,4256,Spark,2
432,3712,Spark,2
433,3718,Spark,2
434,3692,Spark,2
435,3713,Spark,2
436,3727,Spark,2
437,3714,Spark,2
438,3729,Spark,2
439,3709,Spark,2
440,3718,Spark,2
441,3739,Spark,2
442,3742,Spark,2
443,3751,Spark,2
444,3759,Spark,2
445,3772,Spark,2
446,3772,Spark,2
447,3778,Spark,2
448,3782,Spark,2
449,3799,Spark,2
450,3849,Spark,2
451,3859,Spark,2
452,3833,Spark,2
453,3851,Spark,2
454,3863,Spark,2
455,3882,Spark,2
456,3888,Spark,2
457,3889,Spark,2
458,3898,Spark,2
459,3901,Spark,2
460,3920,Spark,2
461,3944,Spark,2
462,3948,Spark,2
463,3947,Spark,2
464,3953,Spark,2
465,3955,Spark,2
466,3966,Spark,2
467,3968,Spark,2
468,3972,Spark,2
469,4007,Spark,2
