,Nodes,Run,ID,Measurement,Duration
169,2,2,36,IO,117.683418036
170,2,2,37,Compute,0.000133991241455
171,2,2,37,IO,117.842807055
172,2,2,38,Compute,0.000137090682983
173,2,2,38,IO,117.83297801
174,2,2,39,Compute,0.0001380443573
175,2,2,39,IO,117.852986097
176,2,2,40,Compute,0.000118970870972
177,2,2,40,IO,117.991545916
178,2,2,41,Compute,0.000134944915771
179,2,2,41,IO,117.946310043
180,2,2,42,Compute,0.000125885009766
181,2,2,42,IO,117.730575085
182,2,2,43,Compute,0.000144004821777
183,2,2,43,IO,117.745183945
184,2,2,44,Compute,0.000125885009766
185,2,2,44,IO,117.844675064
186,2,2,45,Compute,0.000133037567139
187,2,2,45,IO,117.525246143
188,2,2,46,Compute,0.000133037567139
189,2,2,46,IO,117.756220102
190,2,2,47,Compute,0.0001380443573
191,2,2,47,IO,117.90636301
192,2,3,0,Compute,12.573292017
193,2,3,0,IO,146.661000013
194,2,3,1,Compute,0.000127077102661
195,2,3,1,IO,146.543880939
196,2,3,2,Compute,0.000131130218506
197,2,3,2,IO,146.491726875
198,2,3,3,Compute,0.000136137008667
199,2,3,3,IO,146.507452011
200,2,3,4,Compute,0.000126123428345
201,2,3,4,IO,146.528836012
202,2,3,5,Compute,0.000123023986816
203,2,3,5,IO,146.792342901
204,2,3,6,Compute,0.000128030776978
205,2,3,6,IO,146.577463865
206,2,3,7,Compute,0.000123977661133
207,2,3,7,IO,146.556603193
208,2,3,8,Compute,0.000130891799927
209,2,3,8,IO,146.67197299
210,2,3,9,Compute,0.000125169754028
211,2,3,9,IO,146.701077938
212,2,3,10,Compute,0.000133991241455
213,2,3,10,IO,146.508762836
214,2,3,11,Compute,0.000141859054565
215,2,3,11,IO,146.477086067
216,2,3,12,Compute,0.000133037567139
217,2,3,12,IO,145.432004929
218,2,3,13,Compute,0.000135898590088
219,2,3,13,IO,145.436274052
220,2,3,14,Compute,0.00012993812561
221,2,3,14,IO,145.405541897
222,2,3,15,Compute,0.000134944915771
223,2,3,15,IO,145.493735075
224,2,3,16,Compute,0.000150918960571
225,2,3,16,IO,145.378857136
226,2,3,17,Compute,0.000126838684082
227,2,3,17,IO,54.5253839493
228,2,3,18,Compute,0.000135898590088
229,2,3,18,IO,145.549758196
230,2,3,19,Compute,0.000128984451294
231,2,3,19,IO,145.45360589
232,2,3,20,Compute,0.0001540184021
233,2,3,20,IO,145.427420139
234,2,3,21,Compute,0.000134944915771
235,2,3,21,IO,145.607056141
236,2,3,22,Compute,0.000133037567139
237,2,3,22,IO,145.595983982
238,2,3,23,Compute,0.000134944915771
239,2,3,23,IO,145.514672041
240,2,3,24,Compute,0.000128030776978
241,2,3,24,IO,141.515435934
242,2,3,25,Compute,0.00012993812561
243,2,3,25,IO,141.438995838
244,2,3,26,Compute,0.000125885009766
245,2,3,26,IO,141.239462137
246,2,3,27,Compute,0.000128030776978
247,2,3,27,IO,141.379007101
248,2,3,28,Compute,0.000125169754028
249,2,3,28,IO,141.368045807
250,2,3,29,Compute,0.000124931335449
251,2,3,29,IO,56.0691940784
252,2,3,30,Compute,0.000123023986816
253,2,3,30,IO,141.345965147
254,2,3,31,Compute,0.0001220703125
255,2,3,31,IO,141.393969774
256,2,3,32,Compute,0.000130891799927
257,2,3,32,IO,141.45254302
258,2,3,33,Compute,0.000130891799927
259,2,3,33,IO,141.416203976
260,2,3,34,Compute,0.000123977661133
261,2,3,34,IO,141.465384007
262,2,3,35,Compute,0.000138998031616
263,2,3,35,IO,141.289823055
264,2,3,36,Compute,0.000141143798828
265,2,3,36,IO,141.136291981
266,2,3,37,Compute,0.000129222869873
267,2,3,37,IO,141.238943815
268,2,3,38,Compute,0.000136852264404
269,2,3,38,IO,141.089355946
270,2,3,39,Compute,0.00012993812561
271,2,3,39,IO,141.320020914
272,2,3,40,Compute,0.000132083892822
273,2,3,40,IO,141.259612799
274,2,3,41,Compute,0.000125885009766
275,2,3,41,IO,141.35732007
276,2,3,42,Compute,0.00012993812561
277,2,3,42,IO,141.005886078
278,2,3,43,Compute,0.000127077102661
279,2,3,43,IO,141.069876909
280,2,3,44,Compute,0.000138998031616
281,2,3,44,IO,141.235506058
282,2,3,45,Compute,0.000132083892822
283,2,3,45,IO,141.070242882
284,2,3,46,Compute,0.000133991241455
285,2,3,46,IO,140.954639912
286,2,3,47,Compute,0.000138998031616
287,2,3,47,IO,140.927687168
288,2,4,0,Compute,12.7193160057
289,2,4,0,IO,132.613647938
290,2,4,1,Compute,0.000124931335449
291,2,4,1,IO,132.633035183
292,2,4,2,Compute,0.00012993812561
293,2,4,2,IO,132.681270123
294,2,4,3,Compute,0.00012993812561
295,2,4,3,IO,132.730701208
296,2,4,4,Compute,0.000126838684082
297,2,4,4,IO,132.542884111
298,2,4,5,Compute,0.000133037567139
299,2,4,5,IO,132.75662899
300,2,4,6,Compute,0.000127077102661
301,2,4,6,IO,132.600145102
302,2,4,7,Compute,0.000127077102661
303,2,4,7,IO,132.643151999
304,2,4,8,Compute,0.000128030776978
305,2,4,8,IO,132.646869898
306,2,4,9,Compute,0.000127077102661
307,2,4,9,IO,132.626298904
308,2,4,10,Compute,0.000125169754028
309,2,4,10,IO,157.593801975
310,2,4,11,Compute,0.000133037567139
311,2,4,11,IO,132.594285011
312,2,4,12,Compute,0.00012993812561
313,2,4,12,IO,157.503488064
314,2,4,13,Compute,0.000131130218506
315,2,4,13,IO,131.982851028
316,2,4,14,Compute,0.000136852264404
317,2,4,14,IO,131.961277008
318,2,4,15,Compute,0.000130176544189
319,2,4,15,IO,131.979513884
320,2,4,16,Compute,0.000138998031616
321,2,4,16,IO,131.940737009
322,2,4,17,Compute,0.000137805938721
323,2,4,17,IO,131.977343082
324,2,4,18,Compute,0.000128030776978
325,2,4,18,IO,131.879716873
326,2,4,19,Compute,0.000131845474243
327,2,4,19,IO,131.987404108
328,2,4,20,Compute,0.000136852264404
329,2,4,20,IO,132.106263161
330,2,4,21,Compute,0.000127792358398
331,2,4,21,IO,131.963378191
332,2,4,22,Compute,0.000133991241455
333,2,4,22,IO,131.987305164
334,2,4,23,Compute,0.000128984451294
335,2,4,23,IO,131.988496065
336,2,4,24,Compute,0.000123977661133
337,2,4,24,IO,144.203613043
338,2,4,25,Compute,0.000126123428345
339,2,4,25,IO,144.186099052
340,2,4,26,Compute,0.00012993812561
341,2,4,26,IO,144.134892941
342,2,4,27,Compute,0.00014591217041
343,2,4,27,IO,144.099116087
344,2,4,28,Compute,0.000133991241455
345,2,4,28,IO,144.140767097
346,2,4,29,Compute,0.000118970870972
347,2,4,29,IO,144.206195116
348,2,4,30,Compute,0.000128030776978
349,2,4,30,IO,144.169022083
350,2,4,31,Compute,0.000128030776978
351,2,4,31,IO,144.196695089
352,2,4,32,Compute,0.000124216079712
353,2,4,32,IO,144.196940899
354,2,4,33,Compute,0.000116109848022
355,2,4,33,IO,144.204984903
356,2,4,34,Compute,0.000125169754028
357,2,4,34,IO,144.180624008
358,2,4,35,Compute,0.000133991241455
359,2,4,35,IO,144.17505002
360,2,4,36,Compute,0.000133991241455
361,2,4,36,IO,143.638645172
362,2,4,37,Compute,0.000145196914673
363,2,4,37,IO,143.744277
364,2,4,38,Compute,0.000126123428345
365,2,4,38,IO,143.669932842
366,2,4,39,Compute,0.000134944915771
367,2,4,39,IO,143.59365797
368,2,4,40,Compute,0.000128984451294
369,2,4,40,IO,143.595745087
370,2,4,41,Compute,0.000128030776978
371,2,4,41,IO,143.646714926
372,2,4,42,Compute,0.000134944915771
373,2,4,42,IO,143.425984144
374,2,4,43,Compute,0.000128984451294
375,2,4,43,IO,143.633730888
376,2,4,44,Compute,0.000131845474243
377,2,4,44,IO,143.599997997
378,2,4,45,Compute,0.00012993812561
379,2,4,45,IO,143.83150816
380,2,4,46,Compute,0.000137090682983
381,2,4,46,IO,143.829427958
382,2,4,47,Compute,0.00012993812561
383,2,4,47,IO,143.602594137
384,2,5,0,Compute,12.1880910397
385,2,5,0,IO,111.294164896
386,2,5,1,Compute,0.000117063522339
387,2,5,1,IO,111.638308048
388,2,5,2,Compute,0.000122785568237
389,2,5,2,IO,111.4855721
390,2,5,3,Compute,0.000123023986816
391,2,5,3,IO,111.290951014
392,2,5,4,Compute,0.000126123428345
393,2,5,4,IO,111.171439886
394,2,5,5,Compute,0.000130176544189
395,2,5,5,IO,111.189591885
396,2,5,6,Compute,0.000131130218506
397,2,5,6,IO,111.141332865
398,2,5,7,Compute,0.00013279914856
399,2,5,7,IO,111.146633148
400,2,5,8,Compute,0.000124931335449
401,2,5,8,IO,111.149104118
402,2,5,9,Compute,0.000131130218506
403,2,5,9,IO,111.530663967
404,2,5,10,Compute,0.000136852264404
405,2,5,10,IO,111.361247063
406,2,5,11,Compute,0.000123977661133
407,2,5,11,IO,111.256649017
408,2,5,12,Compute,0.000144958496094
409,2,5,12,IO,109.768548965
410,2,5,13,Compute,0.00012993812561
411,2,5,13,IO,110.102417946
412,2,5,14,Compute,0.000133991241455
413,2,5,14,IO,109.582401037
414,2,5,15,Compute,0.000132083892822
415,2,5,15,IO,110.030065775
416,2,5,16,Compute,0.000137090682983
417,2,5,16,IO,109.796658039
418,2,5,17,Compute,0.000133991241455
419,2,5,17,IO,109.679289103
420,2,5,18,Compute,0.0001220703125
421,2,5,18,IO,109.37600708
422,2,5,19,Compute,0.000128984451294
423,2,5,19,IO,109.785603046
424,2,5,20,Compute,0.000133991241455
425,2,5,20,IO,61.2013678551
426,2,5,21,Compute,0.00012993812561
427,2,5,21,IO,109.427801132
428,2,5,22,Compute,0.000137090682983
429,2,5,22,IO,110.072793961
430,2,5,23,Compute,0.000131130218506
431,2,5,23,IO,109.864059925
432,2,5,24,Compute,0.000132083892822
433,2,5,24,IO,112.507733107
434,2,5,25,Compute,0.000120878219604
435,2,5,25,IO,112.563098907
436,2,5,26,Compute,0.000134944915771
437,2,5,26,IO,112.362091064
438,2,5,27,Compute,0.000124931335449
439,2,5,27,IO,112.416233063
440,2,5,28,Compute,0.000131845474243
441,2,5,28,IO,112.399326086
442,2,5,29,Compute,0.000132083892822
443,2,5,29,IO,112.337772846
444,2,5,30,Compute,0.000123977661133
445,2,5,30,IO,112.428625822
446,2,5,31,Compute,0.000136852264404
447,2,5,31,IO,112.238438129
448,2,5,32,Compute,0.000128030776978
449,2,5,32,IO,112.475877047
450,2,5,33,Compute,0.000132083892822
451,2,5,33,IO,112.304558992
452,2,5,34,Compute,0.0001380443573
453,2,5,34,IO,112.397849083
454,2,5,35,Compute,0.000141859054565
455,2,5,35,IO,112.406129122
456,2,5,36,Compute,0.00140404701233
457,2,5,36,IO,111.36237812
458,2,5,37,Compute,0.00013279914856
459,2,5,37,IO,111.800737143
460,2,5,38,Compute,0.000140190124512
461,2,5,38,IO,111.456400871
462,2,5,39,Compute,0.000135183334351
463,2,5,39,IO,111.804404974
464,2,5,40,Compute,0.00012993812561
465,2,5,40,IO,111.72638011
466,2,5,41,Compute,0.000124931335449
467,2,5,41,IO,111.907418013
468,2,5,42,Compute,0.000137090682983
469,2,5,42,IO,111.718816042
470,2,5,43,Compute,0.000136137008667
471,2,5,43,IO,111.578836918
472,2,5,44,Compute,0.000139951705933
473,2,5,44,IO,111.713270903
474,2,5,45,Compute,0.000134944915771
475,2,5,45,IO,111.54569602
476,2,5,46,Compute,0.000131845474243
477,2,5,46,IO,111.482705116
478,2,5,47,Compute,0.000134944915771
479,2,5,47,IO,111.505251884
480,3,1,0,Compute,8.33185911179
481,3,1,0,IO,140.910331964
482,3,1,1,Compute,0.000125885009766
483,3,1,1,IO,140.910732031
484,3,1,2,Compute,0.00012993812561
485,3,1,2,IO,140.901165009
486,3,1,3,Compute,0.000128030776978
487,3,1,3,IO,140.902492046
488,3,1,4,Compute,0.000131130218506
489,3,1,4,IO,140.896811962
490,3,1,5,Compute,0.000128984451294
491,3,1,5,IO,140.901901007
492,3,1,6,Compute,0.000123977661133
493,3,1,6,IO,140.900077105
494,3,1,7,Compute,0.000121116638184
495,3,1,7,IO,140.90003705
496,3,1,8,Compute,0.000123023986816
497,3,1,8,IO,140.906805038
498,3,1,9,Compute,0.000123977661133
499,3,1,9,IO,140.913398981
500,3,1,10,Compute,0.000131845474243
501,3,1,10,IO,140.902579069
502,3,1,11,Compute,0.000127077102661
503,3,1,11,IO,140.904085875
504,3,1,12,Compute,0.000133991241455
505,3,1,12,IO,140.914666891
506,3,1,13,Compute,0.000135898590088
507,3,1,13,IO,140.89944005
508,3,1,14,Compute,0.000125885009766
509,3,1,14,IO,140.899052143
510,3,1,15,Compute,0.000130891799927
511,3,1,15,IO,140.904015064
512,3,1,16,Compute,0.000133991241455
513,3,1,16,IO,140.900065899
514,3,1,17,Compute,0.000133037567139
515,3,1,17,IO,140.897498846
516,3,1,18,Compute,0.000126123428345
517,3,1,18,IO,140.932240963
518,3,1,19,Compute,0.000133991241455
519,3,1,19,IO,140.896169901
520,3,1,20,Compute,0.000128984451294
521,3,1,20,IO,140.903043985
522,3,1,21,Compute,0.000123977661133
523,3,1,21,IO,140.903026104
524,3,1,22,Compute,0.00012993812561
525,3,1,22,IO,140.905167103
526,3,1,23,Compute,0.000135898590088
527,3,1,23,IO,140.913490057
528,3,1,24,Compute,0.000124931335449
529,3,1,24,IO,160.50428319
530,3,1,25,Compute,0.000124931335449
531,3,1,25,IO,160.483936071
532,3,1,26,Compute,0.000130176544189
533,3,1,26,IO,160.502691984
534,3,1,27,Compute,0.000124931335449
535,3,1,27,IO,160.491266012
536,3,1,28,Compute,0.000131130218506
537,3,1,28,IO,160.489822865
538,3,1,29,Compute,0.000128030776978
539,3,1,29,IO,160.500181913
540,3,1,30,Compute,0.000131130218506
541,3,1,30,IO,160.487778902
542,3,1,31,Compute,0.00012993812561
543,3,1,31,IO,160.48989296
544,3,1,32,Compute,0.000132083892822
545,3,1,32,IO,160.495478868
546,3,1,33,Compute,0.000118970870972
547,3,1,33,IO,160.49367404
548,3,1,34,Compute,0.000128984451294
549,3,1,34,IO,160.502674818
550,3,1,35,Compute,0.000119924545288
551,3,1,35,IO,160.505252838
552,3,1,36,Compute,0.000131130218506
553,3,1,36,IO,160.482365847
554,3,1,37,Compute,0.000127792358398
555,3,1,37,IO,160.494992018
556,3,1,38,Compute,0.000131130218506
557,3,1,38,IO,160.494972944
558,3,1,39,Compute,0.000125169754028
559,3,1,39,IO,160.492738008
560,3,1,40,Compute,0.000134944915771
561,3,1,40,IO,160.481161833
562,3,1,41,Compute,0.00013279914856
563,3,1,41,IO,160.501928091
564,3,1,42,Compute,0.000128030776978
565,3,1,42,IO,160.494618893
566,3,1,43,Compute,0.000132083892822
567,3,1,43,IO,160.492561817
568,3,1,44,Compute,0.000123977661133
569,3,1,44,IO,160.506476164
570,3,1,45,Compute,0.000123023986816
571,3,1,45,IO,160.500092983
572,3,1,46,Compute,0.000121831893921
573,3,1,46,IO,160.497284174
574,3,1,47,Compute,0.000133991241455
575,3,1,47,IO,160.498775005
576,3,1,48,Compute,0.000128984451294
577,3,1,48,IO,160.067507982
578,3,1,49,Compute,0.000147104263306
579,3,1,49,IO,160.066217899
580,3,1,50,Compute,0.000133991241455
581,3,1,50,IO,160.072403908
582,3,1,51,Compute,0.000135183334351
583,3,1,51,IO,160.065882921
584,3,1,52,Compute,0.000130891799927
585,3,1,52,IO,160.064069986
586,3,1,53,Compute,0.000120162963867
587,3,1,53,IO,160.080104828
588,3,1,54,Compute,0.000131845474243
589,3,1,54,IO,160.075927973
590,3,1,55,Compute,0.000118970870972
591,3,1,55,IO,160.095978975
592,3,1,56,Compute,0.000123977661133
593,3,1,56,IO,160.081468105
594,3,1,57,Compute,0.00012993812561
595,3,1,57,IO,160.170507908
596,3,1,58,Compute,0.000121116638184
597,3,1,58,IO,160.096964836
598,3,1,59,Compute,0.000123023986816
599,3,1,59,IO,160.085569143
600,3,1,60,Compute,0.000136137008667
601,3,1,60,IO,160.058802843
602,3,1,61,Compute,0.000130891799927
603,3,1,61,IO,160.080613136
604,3,1,62,Compute,0.000126123428345
605,3,1,62,IO,160.068562031
606,3,1,63,Compute,0.000130891799927
607,3,1,63,IO,160.070625067
608,3,1,64,Compute,0.000125169754028
609,3,1,64,IO,160.074607849
610,3,1,65,Compute,0.000143051147461
611,3,1,65,IO,160.050163984
612,3,1,66,Compute,0.000147104263306
613,3,1,66,IO,160.061145067
614,3,1,67,Compute,0.000178098678589
615,3,1,67,IO,160.050618887
616,3,1,68,Compute,0.000127077102661
617,3,1,68,IO,160.0695889
618,3,1,69,Compute,0.000178813934326
619,3,1,69,IO,160.045171022
620,3,1,70,Compute,0.00012993812561
621,3,1,70,IO,160.075541019
622,3,1,71,Compute,0.0001220703125
623,3,1,71,IO,160.076698065
624,3,2,0,Compute,8.61607003212
625,3,2,0,IO,113.161988974
626,3,2,1,Compute,0.000121116638184
627,3,2,1,IO,113.130347967
628,3,2,2,Compute,0.000128030776978
629,3,2,2,IO,113.126619101
630,3,2,3,Compute,0.000128984451294
631,3,2,3,IO,113.101347923
632,3,2,4,Compute,0.000136137008667
633,3,2,4,IO,112.973117828
634,3,2,5,Compute,0.000128984451294
635,3,2,5,IO,113.038433075
636,3,2,6,Compute,0.000123977661133
637,3,2,6,IO,113.129939079
638,3,2,7,Compute,0.000141143798828
639,3,2,7,IO,113.096508026
640,3,2,8,Compute,0.000124931335449
641,3,2,8,IO,21.4856948853
642,3,2,9,Compute,0.000128984451294
643,3,2,9,IO,113.109902859
644,3,2,10,Compute,0.000124931335449
645,3,2,10,IO,113.107229233
646,3,2,11,Compute,0.000125885009766
647,3,2,11,IO,113.130846977
648,3,2,12,Compute,0.000133991241455
649,3,2,12,IO,112.211396933
650,3,2,13,Compute,0.000128984451294
651,3,2,13,IO,112.212162018
652,3,2,14,Compute,0.000127077102661
653,3,2,14,IO,112.225136042
654,3,2,15,Compute,0.000132083892822
655,3,2,15,IO,112.243612051
656,3,2,16,Compute,0.000139951705933
657,3,2,16,IO,112.211575031
658,3,2,17,Compute,0.000146150588989
659,3,2,17,IO,112.10895586
660,3,2,18,Compute,0.000172138214111
661,3,2,18,IO,112.196137905
662,3,2,19,Compute,0.000134944915771
663,3,2,19,IO,112.2100811
664,3,2,20,Compute,0.000126838684082
665,3,2,20,IO,112.224705935
666,3,2,21,Compute,0.000126838684082
667,3,2,21,IO,112.2387321
668,3,2,22,Compute,0.000136137008667
669,3,2,22,IO,112.209137917
670,3,2,23,Compute,0.000132083892822
671,3,2,23,IO,112.219989061
672,3,2,24,Compute,0.000134944915771
673,3,2,24,IO,127.927216053
674,3,2,25,Compute,0.000124931335449
675,3,2,25,IO,127.927176952
676,3,2,26,Compute,0.000119924545288
677,3,2,26,IO,21.3379280567
678,3,2,27,Compute,0.000130891799927
679,3,2,27,IO,127.937288046
680,3,2,28,Compute,0.000131130218506
681,3,2,28,IO,127.932220936
682,3,2,29,Compute,0.000134944915771
683,3,2,29,IO,127.968924999
684,3,2,30,Compute,0.00012993812561
685,3,2,30,IO,127.935741901
686,3,2,31,Compute,0.000133991241455
687,3,2,31,IO,127.930886984
688,3,2,32,Compute,0.000130891799927
689,3,2,32,IO,127.927122116
690,3,2,33,Compute,0.000124931335449
691,3,2,33,IO,127.927217007
692,3,2,34,Compute,0.000131845474243
693,3,2,34,IO,127.919789076
694,3,2,35,Compute,0.000133991241455
695,3,2,35,IO,127.854321957
696,3,2,36,Compute,0.000143051147461
697,3,2,36,IO,127.867837906
698,3,2,37,Compute,0.00012993812561
699,3,2,37,IO,127.920412064
700,3,2,38,Compute,0.000137090682983
701,3,2,38,IO,127.926553011
702,3,2,39,Compute,0.000135898590088
703,3,2,39,IO,127.926490068
704,3,2,40,Compute,0.000123977661133
705,3,2,40,IO,127.927305937
706,3,2,41,Compute,0.000133991241455
707,3,2,41,IO,127.924782991
708,3,2,42,Compute,0.000128984451294
709,3,2,42,IO,21.0065009594
710,3,2,43,Compute,0.000131130218506
711,3,2,43,IO,127.927510977
712,3,2,44,Compute,0.000125169754028
713,3,2,44,IO,127.934424877
714,3,2,45,Compute,0.000133991241455
715,3,2,45,IO,127.932776928
716,3,2,46,Compute,0.000132083892822
717,3,2,46,IO,127.93077302
718,3,2,47,Compute,0.000136852264404
719,3,2,47,IO,127.932211161
720,3,2,48,Compute,0.000127077102661
721,3,2,48,IO,113.498876095
722,3,2,49,Compute,0.000197172164917
723,3,2,49,IO,113.393393993
724,3,2,50,Compute,0.000133037567139
725,3,2,50,IO,113.425169945
726,3,2,51,Compute,0.000139951705933
727,3,2,51,IO,113.413633108
728,3,2,52,Compute,0.000128030776978
729,3,2,52,IO,113.718396902
730,3,2,53,Compute,0.00019097328186
731,3,2,53,IO,113.383451939
732,3,2,54,Compute,0.000128984451294
733,3,2,54,IO,113.530362129
734,3,2,55,Compute,0.000131130218506
735,3,2,55,IO,113.424449921
736,3,2,56,Compute,0.000133991241455
737,3,2,56,IO,113.433100939
738,3,2,57,Compute,0.000125885009766
739,3,2,57,IO,113.504933119
740,3,2,58,Compute,0.000159025192261
741,3,2,58,IO,113.407855988
742,3,2,59,Compute,0.000128030776978
743,3,2,59,IO,113.501878977
744,3,2,60,Compute,0.000221967697144
745,3,2,60,IO,113.079798937
746,3,2,61,Compute,0.000138998031616
747,3,2,61,IO,113.311971188
748,3,2,62,Compute,0.000148057937622
749,3,2,62,IO,113.233319998
750,3,2,63,Compute,0.000149965286255
751,3,2,63,IO,113.248258114
752,3,2,64,Compute,0.000209808349609
