,Nodes,Framework,Duration
0,1,Dask,3543.39981079
1,1,Dask,3669.98791695
2,1,Dask,3700.40416718
3,1,Dask,3704.04195786
4,1,Dask,3710.5820179
5,1,Dask,3719.02704239
6,1,Dask,3746.09899521
7,1,Dask,3756.88385963
8,1,Dask,3792.02508926
9,1,Dask,3795.7701683
10,1,Dask,3803.86090279
11,1,Dask,3811.82384491
12,1,Dask,3818.21084023
13,1,Dask,3839.55001831
14,1,Dask,3922.06215858
15,1,Dask,3980.80396652
16,1,Dask,3985.99290848
17,1,Dask,3988.8021946
18,1,Dask,3996.41013145
19,1,Dask,4001.92189217
20,1,Dask,4012.88986206
21,1,Dask,4036.21101379
22,1,Dask,4130.48100471
23,1,Dask,4297.82509804
24,1,Dask,3508.1140995
25,1,Dask,3638.08989525
26,1,Dask,3678.87306213
27,1,Dask,3683.82287025
28,1,Dask,3692.63100624
29,1,Dask,3699.24998283
30,1,Dask,3703.43899727
31,1,Dask,3703.5150528
32,1,Dask,3750.49686432
33,1,Dask,3758.12697411
34,1,Dask,3768.28098297
35,1,Dask,3801.84483528
36,1,Dask,3825.29783249
37,1,Dask,3854.211092
38,1,Dask,3866.71090126
39,1,Dask,3887.15600967
40,1,Dask,3906.26096725
41,1,Dask,3921.34618759
42,1,Dask,3933.43114853
43,1,Dask,3976.91297531
44,1,Dask,3977.65898705
45,1,Dask,4055.73892593
46,1,Dask,4101.6998291
47,1,Dask,4581.6988945
48,1,Dask,3478.04307938
49,1,Dask,3651.6919136
50,1,Dask,3664.80183601
51,1,Dask,3687.55698204
52,1,Dask,3713.79995346
53,1,Dask,3720.28493881
54,1,Dask,3721.72880173
55,1,Dask,3774.23906326
56,1,Dask,3781.17084503
57,1,Dask,3780.67088127
58,1,Dask,3791.75710678
59,1,Dask,3794.67391968
60,1,Dask,3790.89689255
61,1,Dask,3815.99116325
62,1,Dask,3826.51305199
63,1,Dask,3846.20094299
64,1,Dask,3872.25198746
65,1,Dask,3876.54685974
66,1,Dask,3888.79108429
67,1,Dask,3947.98183441
68,1,Dask,4054.06212807
69,1,Dask,4146.515131
70,1,Dask,4180.71198463
71,1,Dask,4567.4571991
72,1,Dask,3492.26903915
73,1,Dask,3645.84708214
74,1,Dask,3657.9310894
75,1,Dask,3664.97993469
76,1,Dask,3710.69908142
77,1,Dask,3711.8241787
78,1,Dask,3725.76093674
79,1,Dask,3769.19603348
80,1,Dask,3798.95997047
81,1,Dask,3817.76213646
82,1,Dask,3814.31102753
83,1,Dask,3825.56986809
84,1,Dask,3836.24815941
85,1,Dask,3882.5070858
86,1,Dask,3931.53786659
87,1,Dask,3975.14796257
88,1,Dask,3995.04590034
89,1,Dask,3990.18979073
90,1,Dask,4028.19800377
91,1,Dask,4055.82809448
92,1,Dask,4088.53602409
93,1,Dask,4175.22192001
94,1,Dask,4183.46190453
95,1,Dask,4341.87507629
96,1,Dask,3535.74109077
97,1,Dask,3542.60110855
98,1,Dask,3614.70508575
99,1,Dask,3650.9039402
100,1,Dask,3721.40312195
101,1,Dask,3727.40387917
102,1,Dask,3753.14807892
103,1,Dask,3692.3968792
104,1,Dask,3737.65897751
105,1,Dask,3662.43386269
106,1,Dask,3872.00522423
107,1,Dask,3612.91217804
108,1,Dask,3876.8529892
109,1,Dask,3927.06084251
110,1,Dask,3817.35086441
111,1,Dask,4057.82294273
112,1,Dask,4106.09793663
113,1,Dask,3972.69511223
114,1,Dask,3937.49785423
115,1,Dask,4079.62918282
116,1,Dask,4198.29893112
117,1,Dask,4345.45612335
118,1,Dask,4594.12002563
119,1,Dask,4654.78181839
120,1,Dask,3500.47302246
121,1,Dask,3546.92196846
122,1,Dask,3549.49092865
123,1,Dask,3598.78015518
124,1,Dask,3607.5630188
125,1,Dask,3616.83487892
126,1,Dask,3640.84005356
127,1,Dask,3633.71300697
128,1,Dask,3672.94406891
129,1,Dask,3697.68595695
130,1,Dask,3705.22117615
131,1,Dask,3712.65602112
132,1,Dask,3726.47380829
133,1,Dask,3771.90804482
134,1,Dask,3795.94516754
135,1,Dask,3803.44200134
136,1,Dask,3858.84404182
137,1,Dask,3868.28684807
138,1,Dask,3818.91584396
139,1,Dask,3892.59505272
140,1,Dask,4252.77018547
141,1,Dask,4620.84507942
142,1,Dask,5262.51602173
143,1,Dask,5370.38183212
144,1,Dask,3605.60512543
145,1,Dask,3645.70498466
146,1,Dask,3654.54721451
147,1,Dask,3667.17290878
148,1,Dask,3692.46888161
149,1,Dask,3700.0079155
150,1,Dask,3713.39201927
151,1,Dask,3704.93483543
152,1,Dask,3713.90414238
153,1,Dask,3751.04498863
154,1,Dask,3766.34502411
155,1,Dask,3814.88704681
156,1,Dask,3822.58892059
157,1,Dask,3827.44884491
158,1,Dask,3854.12096977
159,1,Dask,3875.19288063
160,1,Dask,3898.59509468
161,1,Dask,3908.30302238
162,1,Dask,3915.66801071
163,1,Dask,4006.71195984
164,1,Dask,4010.6511116
165,1,Dask,4060.806036
166,1,Dask,4132.79104233
167,1,Dask,4614.85099792
168,1,Dask,3616.69492722
169,1,Dask,3627.36201286
170,1,Dask,3636.50608063
171,1,Dask,3649.66893196
172,1,Dask,3650.77900887
173,1,Dask,3663.9418602
174,1,Dask,3669.8307991
175,1,Dask,3670.79496384
176,1,Dask,3719.20800209
177,1,Dask,3723.66499901
178,1,Dask,3742.29001999
179,1,Dask,3750.38909912
180,1,Dask,3756.80589676
181,1,Dask,3837.35704422
182,1,Dask,3841.62807465
183,1,Dask,3844.22922134
184,1,Dask,3933.53104591
185,1,Dask,3986.63401604
186,1,Dask,3993.43395233
187,1,Dask,4025.19893646
188,1,Dask,4047.47200012
189,1,Dask,4054.86392975
190,1,Dask,4098.3440876
191,1,Dask,4569.96297836
192,1,Dask,3520.06196976
193,1,Dask,3675.19903183
194,1,Dask,3708.64415169
195,1,Dask,3724.18379784
196,1,Dask,3752.32887268
197,1,Dask,3761.13605499
198,1,Dask,3793.32900047
199,1,Dask,3797.36804962
200,1,Dask,3811.96808815
201,1,Dask,3825.52886009
202,1,Dask,3842.46683121
203,1,Dask,3851.48596764
204,1,Dask,3854.39491272
205,1,Dask,3901.26800537
206,1,Dask,3910.47906876
207,1,Dask,3927.87408829
208,1,Dask,3932.64293671
209,1,Dask,3940.52386284
210,1,Dask,3990.56601524
211,1,Dask,4039.46900368
212,1,Dask,4044.30603981
213,1,Dask,4068.98784637
214,1,Dask,4152.32086182
215,1,Dask,4179.76880074
216,1,Dask,3636.54589653
217,1,Dask,3644.31619644
218,1,Dask,3671.61011696
219,1,Dask,3685.01996994
220,1,Dask,3710.06703377
221,1,Dask,3720.3681469
222,1,Dask,3737.04099655
223,1,Dask,3758.25500488
224,1,Dask,3782.01985359
225,1,Dask,3788.39802742
226,1,Dask,3781.59308434
227,1,Dask,3818.2528019
228,1,Dask,3835.14118195
229,1,Dask,3849.33209419
230,1,Dask,3851.28283501
231,1,Dask,3876.86896324
232,1,Dask,3890.30504227
233,1,Dask,3930.98282814
234,1,Dask,3935.68897247
235,1,Dask,3949.42307472
236,1,Dask,4016.01910591
237,1,Dask,4035.31122208
238,1,Dask,4069.97013092
239,1,Dask,4604.15506363
