,Duration,Framework,Nodes
0,115317,Spark,1
1,124487,Spark,1
2,134197,Spark,1
3,147749,Spark,1
4,155084,Spark,1
5,163134,Spark,1
6,175130,Spark,1
7,185796,Spark,1
8,190618,Spark,1
9,200419,Spark,1
10,207236,Spark,1
11,214398,Spark,1
12,214859,Spark,1
13,214883,Spark,1
14,214880,Spark,1
15,214887,Spark,1
16,214890,Spark,1
17,214894,Spark,1
18,214900,Spark,1
19,214905,Spark,1
20,214911,Spark,1
21,214911,Spark,1
22,215465,Spark,1
23,233605,Spark,1
24,161278,Spark,1
25,152102,Spark,1
26,142630,Spark,1
27,129104,Spark,1
28,113719,Spark,1
29,122150,Spark,1
30,85960,Spark,1
31,107438,Spark,1
32,81126,Spark,1
33,95206,Spark,1
34,105131,Spark,1
35,121472,Spark,1
36,136141,Spark,1
37,146150,Spark,1
38,168407,Spark,1
39,168409,Spark,1
40,179169,Spark,1
41,191436,Spark,1
42,202199,Spark,1
43,214404,Spark,1
44,223016,Spark,1
45,227799,Spark,1
46,238361,Spark,1
47,239811,Spark,1
48,239813,Spark,1
49,239942,Spark,1
50,239996,Spark,1
51,240846,Spark,1
52,242282,Spark,1
53,242493,Spark,1
54,242731,Spark,1
55,242745,Spark,1
56,242778,Spark,1
57,242873,Spark,1
58,243035,Spark,1
59,263601,Spark,1
60,150888,Spark,1
61,96355,Spark,1
62,81009,Spark,1
63,91574,Spark,1
64,183291,Spark,1
65,174667,Spark,1
66,152835,Spark,1
67,119052,Spark,1
68,106959,Spark,1
69,129953,Spark,1
70,142507,Spark,1
71,426484,Spark,1
72,426764,Spark,1
73,426974,Spark,1
74,427339,Spark,1
75,136850,Spark,1
76,148230,Spark,1
77,148234,Spark,1
78,154755,Spark,1
79,167620,Spark,1
80,178793,Spark,1
81,190434,Spark,1
82,201881,Spark,1
83,209930,Spark,1
84,220267,Spark,1
85,228552,Spark,1
86,234039,Spark,1
87,234793,Spark,1
88,235027,Spark,1
89,235246,Spark,1
90,235426,Spark,1
91,235476,Spark,1
92,235481,Spark,1
93,235486,Spark,1
94,235569,Spark,1
95,236004,Spark,1
96,236059,Spark,1
97,236286,Spark,1
98,254988,Spark,1
99,128014,Spark,1
100,166884,Spark,1
101,197470,Spark,1
102,125571,Spark,1
103,191200,Spark,1
104,197733,Spark,1
105,155568,Spark,1
106,117529,Spark,1
107,144244,Spark,1
108,136274,Spark,1
109,112354,Spark,1
110,179307,Spark,1
111,142729,Spark,1
112,155072,Spark,1
113,163885,Spark,1
114,174354,Spark,1
115,181121,Spark,1
116,191430,Spark,1
117,199557,Spark,1
118,207114,Spark,1
119,216796,Spark,1
120,228426,Spark,1
121,228434,Spark,1
122,238435,Spark,1
123,241490,Spark,1
124,241501,Spark,1
125,241715,Spark,1
126,241906,Spark,1
127,241927,Spark,1
128,242044,Spark,1
129,242307,Spark,1
130,242570,Spark,1
131,242659,Spark,1
132,242730,Spark,1
133,242770,Spark,1
134,242822,Spark,1
135,531812,Spark,1
136,504825,Spark,1
137,582165,Spark,1
138,574676,Spark,1
139,522526,Spark,1
140,506707,Spark,1
141,569559,Spark,1
142,551966,Spark,1
143,559680,Spark,1
144,616608,Spark,1
145,540957,Spark,1
146,590416,Spark,1
147,118186,Spark,1
148,118190,Spark,1
149,123359,Spark,1
150,134869,Spark,1
151,139719,Spark,1
152,151639,Spark,1
153,161486,Spark,1
154,171339,Spark,1
155,175555,Spark,1
156,185439,Spark,1
157,189409,Spark,1
158,191131,Spark,1
159,191667,Spark,1
160,191861,Spark,1
161,192129,Spark,1
162,192124,Spark,1
