Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,8000,120,48,0.03260
100,1000,3,8000,120,48,0.78941
100,10000,3,8000,120,48,5.15603
100,100000,3,8000,120,48,47.73501
100,1000000,3,8000,120,48,487.07479
