Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
100,100,3,8000,0,48,0.50148
100,1000,3,8000,0,48,1.38841
100,10000,3,8000,0,48,13.03479
100,100000,3,8000,0,48,127.28568
100,1000000,3,8000,0,48,1321.86598
