CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,118.542381048,118.545505047,118.547019005,119.399069071,120.668191195,
unit.000001,Euclidean_dist_1_8193,24.5886180401,24.5917141438,24.5932490826,25.7517800331,26.7259781361,
unit.000002,Euclidean_dist_1_16385,433.630426168,433.63333106,433.634889126,434.564851999,434.755789042,
unit.000003,Euclidean_dist_1_24577,435.919809103,435.923032999,435.9244771,436.875509024,436.990064144,
unit.000004,Euclidean_dist_1_32769,438.700431108,438.703808069,438.705163002,439.689779997,440.256042004,
unit.000005,Euclidean_dist_1_40961,378.736979008,378.740419149,378.741819143,379.698063135,381.160687208,
unit.000006,Euclidean_dist_1_49153,385.311670065,385.314952135,385.316606998,386.328747988,387.071818113,
unit.000007,Euclidean_dist_1_57345,58.0933830738,58.0965771675,58.0981640816,59.0142731667,59.1102201939,
unit.000008,Euclidean_dist_1_65537,413.620170116,413.623323202,413.62494421,414.571626186,414.647939205,
unit.000009,Euclidean_dist_1_73729,62.1494050026,62.1525681019,62.1543281078,63.2323050499,63.490363121,
unit.000010,Euclidean_dist_1_81921,64.5964632034,64.59979105,64.6014640331,65.5427191257,65.7053301334,
unit.000011,Euclidean_dist_1_90113,66.3234140873,66.3263950348,66.3278989792,67.4521701336,67.9181630611,
unit.000012,Euclidean_dist_1_98305,464.555384159,464.559102058,464.560714006,465.516388178,466.26802516,
unit.000013,Euclidean_dist_1_106497,479.392243147,479.39547205,479.396947145,480.392127991,480.738857985,
unit.000014,Euclidean_dist_1_114689,492.046558142,492.05175519,492.055795193,493.053339005,493.243309021,
unit.000015,Euclidean_dist_1_122881,506.108299017,506.111500025,506.112804174,507.119676113,507.927936077,
unit.000016,Euclidean_dist_1_131073,77.9821372032,77.9857370853,77.9872870445,78.9077620506,78.9527721405,
unit.000017,Euclidean_dist_1_139265,5.7726020813,5.77540206909,6.46715712547,8.5101211071,8.64956307411,
unit.000018,Euclidean_dist_1_147457,14.4509429932,14.4536621571,14.4661459923,15.5060670376,15.8218371868,
unit.000019,Euclidean_dist_1_155649,84.9028820992,84.9058461189,84.9074170589,85.8402750492,85.582816124,
unit.000020,Euclidean_dist_1_163841,42.4179739952,42.4209990501,42.4225730896,43.4382941723,44.3483710289,
unit.000021,Euclidean_dist_1_172033,55.5578670502,55.5610980988,55.5625259876,56.5016481876,56.8353691101,
unit.000022,Euclidean_dist_1_180225,90.4388871193,90.4416630268,90.4433181286,91.3656160831,92.1609640121,
unit.000023,Euclidean_dist_1_188417,81.7377781868,81.7411341667,81.7424981594,82.9260950089,83.309125185,
unit.000024,Euclidean_dist_1_196609,93.6171691418,93.6207301617,93.6221280098,94.6811380386,95.463476181,
unit.000025,Euclidean_dist_1_204801,96.1361420155,96.1391069889,96.1406731606,96.992454052,97.6815190315,
unit.000026,Euclidean_dist_1_212993,120.166893005,120.169946194,120.171298981,121.106156111,121.805498123,
unit.000027,Euclidean_dist_1_221185,131.99268198,131.995895147,131.997318983,132.963260174,134.977305174,
