CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,6.00073695183,6.00366592407,6.18335390091,10.1805269718,10.6856389046,
unit.000001,Euclidean_dist_1_8193,6.65422606468,6.65991401672,15.7316639423,17.7095389366,17.7901079655,
unit.000002,Euclidean_dist_1_16385,6.26896095276,6.27521204948,10.2505788803,14.011548996,14.084207058,
unit.000003,Euclidean_dist_1_24577,5.98333287239,5.98621582985,6.08869695663,10.5222189426,10.5768170357,
unit.000004,Euclidean_dist_1_32769,6.60252690315,6.60579705238,14.2121369839,16.6350169182,17.6335380077,
unit.000005,Euclidean_dist_1_40961,6.0110669136,6.01350188255,6.2454829216,9.39984488487,10.3195168972,
unit.000006,Euclidean_dist_1_49153,6.01931595802,6.02206087112,6.3102748394,8.83906984329,8.96540689468,
unit.000007,Euclidean_dist_1_57345,6.76842594147,6.77653503418,16.9448690414,21.5843799114,22.7460849285,
unit.000008,Euclidean_dist_1_65537,6.95214486122,6.95833587646,20.1531779766,23.3736798763,24.6025538445,
unit.000009,Euclidean_dist_1_73729,6.07779383659,6.08177185059,6.73903203011,9.05095601082,10.8922059536,
unit.000010,Euclidean_dist_1_81921,6.10885000229,6.11454987526,7.82700300217,10.930877924,12.295789957,
unit.000011,Euclidean_dist_1_90113,6.12867498398,6.13340997696,8.4717168808,11.4921748638,12.3931388855,
unit.000012,Euclidean_dist_1_98305,6.15434789658,6.15917086601,8.77638196945,11.8303689957,12.5126879215,
unit.000013,Euclidean_dist_1_106497,6.20480203629,6.21020698547,9.41434884071,11.6442019939,12.7887530327,
unit.000014,Euclidean_dist_1_114689,6.7426199913,6.74590682983,16.7481749058,19.1431269646,20.1596999168,
unit.000015,Euclidean_dist_1_122881,6.75232791901,6.7549290657,16.8592829704,19.0406188965,18.9211080074,
unit.000016,Euclidean_dist_1_131073,40.8802728653,40.8832349777,40.8844130039,41.846613884,42.2534408569,
unit.000017,Euclidean_dist_1_139265,36.0591928959,36.0620200634,36.0725829601,36.9271528721,37.8485958576,
unit.000018,Euclidean_dist_8193_1,6.78439283371,6.78761506081,17.0300748348,21.7349028587,22.7970650196,
unit.000019,Euclidean_dist_8193_8193,7.07813096046,7.08228492737,22.571876049,26.1573288441,26.2153558731,
unit.000020,Euclidean_dist_8193_16385,23.6584298611,23.6985030174,27.2098498344,30.2032690048,30.8893139362,
unit.000021,Euclidean_dist_8193_24577,27.7063000202,27.713572979,28.0189778805,29.6697020531,31.129570961,
unit.000022,Euclidean_dist_8193_32769,15.1528499126,15.2015109062,24.8040950298,28.1633348465,29.3055119514,
unit.000023,Euclidean_dist_8193_40961,17.5871069431,17.6658470631,25.3908450603,28.1062140465,29.4108290672,
unit.000024,Euclidean_dist_8193_49153,7.10713791847,7.10986685753,23.0407519341,27.0048880577,27.4850380421,
unit.000025,Euclidean_dist_8193_57345,7.12538003922,7.12799501419,23.8898069859,28.1820878983,28.7221410275,
unit.000026,Euclidean_dist_8193_65537,8.59007096291,8.60520100594,24.2500238419,28.0927429199,28.7749090195,
unit.000027,Euclidean_dist_8193_73729,38.4682979584,38.4714109898,38.4726860523,39.5375509262,40.038492918,
unit.000028,Euclidean_dist_8193_81921,7.04814100266,7.05094194412,21.9164810181,24.780577898,25.3236730099,
unit.000029,Euclidean_dist_8193_90113,31.1554539204,31.1617209911,31.1629378796,32.210144043,32.3932499886,
unit.000030,Euclidean_dist_8193_98305,20.9437689781,20.9873409271,26.5108580589,30.296900034,30.702712059,
unit.000031,Euclidean_dist_8193_106497,22.5300779343,22.544000864,27.0191650391,30.0932488441,30.8090820312,
unit.000032,Euclidean_dist_8193_114689,11.8752260208,11.9157309532,24.4188709259,28.3811268806,29.1234579086,
unit.000033,Euclidean_dist_8193_122881,12.6638569832,12.6701760292,24.4759809971,28.6661999226,29.2006099224,
unit.000034,Euclidean_dist_8193_131073,7.10468888283,7.10718894005,22.9239239693,27.1207890511,27.4561998844,
unit.000035,Euclidean_dist_8193_139265,6.56471800804,6.5679910183,13.5306649208,16.0532040596,17.4222939014,
unit.000036,Euclidean_dist_16385_1,6.79844903946,6.80692005157,17.1304359436,23.0404129028,22.8524720669,
unit.000037,Euclidean_dist_16385_8193,6.34647488594,6.34908103943,11.5663280487,15.8181488514,15.7024869919,
unit.000038,Euclidean_dist_16385_16385,19.3206470013,19.33948493,26.1018550396,28.735093832,29.4920518398,
unit.000039,Euclidean_dist_16385_24577,6.47711586952,6.48540496826,12.2937529087,15.9998488426,17.1527109146,
unit.000040,Euclidean_dist_16385_32769,6.48540902138,6.49083685875,12.3189270496,16.5118620396,17.1548418999,
