Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,8000,120,48,0.06035
100,1000,3,8000,120,48,1.20181
100,10000,3,8000,120,48,6.58945
100,100000,3,8000,120,48,57.86654
100,1000000,3,8000,120,48,552.29564
