Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,8000,0,8000,0.0,0.0
0,8000,1,8000,498.0,6547.53974578
8000,16000,2,8000,996.0,6125.0825235
16000,24000,3,8000,1494.0,4996.63916702
24000,32000,4,8000,1993.0,4575.78135869
32000,40000,5,8000,2490.0,4770.87257244
40000,48000,6,8000,2990.0,4851.21909763
48000,56000,7,8000,3487.0,4630.61936189
56000,64000,8,8000,3984.0,4744.98688279
64000,72000,9,8000,4477.0,4833.50944274
72000,80000,10,8000,4974.0,4910.25559399
80000,88000,11,8000,5471.0,4761.6644579
88000,96000,12,8000,5969.0,4831.36323376
0,8000,13,8000,6466.0,4585.03538291
8000,16000,14,8000,6964.0,4499.7833317
16000,24000,15,8000,7456.0,4653.77572099
24000,32000,16,8000,7949.0,4798.49203864
32000,40000,17,8000,8443.0,4935.3025954
40000,48000,18,8000,8927.0,5039.90959578
48000,56000,19,8000,9427.0,5073.56842343
56000,64000,20,8000,9915.0,5181.12777624
64000,72000,21,8000,10410.0,5289.34916809
72000,80000,22,8000,10917.0,5313.1686414
80000,88000,23,8000,11421.0,5414.51015849
88000,96000,24,8000,11930.0,5510.70341963
96000,104000,25,8000,12432.0,5513.99880147
104000,112000,26,8000,12935.0,5519.94631176
112000,120000,27,8000,13437.0,5596.34363991
120000,128000,28,8000,13928.0,5662.7001172
128000,136000,29,8000,14407.0,5721.79324034
136000,144000,30,8000,14905.0,5772.55394193
144000,152000,31,8000,15392.0,5897.9415968
152000,160000,32,8000,15870.0,5988.25879752
160000,168000,33,8000,16365.0,6046.00269887
168000,176000,34,8000,16872.0,6175.13259847
176000,184000,35,8000,17382.0,6288.92805498
184000,192000,36,8000,17890.0,6382.52018543
192000,200000,37,8000,18394.0,6492.90605252
200000,208000,38,8000,18899.0,6582.43505089
208000,216000,39,8000,19400.0,6557.72287248
216000,224000,40,8000,19902.0,6603.18944844
224000,232000,41,8000,20401.0,6706.80465466
232000,240000,42,8000,20895.0,6765.94601401
240000,248000,43,8000,21385.0,6803.98282968
248000,256000,44,8000,21888.0,6879.07320267
256000,264000,45,8000,22395.0,6919.3598692
264000,272000,46,8000,22889.0,6988.99674535
272000,280000,47,8000,23374.0,7017.79441982
280000,288000,48,8000,23877.0,7049.22660323
288000,296000,49,8000,24375.0,7112.32560704
296000,304000,50,8000,24865.0,7171.4266826
304000,312000,51,8000,25363.0,7199.82817027
312000,320000,52,8000,25866.0,7260.97999617
320000,328000,53,8000,26351.0,7315.28610357
328000,336000,54,8000,26826.0,7353.99330655
336000,344000,55,8000,27326.0,7409.9927198
344000,352000,56,8000,27832.0,7467.49400916
352000,360000,57,8000,28334.0,7493.39036683
360000,368000,58,8000,28834.0,7517.05647711
368000,376000,59,8000,29334.0,7539.36788532
376000,384000,60,8000,29819.0,7585.38173044
384000,392000,61,8000,30309.0,7604.8040847
392000,400000,62,8000,30809.0,7656.41115413
400000,408000,63,8000,31311.0,7675.7432345
408000,416000,64,8000,31797.0,7743.56739884
416000,424000,65,8000,32289.0,7786.93269883
424000,432000,66,8000,32794.0,7833.54472019
432000,440000,67,8000,33305.0,7837.21360661
440000,448000,68,8000,33803.0,7853.74176866
448000,456000,69,8000,34286.0,7865.81637716
456000,464000,70,8000,34783.0,7909.5541199
464000,472000,71,8000,35281.0,7953.37931805
472000,480000,72,8000,35778.0,7993.17271217
480000,488000,73,8000,36281.0,7999.36159169
488000,496000,74,8000,36763.0,8031.5993351
496000,504000,75,8000,37255.0,8065.37179891
504000,512000,76,8000,37749.0,8099.10050431
512000,520000,77,8000,38244.0,8132.12621668
520000,528000,78,8000,38744.0,8167.18175615
