BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1505329680000 ms, 2017-09-13T14:08:17, 5, 63599, 4242,1_Producer_Count
1505329740000 ms, 2017-09-13T14:09:40, 1, 176134, 11709,1_Producer_Count
1505329800000 ms, 2017-09-13T14:11:29, 66742, 309829, 10658,1_Producer_Count
1505329860000 ms, 2017-09-13T14:13:29, 189913, 527087, 19126,1_Producer_Count
1505329920000 ms, 2017-09-13T14:15:32, 404348, 717606, 24555,1_Producer_Count
1505329980000 ms, 2017-09-13T14:17:32, 596787, 853849, 24957,1_Producer_Count
1505330040000 ms, 2017-09-13T14:20:38, 668613, 924310, 24372,1_Producer_Count
1505330100000 ms, 2017-09-13T14:23:54, 728202, 1070332, 35075,1_Producer_Count
1505330160000 ms, 2017-09-13T14:25:02, 1002637, 1086713, 8613,1_Producer_Count
1505330220000 ms, 2017-09-13T14:25:11, 1077620, 1100905, 2274,1_Producer_Count
1505330280000 ms, 2017-09-13T14:25:12, 1099349, 1104228, 412,1_Producer_Count
1505330340000 ms, 2017-09-13T14:25:13, 1103771, 1105275, 55,1_Producer_Count
1505330400000 ms, 2017-09-13T14:25:13, 1104902, 1106391, 24,1_Producer_Count
1505330460000 ms, 2017-09-13T14:25:13, 1106159, 1107381, 15,1_Producer_Count
1505330520000 ms, 2017-09-13T14:25:13, 1107170, 1108313, 8,1_Producer_Count
1505330580000 ms, 2017-09-13T14:25:14, 1108065, 1109191, 10,1_Producer_Count
1505330640000 ms, 2017-09-13T14:25:14, 1108978, 1110009, 12,1_Producer_Count
1505330700000 ms, 2017-09-13T14:25:14, 1109786, 1110900, 11,1_Producer_Count
1505330760000 ms, 2017-09-13T14:27:21, 983848, 998932, 1436,1_Producer_Count
1505330820000 ms, 2017-09-13T14:27:31, 989215, 1010082, 1946,1_Producer_Count
1505330880000 ms, 2017-09-13T14:29:17, 903642, 910468, 569,1_Producer_Count
1505330940000 ms, 2017-09-13T14:29:24, 904041, 914643, 947,1_Producer_Count
1505331000000 ms, 2017-09-13T14:31:32, 785948, 793992, 691,1_Producer_Count
1505331060000 ms, 2017-09-13T14:31:39, 786961, 798128, 1020,1_Producer_Count
1505331120000 ms, 2017-09-13T14:33:32, 685941, 692726, 571,1_Producer_Count
1505331180000 ms, 2017-09-13T14:33:39, 685393, 697841, 1135,1_Producer_Count
1505331240000 ms, 2017-09-13T14:35:46, 571105, 577761, 553,1_Producer_Count
1505331300000 ms, 2017-09-13T14:35:53, 570844, 582745, 1147,1_Producer_Count
1505331360000 ms, 2017-09-13T14:36:01, 574644, 578557, 317,1_Producer_Count
1505331420000 ms, 2017-09-13T14:38:19, 439934, 442060, 112,1_Producer_Count
1505331480000 ms, 2017-09-13T14:38:21, 440465, 441713, 0,1_Producer_Count
1505331540000 ms, 2017-09-13T14:40:54, 288594, 289861, 0,1_Producer_Count
1505331600000 ms, 2017-09-13T14:41:02, 281684, 282935, 0,1_Producer_Count
1505331660000 ms, 2017-09-13T14:41:11, 274654, 275928, 0,1_Producer_Count
1505331720000 ms, 2017-09-13T14:42:18, 208133, 209400, 0,1_Producer_Count
1505331780000 ms, 2017-09-13T14:43:02, 165481, 166740, 0,1_Producer_Count
1505331840000 ms, 2017-09-13T14:44:00, 109344, 110600, 0,1_Producer_Count
1505331900000 ms, 2017-09-13T14:45:00, 50086, 51394, 0,1_Producer_Count
1505331960000 ms, 2017-09-13T14:46:00, 1, 1247, 0,1_Producer_Count
1505332020000 ms, 2017-09-13T14:47:00, 1, 1268, 0,1_Producer_Count
1505332080000 ms, 2017-09-13T14:48:00, 1, 1274, 0,1_Producer_Count
1505332140000 ms, 2017-09-13T14:49:00, 0, 1257, 0,1_Producer_Count
1505332200000 ms, 2017-09-13T14:50:00, 1, 1241, 0,1_Producer_Count
1505332260000 ms, 2017-09-13T14:51:00, 0, 1277, 0,1_Producer_Count
1505332320000 ms, 2017-09-13T14:52:00, 0, 1274, 0,1_Producer_Count
1505332380000 ms, 2017-09-13T14:53:00, 1, 1248, 0,1_Producer_Count
1505332440000 ms, 2017-09-13T14:54:00, 0, 1240, 0,1_Producer_Count
1505332500000 ms, 2017-09-13T14:55:00, 1, 1281, 0,1_Producer_Count
1505332560000 ms, 2017-09-13T14:56:00, 0, 1292, 0,1_Producer_Count
1505332620000 ms, 2017-09-13T14:57:00, 1, 1264, 0,1_Producer_Count
1505332680000 ms, 2017-09-13T14:58:00, 0, 1286, 0,1_Producer_Count
1505332740000 ms, 2017-09-13T14:59:00, 1, 1279, 0,1_Producer_Count
1505332800000 ms, 2017-09-13T15:00:00, 0, 1249, 0,1_Producer_Count
1505332860000 ms, 2017-09-13T15:01:00, 0, 1303, 0,1_Producer_Count
1505332920000 ms, 2017-09-13T15:02:00, 0, 1251, 0,1_Producer_Count
1505332980000 ms, 2017-09-13T15:03:00, 0, 1352, 0,1_Producer_Count
1505333040000 ms, 2017-09-13T15:04:00, 0, 1248, 0,1_Producer_Count
1505333100000 ms, 2017-09-13T15:05:00, 1, 1304, 0,1_Producer_Count
1505333160000 ms, 2017-09-13T15:06:00, 0, 1271, 0,1_Producer_Count
1505333220000 ms, 2017-09-13T15:07:00, 0, 1228, 0,1_Producer_Count
1505333280000 ms, 2017-09-13T15:08:00, 1, 1284, 0,1_Producer_Count
1505333340000 ms, 2017-09-13T15:09:00, 0, 1234, 0,1_Producer_Count
1505333400000 ms, 2017-09-13T15:10:00, 0, 1256, 0,1_Producer_Count
1505333460000 ms, 2017-09-13T15:11:00, 0, 1241, 0,1_Producer_Count
1505333520000 ms, 2017-09-13T15:12:00, 0, 1254, 0,1_Producer_Count
1505333580000 ms, 2017-09-13T15:13:00, 0, 1253, 0,1_Producer_Count
1505333640000 ms, 2017-09-13T15:14:00, 0, 1269, 0,1_Producer_Count
1505333700000 ms, 2017-09-13T15:15:00, 0, 1274, 0,1_Producer_Count
1505333760000 ms, 2017-09-13T15:16:00, 0, 1264, 0,1_Producer_Count
1505333820000 ms, 2017-09-13T15:17:00, 1, 1259, 0,1_Producer_Count
1505333880000 ms, 2017-09-13T15:18:00, 1, 1248, 0,1_Producer_Count
1505333940000 ms, 2017-09-13T15:19:00, 1, 1254, 0,1_Producer_Count
1505334000000 ms, 2017-09-13T15:20:00, 0, 1253, 0,1_Producer_Count
1505334060000 ms, 2017-09-13T15:21:00, 0, 1232, 0,1_Producer_Count
1505334120000 ms, 2017-09-13T15:22:00, 0, 1232, 0,1_Producer_Count
1505334180000 ms, 2017-09-13T15:23:00, 1, 1296, 0,1_Producer_Count
1505334240000 ms, 2017-09-13T15:24:00, 0, 1252, 0,1_Producer_Count
1505334300000 ms, 2017-09-13T15:25:00, 0, 1231, 0,1_Producer_Count
1505334360000 ms, 2017-09-13T15:26:00, 0, 1226, 0,1_Producer_Count
1505334420000 ms, 2017-09-13T15:27:00, 0, 1263, 0,1_Producer_Count
1505334480000 ms, 2017-09-13T15:28:00, 0, 1234, 0,1_Producer_Count
1505334540000 ms, 2017-09-13T15:29:00, 0, 1233, 0,1_Producer_Count
1505334600000 ms, 2017-09-13T15:30:00, 0, 1249, 0,1_Producer_Count
1505334660000 ms, 2017-09-13T15:31:00, 1, 1251, 0,1_Producer_Count
1505334720000 ms, 2017-09-13T15:32:00, 0, 1237, 0,1_Producer_Count
1505334780000 ms, 2017-09-13T15:33:00, 1, 1254, 0,1_Producer_Count
1505334840000 ms, 2017-09-13T15:34:00, 0, 1254, 0,1_Producer_Count
1505334900000 ms, 2017-09-13T15:35:00, 0, 1266, 0,1_Producer_Count
1505334960000 ms, 2017-09-13T15:36:00, 0, 1243, 0,1_Producer_Count
1505335020000 ms, 2017-09-13T15:37:00, 0, 1255, 0,1_Producer_Count
1505335080000 ms, 2017-09-13T15:38:00, 0, 1266, 0,1_Producer_Count
1505335140000 ms, 2017-09-13T15:39:00, 0, 1239, 0,1_Producer_Count
1505335200000 ms, 2017-09-13T15:40:00, 0, 1261, 0,1_Producer_Count
1505335260000 ms, 2017-09-13T15:41:00, 0, 1251, 0,1_Producer_Count
1505335320000 ms, 2017-09-13T15:42:00, 1, 1252, 0,1_Producer_Count
1505335380000 ms, 2017-09-13T15:43:00, 1, 1258, 0,1_Producer_Count
1505335440000 ms, 2017-09-13T15:44:00, 0, 1252, 0,1_Producer_Count
1505335500000 ms, 2017-09-13T15:45:00, 1, 1261, 0,1_Producer_Count
1505335560000 ms, 2017-09-13T15:46:00, 0, 1242, 0,1_Producer_Count
1505335620000 ms, 2017-09-13T15:47:00, 1, 1246, 0,1_Producer_Count
1505335680000 ms, 2017-09-13T15:48:00, 0, 1277, 0,1_Producer_Count
1505335740000 ms, 2017-09-13T15:49:00, 1, 1251, 0,1_Producer_Count
1505335800000 ms, 2017-09-13T15:50:00, 0, 1250, 0,1_Producer_Count
1505335860000 ms, 2017-09-13T15:51:00, 1, 1246, 0,1_Producer_Count
1505335920000 ms, 2017-09-13T15:52:00, 0, 1263, 0,1_Producer_Count
1505335980000 ms, 2017-09-13T15:53:00, 0, 1236, 0,1_Producer_Count
1505336040000 ms, 2017-09-13T15:54:00, 0, 1252, 0,1_Producer_Count
1505336100000 ms, 2017-09-13T15:55:00, 0, 1264, 0,1_Producer_Count
1505336160000 ms, 2017-09-13T15:56:00, 0, 1234, 0,1_Producer_Count
1505336220000 ms, 2017-09-13T15:57:00, 1, 1259, 0,1_Producer_Count
1505336280000 ms, 2017-09-13T15:58:00, 1, 1259, 0,1_Producer_Count
1505336340000 ms, 2017-09-13T15:59:00, 0, 1276, 0,1_Producer_Count
1505336400000 ms, 2017-09-13T16:00:00, 1, 1253, 0,1_Producer_Count
1505336460000 ms, 2017-09-13T16:01:00, 0, 1293, 0,1_Producer_Count
