BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1505273280000 ms, 2017-09-12T22:28:18, 4, 60167, 4977,1_Producer_Count
1505273340000 ms, 2017-09-12T22:29:29, 0, 64489, 5559,1_Producer_Count
1505273400000 ms, 2017-09-12T22:30:46, 0, 96937, 6730,1_Producer_Count
1505273460000 ms, 2017-09-12T22:31:48, 35394, 127858, 6948,1_Producer_Count
1505273520000 ms, 2017-09-12T22:32:42, 73661, 164879, 6399,1_Producer_Count
1505273580000 ms, 2017-09-12T22:33:30, 116675, 205575, 6410,1_Producer_Count
1505273640000 ms, 2017-09-12T22:34:57, 119005, 209745, 6426,1_Producer_Count
1505273700000 ms, 2017-09-12T22:35:48, 158964, 248538, 6426,1_Producer_Count
1505273760000 ms, 2017-09-12T22:36:41, 195168, 269854, 6706,1_Producer_Count
1505273820000 ms, 2017-09-12T22:37:58, 192509, 261267, 6528,1_Producer_Count
1505273880000 ms, 2017-09-12T22:38:47, 212376, 279232, 6454,1_Producer_Count
1505273940000 ms, 2017-09-12T22:39:30, 235960, 299440, 6084,1_Producer_Count
1505274000000 ms, 2017-09-12T22:40:34, 235748, 256899, 2050,1_Producer_Count
1505274060000 ms, 2017-09-12T22:41:08, 223061, 232834, 783,1_Producer_Count
1505274120000 ms, 2017-09-12T22:42:17, 163484, 175559, 937,1_Producer_Count
1505274180000 ms, 2017-09-12T22:43:25, 107399, 117298, 920,1_Producer_Count
1505274240000 ms, 2017-09-12T22:44:29, 53948, 63296, 833,1_Producer_Count
1505274300000 ms, 2017-09-12T22:45:04, 28511, 38165, 866,1_Producer_Count
1505274360000 ms, 2017-09-12T22:46:04, 0, 13012, 1250,1_Producer_Count
1505274420000 ms, 2017-09-12T22:47:05, 0, 16855, 1663,1_Producer_Count
1505274480000 ms, 2017-09-12T22:48:04, 1, 14522, 1412,1_Producer_Count
1505274540000 ms, 2017-09-12T22:49:05, 0, 16480, 1569,1_Producer_Count
1505274600000 ms, 2017-09-12T22:50:03, 0, 10648, 958,1_Producer_Count
1505274660000 ms, 2017-09-12T22:51:00, 0, 1244, 0,1_Producer_Count
1505274720000 ms, 2017-09-12T22:52:00, 1, 1266, 0,1_Producer_Count
1505274780000 ms, 2017-09-12T22:53:00, 1, 1264, 0,1_Producer_Count
1505274840000 ms, 2017-09-12T22:54:00, 0, 1273, 0,1_Producer_Count
1505274900000 ms, 2017-09-12T22:55:00, 1, 1257, 0,1_Producer_Count
