,nodes,framework,duration_TTC,duration_Units,session,json
0,1,RADICAL-Pilot,709.8838000297546,463.7145916720231,,rp_blobDetector_24tasks_24cores_14/rp_blobDetector_24tasks_24cores_14.json
1,1,RADICAL-Pilot,721.8454999923706,479.05813333392143,,rp_blobDetector_24tasks_24cores_10/rp_blobDetector_24tasks_24cores_10.json
2,1,RADICAL-Pilot,616.3764998912811,471.02143334348995,,rp_blobDetector_24tasks_24cores_11/rp_blobDetector_24tasks_24cores_11.json
3,1,RADICAL-Pilot,672.6861999034882,475.47946667671204,,rp_blobDetector_24tasks_24cores_13/rp_blobDetector_24tasks_24cores_13.json
4,1,RADICAL-Pilot,627.8468000888824,470.3532791833083,,rp_blobDetector_24tasks_24cores_12/rp_blobDetector_24tasks_24cores_12.json
5,2,RADICAL-Pilot,588.2161998748779,462.45341042180854,,rp_blobDetector_48tasks_48cores_10/rp_blobDetector_48tasks_48cores_10.json
6,2,RADICAL-Pilot,739.933599948883,0.0,,rp_blobDetector_48tasks_48cores_11/rp_blobDetector_48tasks_48cores_11.json
7,2,RADICAL-Pilot,588.7459001541138,469.45692083239555,,rp_blobDetector_48tasks_48cores_14/rp_blobDetector_48tasks_48cores_14.json
8,2,RADICAL-Pilot,612.8618001937866,462.1623479127884,,rp_blobDetector_48tasks_48cores_12/rp_blobDetector_48tasks_48cores_12.json
9,2,RADICAL-Pilot,619.975800037384,465.77157918115455,,rp_blobDetector_48tasks_48cores_13/rp_blobDetector_48tasks_48cores_13.json
10,4,RADICAL-Pilot,636.1395001411438,459.26381250470877,,rp_blobDetector_96tasks_96cores_13/rp_blobDetector_96tasks_96cores_13.json
11,4,RADICAL-Pilot,894.2523000240326,0.0,,rp_blobDetector_96tasks_96cores_14/rp_blobDetector_96tasks_96cores_14.json
12,4,RADICAL-Pilot,567.3759999275208,460.1071729188164,,rp_blobDetector_96tasks_96cores_12/rp_blobDetector_96tasks_96cores_12.json
13,4,RADICAL-Pilot,590.8785998821259,463.064529158175,,rp_blobDetector_96tasks_96cores_10/rp_blobDetector_96tasks_96cores_10.json
14,4,RADICAL-Pilot,568.8125,457.9054583435257,,rp_blobDetector_96tasks_96cores_11/rp_blobDetector_96tasks_96cores_11.json
15,8,RADICAL-Pilot,655.174299955368,462.9157979140679,,rp_blobDetector_192tasks_192cores_13/rp_blobDetector_192tasks_192cores_13.json
16,8,RADICAL-Pilot,643.0225999355316,0.0,,rp_blobDetector_192tasks_192cores_10/rp_blobDetector_192tasks_192cores_10.json
17,8,RADICAL-Pilot,632.1995000839233,467.9224838639299,,rp_blobDetector_192tasks_192cores_14/rp_blobDetector_192tasks_192cores_14.json
18,8,RADICAL-Pilot,735.822900056839,0.0,,rp_blobDetector_192tasks_192cores_12/rp_blobDetector_192tasks_192cores_12.json
19,8,RADICAL-Pilot,691.1481997966766,465.2696067728102,,rp_blobDetector_192tasks_192cores_11/rp_blobDetector_192tasks_192cores_11.json
