BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, ProcessingDelay, NumberRecords, Scenario
1512199380000 ms, 2017-12-02T01:29:32, 2983516, 2984766, 1250, 0,1_Producer_Count
1512199440000 ms, 2017-12-02T01:29:33, 2984091, 2985353, 1262, 0,1_Producer_Count
1512199500000 ms, 2017-12-02T01:29:34, 2984329, 2985585, 1256, 0,1_Producer_Count
1512199560000 ms, 2017-12-02T01:29:34, 2985035, 2986273, 1238, 0,1_Producer_Count
1512199620000 ms, 2017-12-02T01:29:35, 2985765, 2987205, 1440, 0,1_Producer_Count
1512199680000 ms, 2017-12-02T01:29:35, 2986743, 2988123, 1380, 0,1_Producer_Count
1512199740000 ms, 2017-12-02T01:29:36, 2987662, 2988903, 1241, 0,1_Producer_Count
1512199800000 ms, 2017-12-02T01:30:00, 2964752, 2966021, 1269, 0,1_Producer_Count
1512199860000 ms, 2017-12-02T01:34:40, 2685528, 2686775, 1247, 0,1_Producer_Count
1512199920000 ms, 2017-12-02T01:34:43, 2683929, 2685197, 1268, 0,1_Producer_Count
1512199980000 ms, 2017-12-02T01:34:46, 2682635, 2684030, 1395, 0,1_Producer_Count
1512200040000 ms, 2017-12-02T01:34:48, 2681733, 2682954, 1221, 0,1_Producer_Count
1512200100000 ms, 2017-12-02T01:35:00, 2670624, 2671864, 1240, 0,1_Producer_Count
1512200160000 ms, 2017-12-02T01:40:47, 2324781, 2326034, 1253, 0,1_Producer_Count
1512200220000 ms, 2017-12-02T01:40:52, 2321846, 2323392, 1546, 0,1_Producer_Count
1512200280000 ms, 2017-12-02T01:40:55, 2320244, 2321492, 1248, 0,1_Producer_Count
1512200340000 ms, 2017-12-02T01:40:58, 2317861, 2319089, 1228, 0,1_Producer_Count
1512200400000 ms, 2017-12-02T01:41:01, 2316664, 2317903, 1239, 0,1_Producer_Count
1512200460000 ms, 2017-12-02T01:41:03, 2315721, 2316956, 1235, 0,1_Producer_Count
1512200520000 ms, 2017-12-02T01:42:29, 2230484, 2231749, 1265, 0,1_Producer_Count
1512200580000 ms, 2017-12-02T01:51:01, 1720082, 1721315, 1233, 0,1_Producer_Count
1512200640000 ms, 2017-12-02T01:51:05, 1717545, 1718792, 1247, 0,1_Producer_Count
1512200700000 ms, 2017-12-02T01:51:08, 1715661, 1716891, 1230, 0,1_Producer_Count
1512200760000 ms, 2017-12-02T01:51:11, 1713705, 1714931, 1226, 0,1_Producer_Count
1512200820000 ms, 2017-12-02T01:51:13, 1712573, 1713817, 1244, 0,1_Producer_Count
1512200880000 ms, 2017-12-02T01:51:16, 1711350, 1712584, 1234, 0,1_Producer_Count
1512200940000 ms, 2017-12-02T01:51:18, 1710260, 1711484, 1224, 0,1_Producer_Count
1512201000000 ms, 2017-12-02T01:51:20, 1709349, 1710577, 1228, 0,1_Producer_Count
1512201060000 ms, 2017-12-02T01:51:22, 1709250, 1710618, 1368, 0,1_Producer_Count
1512201120000 ms, 2017-12-02T01:52:00, 1672605, 1673887, 1282, 0,1_Producer_Count
1512201180000 ms, 2017-12-02T02:02:53, 1020456, 1021693, 1237, 0,1_Producer_Count
1512201240000 ms, 2017-12-02T02:02:57, 1018179, 1019389, 1210, 0,1_Producer_Count
1512201300000 ms, 2017-12-02T02:03:00, 1016224, 1017465, 1241, 0,1_Producer_Count
1512201360000 ms, 2017-12-02T02:03:03, 1014824, 1016056, 1232, 0,1_Producer_Count
1512201420000 ms, 2017-12-02T02:03:05, 1013928, 1015196, 1268, 0,1_Producer_Count
1512201480000 ms, 2017-12-02T02:03:07, 1012665, 1013911, 1246, 0,1_Producer_Count
1512201540000 ms, 2017-12-02T02:03:10, 1011258, 1012487, 1229, 0,1_Producer_Count
1512201600000 ms, 2017-12-02T02:03:12, 1010101, 1011364, 1263, 0,1_Producer_Count
1512201660000 ms, 2017-12-02T02:03:14, 1009692, 1010936, 1244, 0,1_Producer_Count
1512201720000 ms, 2017-12-02T02:03:15, 1009420, 1010636, 1216, 0,1_Producer_Count
1512201780000 ms, 2017-12-02T02:03:17, 1009488, 1010742, 1254, 0,1_Producer_Count
1512201840000 ms, 2017-12-02T02:04:00, 967575, 968802, 1227, 0,1_Producer_Count
1512201900000 ms, 2017-12-02T02:09:11, 657941, 659197, 1256, 0,1_Producer_Count
1512201960000 ms, 2017-12-02T02:09:17, 653223, 654418, 1195, 0,1_Producer_Count
1512202020000 ms, 2017-12-02T02:09:23, 648321, 649534, 1213, 0,1_Producer_Count
1512202080000 ms, 2017-12-02T02:09:29, 643641, 644892, 1251, 0,1_Producer_Count
1512202140000 ms, 2017-12-02T02:09:35, 638812, 640068, 1256, 0,1_Producer_Count
1512202200000 ms, 2017-12-02T02:10:01, 613435, 614647, 1212, 0,1_Producer_Count
1512202260000 ms, 2017-12-02T02:11:00, 556182, 557430, 1248, 0,1_Producer_Count
1512202320000 ms, 2017-12-02T02:16:41, 215887, 217130, 1243, 0,1_Producer_Count
1512202380000 ms, 2017-12-02T02:16:49, 209151, 210377, 1226, 0,1_Producer_Count
1512202440000 ms, 2017-12-02T02:16:58, 201585, 202801, 1216, 0,1_Producer_Count
1512202500000 ms, 2017-12-02T02:17:06, 195027, 196245, 1218, 0,1_Producer_Count
1512202560000 ms, 2017-12-02T02:17:11, 190622, 191872, 1250, 0,1_Producer_Count
1512202620000 ms, 2017-12-02T02:17:16, 187398, 188633, 1235, 0,1_Producer_Count
1512202680000 ms, 2017-12-02T02:18:01, 143190, 144402, 1212, 0,1_Producer_Count
1512202740000 ms, 2017-12-02T02:19:00, 86013, 87238, 1225, 0,1_Producer_Count
1512202800000 ms, 2017-12-02T02:20:00, 27309, 28510, 1201, 0,1_Producer_Count
1512202860000 ms, 2017-12-02T02:21:00, 0, 1276, 1276, 0,1_Producer_Count
1512202920000 ms, 2017-12-02T02:22:00, 0, 1252, 1252, 0,1_Producer_Count
1512202980000 ms, 2017-12-02T02:23:00, 0, 1247, 1247, 0,1_Producer_Count
1512203040000 ms, 2017-12-02T02:24:00, 0, 1240, 1240, 0,1_Producer_Count
1512203100000 ms, 2017-12-02T02:25:00, 0, 1249, 1249, 0,1_Producer_Count
1512203160000 ms, 2017-12-02T02:26:00, 1, 1245, 1244, 0,1_Producer_Count
1512203220000 ms, 2017-12-02T02:27:00, 1, 1267, 1266, 0,1_Producer_Count
1512203280000 ms, 2017-12-02T02:28:00, 0, 1243, 1243, 0,1_Producer_Count
1512203340000 ms, 2017-12-02T02:29:00, 0, 1236, 1236, 0,1_Producer_Count
1512203400000 ms, 2017-12-02T02:30:00, 1, 1265, 1264, 0,1_Producer_Count
1512203460000 ms, 2017-12-02T02:31:00, 0, 1258, 1258, 0,1_Producer_Count
1512203520000 ms, 2017-12-02T02:32:00, 0, 1229, 1229, 0,1_Producer_Count
1512203580000 ms, 2017-12-02T02:33:00, 0, 1208, 1208, 0,1_Producer_Count
1512203640000 ms, 2017-12-02T02:34:00, 0, 1248, 1248, 0,1_Producer_Count
1512203700000 ms, 2017-12-02T02:35:00, 0, 1255, 1255, 0,1_Producer_Count
1512203760000 ms, 2017-12-02T02:36:00, 0, 1243, 1243, 0,1_Producer_Count
1512203820000 ms, 2017-12-02T02:37:00, 0, 1240, 1240, 0,1_Producer_Count
1512203880000 ms, 2017-12-02T02:38:00, 0, 1230, 1230, 0,1_Producer_Count
1512203940000 ms, 2017-12-02T02:39:00, 0, 1240, 1240, 0,1_Producer_Count
1512204000000 ms, 2017-12-02T02:40:00, 0, 1237, 1237, 0,1_Producer_Count
1512204060000 ms, 2017-12-02T02:41:00, 0, 1238, 1238, 0,1_Producer_Count
1512204120000 ms, 2017-12-02T02:42:00, 1, 1235, 1234, 0,1_Producer_Count
1512204180000 ms, 2017-12-02T02:43:00, 0, 1250, 1250, 0,1_Producer_Count
1512204240000 ms, 2017-12-02T02:44:00, 1, 1251, 1250, 0,1_Producer_Count
1512204300000 ms, 2017-12-02T02:45:00, 1, 1261, 1260, 0,1_Producer_Count
1512204360000 ms, 2017-12-02T02:46:00, 0, 1268, 1268, 0,1_Producer_Count
1512204420000 ms, 2017-12-02T02:47:00, 1, 1247, 1246, 0,1_Producer_Count
1512204480000 ms, 2017-12-02T02:48:00, 0, 1242, 1242, 0,1_Producer_Count
1512204540000 ms, 2017-12-02T02:49:00, 0, 1232, 1232, 0,1_Producer_Count
1512204600000 ms, 2017-12-02T02:50:00, 1, 1297, 1296, 0,1_Producer_Count
1512204660000 ms, 2017-12-02T02:51:00, 0, 1247, 1247, 0,1_Producer_Count
1512204720000 ms, 2017-12-02T02:52:00, 1, 1313, 1312, 0,1_Producer_Count
1512204780000 ms, 2017-12-02T02:53:00, 1, 1287, 1286, 0,1_Producer_Count
1512204840000 ms, 2017-12-02T02:54:00, 1, 1276, 1275, 0,1_Producer_Count
1512204900000 ms, 2017-12-02T02:55:00, 1, 1285, 1284, 0,1_Producer_Count
1512204960000 ms, 2017-12-02T02:56:00, 0, 1285, 1285, 0,1_Producer_Count
1512205020000 ms, 2017-12-02T02:57:00, 0, 1256, 1256, 0,1_Producer_Count
1512205080000 ms, 2017-12-02T02:58:00, 0, 1286, 1286, 0,1_Producer_Count
1512205140000 ms, 2017-12-02T02:59:00, 0, 1275, 1275, 0,1_Producer_Count
1512205200000 ms, 2017-12-02T03:00:00, 0, 1250, 1250, 0,1_Producer_Count
1512205260000 ms, 2017-12-02T03:01:00, 0, 1274, 1274, 0,1_Producer_Count
1512205320000 ms, 2017-12-02T03:02:00, 0, 1261, 1261, 0,1_Producer_Count
1512205380000 ms, 2017-12-02T03:03:00, 1, 1240, 1239, 0,1_Producer_Count
1512205440000 ms, 2017-12-02T03:04:00, 0, 1233, 1233, 0,1_Producer_Count
1512205500000 ms, 2017-12-02T03:05:00, 1, 1246, 1245, 0,1_Producer_Count
1512205560000 ms, 2017-12-02T03:06:00, 0, 1228, 1228, 0,1_Producer_Count
1512205620000 ms, 2017-12-02T03:07:00, 1, 1258, 1257, 0,1_Producer_Count
1512205680000 ms, 2017-12-02T03:08:00, 1, 1222, 1221, 0,1_Producer_Count
1512205740000 ms, 2017-12-02T03:09:00, 1, 1242, 1241, 0,1_Producer_Count
1512205800000 ms, 2017-12-02T03:10:00, 0, 1231, 1231, 0,1_Producer_Count
1512205860000 ms, 2017-12-02T03:11:00, 1, 1246, 1245, 0,1_Producer_Count
1512205920000 ms, 2017-12-02T03:12:00, 0, 1385, 1385, 0,1_Producer_Count
1512205980000 ms, 2017-12-02T03:13:00, 0, 1214, 1214, 0,1_Producer_Count
1512206040000 ms, 2017-12-02T03:14:00, 1, 1235, 1234, 0,1_Producer_Count
1512206100000 ms, 2017-12-02T03:15:00, 0, 1278, 1278, 0,1_Producer_Count
1512206160000 ms, 2017-12-02T03:16:00, 0, 1273, 1273, 0,1_Producer_Count
1512206220000 ms, 2017-12-02T03:17:00, 1, 1227, 1226, 0,1_Producer_Count
1512206280000 ms, 2017-12-02T03:18:00, 0, 1262, 1262, 0,1_Producer_Count
1512206340000 ms, 2017-12-02T03:19:00, 1, 1265, 1264, 0,1_Producer_Count
1512206400000 ms, 2017-12-02T03:20:00, 0, 1245, 1245, 0,1_Producer_Count
1512206460000 ms, 2017-12-02T03:21:00, 0, 1251, 1251, 0,1_Producer_Count
1512206520000 ms, 2017-12-02T03:22:00, 1, 1239, 1238, 0,1_Producer_Count
1512206580000 ms, 2017-12-02T03:23:00, 1, 1255, 1254, 0,1_Producer_Count
1512206640000 ms, 2017-12-02T03:24:00, 1, 1250, 1249, 0,1_Producer_Count
1512206700000 ms, 2017-12-02T03:25:00, 0, 1226, 1226, 0,1_Producer_Count
1512206760000 ms, 2017-12-02T03:26:00, 0, 1258, 1258, 0,1_Producer_Count
1512206820000 ms, 2017-12-02T03:27:00, 0, 1253, 1253, 0,1_Producer_Count
1512206880000 ms, 2017-12-02T03:28:00, 1, 1244, 1243, 0,1_Producer_Count
1512206940000 ms, 2017-12-02T03:29:00, 0, 1231, 1231, 0,1_Producer_Count
