,Duration,Framework,Nodes,Optimization
0,9753360.0,MPIC++,1,0
1,8863680.0,MPIC++,1,0
2,8842710.0,MPIC++,1,0
3,8857020.0,MPIC++,1,0
4,10831300.0,MPIC++,1,0
5,9129840.0,MPIC++,1,0
6,8840730.0,MPIC++,1,0
7,8832900.0,MPIC++,1,0
8,8836440.0,MPIC++,1,0
9,8856550.0,MPIC++,1,0
10,8835790.0,MPIC++,1,0
11,8833320.0,MPIC++,1,0
12,8919840.0,MPIC++,1,0
13,8918120.0,MPIC++,1,0
14,8836780.0,MPIC++,1,0
15,8878360.0,MPIC++,1,0
16,12707000.0,MPIC++,1,0
17,9026770.0,MPIC++,1,0
18,8893810.0,MPIC++,1,0
19,9069800.0,MPIC++,1,0
20,8980100.0,MPIC++,1,0
21,8842740.0,MPIC++,1,0
22,8846210.0,MPIC++,1,0
23,8883900.0,MPIC++,1,0
24,8884670.0,MPIC++,1,0
25,8833110.0,MPIC++,1,0
26,8837670.0,MPIC++,1,0
27,8786160.0,MPIC++,1,0
28,8900380.0,MPIC++,1,0
29,8837660.0,MPIC++,1,0
30,8836670.0,MPIC++,1,0
31,8822640.0,MPIC++,1,0
32,8867350.0,MPIC++,1,0
33,8838060.0,MPIC++,1,0
34,10370700.0,MPIC++,1,0
35,10462300.0,MPIC++,1,0
36,8886710.0,MPIC++,1,0
37,8838100.0,MPIC++,1,0
38,8912490.0,MPIC++,1,0
39,8836900.0,MPIC++,1,0
40,8842960.0,MPIC++,1,0
41,9281590.0,MPIC++,1,0
42,8834600.0,MPIC++,1,0
43,12786300.0,MPIC++,1,0
44,8837660.0,MPIC++,1,0
45,8836330.0,MPIC++,1,0
46,8811200.0,MPIC++,1,0
47,8846590.0,MPIC++,1,0
48,8858060.0,MPIC++,1,0
49,8807750.0,MPIC++,1,0
50,8879700.0,MPIC++,1,0
51,8839130.0,MPIC++,1,0
52,8864290.0,MPIC++,1,0
53,8871100.0,MPIC++,1,0
54,8843640.0,MPIC++,1,0
55,12747700.0,MPIC++,1,0
56,8840800.0,MPIC++,1,0
57,8851480.0,MPIC++,1,0
58,8831010.0,MPIC++,1,0
59,8834730.0,MPIC++,1,0
60,8796240.0,MPIC++,1,0
61,8835860.0,MPIC++,1,0
62,8853310.0,MPIC++,1,0
63,12866600.0,MPIC++,1,0
64,8829010.0,MPIC++,1,0
65,8836160.0,MPIC++,1,0
66,8880930.0,MPIC++,1,0
67,8832400.0,MPIC++,1,0
68,8837860.0,MPIC++,1,0
69,8839430.0,MPIC++,1,0
70,8890920.0,MPIC++,1,0
71,8845150.0,MPIC++,1,0
72,8877090.0,MPIC++,1,0
73,8880370.0,MPIC++,1,0
74,8864470.0,MPIC++,1,0
75,8846390.0,MPIC++,1,0
76,8836580.0,MPIC++,1,0
77,9778290.0,MPIC++,1,0
78,8866910.0,MPIC++,1,0
79,10401700.0,MPIC++,1,0
80,9082130.0,MPIC++,1,0
81,8847440.0,MPIC++,1,0
82,8858140.0,MPIC++,1,0
83,8834030.0,MPIC++,1,0
84,8911910.0,MPIC++,1,0
85,8915320.0,MPIC++,1,0
86,8997540.0,MPIC++,1,0
87,8887480.0,MPIC++,1,0
88,8831230.0,MPIC++,1,0
89,10480200.0,MPIC++,1,0
90,9925940.0,MPIC++,1,0
91,8842600.0,MPIC++,1,0
92,8917300.0,MPIC++,1,0
93,8832900.0,MPIC++,1,0
94,8852420.0,MPIC++,1,0
95,8786640.0,MPIC++,1,0
96,9031390.0,MPIC++,1,0
97,8794470.0,MPIC++,1,0
98,8834040.0,MPIC++,1,0
99,8829840.0,MPIC++,1,0
100,12750500.0,MPIC++,1,0
101,8807480.0,MPIC++,1,0
102,8835120.0,MPIC++,1,0
103,8852830.0,MPIC++,1,0
104,8832340.0,MPIC++,1,0
105,8848220.0,MPIC++,1,0
106,8978410.0,MPIC++,1,0
107,8828780.0,MPIC++,1,0
108,8867180.0,MPIC++,1,0
109,8852240.0,MPIC++,1,0
110,8860260.0,MPIC++,1,0
111,8839790.0,MPIC++,1,0
112,12703800.0,MPIC++,1,0
113,8880900.0,MPIC++,1,0
114,8866100.0,MPIC++,1,0
115,8837030.0,MPIC++,1,0
116,8850140.0,MPIC++,1,0
117,8838000.0,MPIC++,1,0
118,8833360.0,MPIC++,1,0
119,8799460.0,MPIC++,1,0
120,8839630.0,MPIC++,1,0
121,8835440.0,MPIC++,1,0
122,8833420.0,MPIC++,1,0
123,8832940.0,MPIC++,1,0
124,8800840.0,MPIC++,1,0
125,8829680.0,MPIC++,1,0
126,8844550.0,MPIC++,1,0
127,8837590.0,MPIC++,1,0
128,8833230.0,MPIC++,1,0
129,8858940.0,MPIC++,1,0
130,12742400.0,MPIC++,1,0
131,8840020.0,MPIC++,1,0
132,8834080.0,MPIC++,1,0
133,8838660.0,MPIC++,1,0
134,8797230.0,MPIC++,1,0
135,12740300.0,MPIC++,1,0
136,8830080.0,MPIC++,1,0
137,8779030.0,MPIC++,1,0
138,8829280.0,MPIC++,1,0
139,8808890.0,MPIC++,1,0
140,8820900.0,MPIC++,1,0
141,8836930.0,MPIC++,1,0
142,8830310.0,MPIC++,1,0
143,8833970.0,MPIC++,1,0
144,12211400.0,MPIC++,1,0
145,8898030.0,MPIC++,1,0
146,8847880.0,MPIC++,1,0
147,9027700.0,MPIC++,1,0
148,8843780.0,MPIC++,1,0
149,8871630.0,MPIC++,1,0
150,8869920.0,MPIC++,1,0
151,8873100.0,MPIC++,1,0
152,8834610.0,MPIC++,1,0
153,8945900.0,MPIC++,1,0
154,9175650.0,MPIC++,1,0
155,8854950.0,MPIC++,1,0
156,8864690.0,MPIC++,1,0
157,8880050.0,MPIC++,1,0
158,8857610.0,MPIC++,1,0
159,8903780.0,MPIC++,1,0
160,8979800.0,MPIC++,1,0
161,8883400.0,MPIC++,1,0
162,9612960.0,MPIC++,1,0
163,8850990.0,MPIC++,1,0
164,8843350.0,MPIC++,1,0
165,9381870.0,MPIC++,1,0
166,11102100.0,MPIC++,1,0
167,8871350.0,MPIC++,1,0
168,8864830.0,MPIC++,1,0
169,8837340.0,MPIC++,1,0
170,8784240.0,MPIC++,1,0
171,8834700.0,MPIC++,1,0
172,8830060.0,MPIC++,1,0
173,8838850.0,MPIC++,1,0
174,10053600.0,MPIC++,1,0
175,11526100.0,MPIC++,1,0
176,8802830.0,MPIC++,1,0
177,8800060.0,MPIC++,1,0
178,8868420.0,MPIC++,1,0
179,8853730.0,MPIC++,1,0
180,8833460.0,MPIC++,1,0
181,12717500.0,MPIC++,1,0
182,8793940.0,MPIC++,1,0
183,8831770.0,MPIC++,1,0
184,8829510.0,MPIC++,1,0
185,8830490.0,MPIC++,1,0
186,8837450.0,MPIC++,1,0
187,8834180.0,MPIC++,1,0
188,8848590.0,MPIC++,1,0
189,8833970.0,MPIC++,1,0
190,8813520.0,MPIC++,1,0
191,8831130.0,MPIC++,1,0
192,8889630.0,MPIC++,1,0
193,8867530.0,MPIC++,1,0
194,8860480.0,MPIC++,1,0
195,8796650.0,MPIC++,1,0
196,8791820.0,MPIC++,1,0
197,8845220.0,MPIC++,1,0
198,8847070.0,MPIC++,1,0
199,12711300.0,MPIC++,1,0
200,8847770.0,MPIC++,1,0
201,8923930.0,MPIC++,1,0
202,8813590.0,MPIC++,1,0
203,8857140.0,MPIC++,1,0
204,8887440.0,MPIC++,1,0
205,8915670.0,MPIC++,1,0
206,9291430.0,MPIC++,1,0
207,10480900.0,MPIC++,1,0
208,8876700.0,MPIC++,1,0
209,9765640.0,MPIC++,1,0
210,8941920.0,MPIC++,1,0
211,8802220.0,MPIC++,1,0
212,8840970.0,MPIC++,1,0
213,8843720.0,MPIC++,1,0
214,8874310.0,MPIC++,1,0
215,8847920.0,MPIC++,1,0
216,12708400.0,MPIC++,1,0
217,8842960.0,MPIC++,1,0
218,8804680.0,MPIC++,1,0
219,8838430.0,MPIC++,1,0
220,8836530.0,MPIC++,1,0
221,8852030.0,MPIC++,1,0
222,8855640.0,MPIC++,1,0
223,8834620.0,MPIC++,1,0
224,8887710.0,MPIC++,1,0
225,8843240.0,MPIC++,1,0
226,8860650.0,MPIC++,1,0
227,8834740.0,MPIC++,1,0
228,8861540.0,MPIC++,1,0
229,8841980.0,MPIC++,1,0
230,8835650.0,MPIC++,1,0
231,8854730.0,MPIC++,1,0
232,12874800.0,MPIC++,1,0
233,8825590.0,MPIC++,1,0
234,8862980.0,MPIC++,1,0
235,8843570.0,MPIC++,1,0
236,8833690.0,MPIC++,1,0
237,8833660.0,MPIC++,1,0
238,8864350.0,MPIC++,1,0
239,8843400.0,MPIC++,1,0
240,4061830.0,MPIC++,1,1
241,4051320.0,MPIC++,1,1
242,4047180.0,MPIC++,1,1
243,4052270.0,MPIC++,1,1
244,4047250.0,MPIC++,1,1
245,4088430.0,MPIC++,1,1
246,4046940.0,MPIC++,1,1
247,4046160.0,MPIC++,1,1
248,4062970.0,MPIC++,1,1
249,4049230.0,MPIC++,1,1
250,6333680.0,MPIC++,1,1
251,4055170.0,MPIC++,1,1
252,4052410.0,MPIC++,1,1
253,4294370.0,MPIC++,1,1
254,4041840.0,MPIC++,1,1
255,4049090.0,MPIC++,1,1
256,4044910.0,MPIC++,1,1
257,4048300.0,MPIC++,1,1
258,4048130.0,MPIC++,1,1
259,6317110.0,MPIC++,1,1
260,4049540.0,MPIC++,1,1
261,4048250.0,MPIC++,1,1
262,4048260.0,MPIC++,1,1
263,4047870.0,MPIC++,1,1
264,4065290.0,MPIC++,1,1
265,4049820.0,MPIC++,1,1
266,4050800.0,MPIC++,1,1
267,4054520.0,MPIC++,1,1
268,4048890.0,MPIC++,1,1
269,4077930.0,MPIC++,1,1
270,4048570.0,MPIC++,1,1
271,4049900.0,MPIC++,1,1
272,6336740.0,MPIC++,1,1
273,4053090.0,MPIC++,1,1
274,4049200.0,MPIC++,1,1
275,4051370.0,MPIC++,1,1
276,4074260.0,MPIC++,1,1
277,5261750.0,MPIC++,1,1
278,4079200.0,MPIC++,1,1
279,4106420.0,MPIC++,1,1
280,4084090.0,MPIC++,1,1
281,4051790.0,MPIC++,1,1
282,4050420.0,MPIC++,1,1
283,4044400.0,MPIC++,1,1
284,4717940.0,MPIC++,1,1
285,4040300.0,MPIC++,1,1
286,4047200.0,MPIC++,1,1
287,4045870.0,MPIC++,1,1
288,4120340.0,MPIC++,1,1
289,6336470.0,MPIC++,1,1
290,4052680.0,MPIC++,1,1
291,4064410.0,MPIC++,1,1
292,4052420.0,MPIC++,1,1
293,4049480.0,MPIC++,1,1
294,4050050.0,MPIC++,1,1
295,4047730.0,MPIC++,1,1
296,4049560.0,MPIC++,1,1
297,4052930.0,MPIC++,1,1
298,4064350.0,MPIC++,1,1
299,4072520.0,MPIC++,1,1
300,4052380.0,MPIC++,1,1
301,4823810.0,MPIC++,1,1
302,4047670.0,MPIC++,1,1
303,4103910.0,MPIC++,1,1
304,4046570.0,MPIC++,1,1
305,4078480.0,MPIC++,1,1
306,4052330.0,MPIC++,1,1
307,4050110.0,MPIC++,1,1
308,4051270.0,MPIC++,1,1
309,4986430.0,MPIC++,1,1
310,4046960.0,MPIC++,1,1
311,4049270.0,MPIC++,1,1
312,4063850.0,MPIC++,1,1
313,4085210.0,MPIC++,1,1
314,4047220.0,MPIC++,1,1
315,4052310.0,MPIC++,1,1
316,4048900.0,MPIC++,1,1
317,4047330.0,MPIC++,1,1
318,4049640.0,MPIC++,1,1
319,4047730.0,MPIC++,1,1
320,6336580.0,MPIC++,1,1
321,4081480.0,MPIC++,1,1
322,4047930.0,MPIC++,1,1
323,4060200.0,MPIC++,1,1
324,4046480.0,MPIC++,1,1
325,4046050.0,MPIC++,1,1
326,4048920.0,MPIC++,1,1
327,4058800.0,MPIC++,1,1
328,4045050.0,MPIC++,1,1
329,4046450.0,MPIC++,1,1
330,4048730.0,MPIC++,1,1
331,4047120.0,MPIC++,1,1
332,6313230.0,MPIC++,1,1
333,4046820.0,MPIC++,1,1
334,4048980.0,MPIC++,1,1
335,4046870.0,MPIC++,1,1
336,4098970.0,MPIC++,1,1
337,4048080.0,MPIC++,1,1
338,4050910.0,MPIC++,1,1
339,4187720.0,MPIC++,1,1
340,4046000.0,MPIC++,1,1
341,4046470.0,MPIC++,1,1
342,4046260.0,MPIC++,1,1
343,4078280.0,MPIC++,1,1
344,4047760.0,MPIC++,1,1
345,4048580.0,MPIC++,1,1
346,6335780.0,MPIC++,1,1
347,4048510.0,MPIC++,1,1
348,4052230.0,MPIC++,1,1
349,4045710.0,MPIC++,1,1
350,4047280.0,MPIC++,1,1
351,4047620.0,MPIC++,1,1
352,4045920.0,MPIC++,1,1
353,4049040.0,MPIC++,1,1
354,4048380.0,MPIC++,1,1
355,6319150.0,MPIC++,1,1
356,4047260.0,MPIC++,1,1
357,4047290.0,MPIC++,1,1
358,4048590.0,MPIC++,1,1
359,4047700.0,MPIC++,1,1
360,6347860.0,MPIC++,1,1
361,4060590.0,MPIC++,1,1
362,4049290.0,MPIC++,1,1
363,4048990.0,MPIC++,1,1
364,4048340.0,MPIC++,1,1
365,4048280.0,MPIC++,1,1
366,4048780.0,MPIC++,1,1
367,4052330.0,MPIC++,1,1
368,4055130.0,MPIC++,1,1
369,4050620.0,MPIC++,1,1
370,4049420.0,MPIC++,1,1
371,4105200.0,MPIC++,1,1
372,4062080.0,MPIC++,1,1
373,4045870.0,MPIC++,1,1
374,4047290.0,MPIC++,1,1
375,4046050.0,MPIC++,1,1
376,4046340.0,MPIC++,1,1
377,4043960.0,MPIC++,1,1
378,4044170.0,MPIC++,1,1
379,6324830.0,MPIC++,1,1
380,4047230.0,MPIC++,1,1
381,4047390.0,MPIC++,1,1
382,4046590.0,MPIC++,1,1
383,4046930.0,MPIC++,1,1
384,6216600.0,MPIC++,1,1
385,4050510.0,MPIC++,1,1
386,4054810.0,MPIC++,1,1
387,4053090.0,MPIC++,1,1
388,4047580.0,MPIC++,1,1
389,4052600.0,MPIC++,1,1
390,4053050.0,MPIC++,1,1
391,4047970.0,MPIC++,1,1
392,4033880.0,MPIC++,1,1
393,4052210.0,MPIC++,1,1
394,4051520.0,MPIC++,1,1
395,4208610.0,MPIC++,1,1
396,4064230.0,MPIC++,1,1
397,4041560.0,MPIC++,1,1
398,4046060.0,MPIC++,1,1
399,4046260.0,MPIC++,1,1
400,4045000.0,MPIC++,1,1
401,4047470.0,MPIC++,1,1
402,4045720.0,MPIC++,1,1
403,6312030.0,MPIC++,1,1
404,4207800.0,MPIC++,1,1
405,4046420.0,MPIC++,1,1
406,4045870.0,MPIC++,1,1
407,4047980.0,MPIC++,1,1
408,4062100.0,MPIC++,1,1
409,6333260.0,MPIC++,1,1
410,4049760.0,MPIC++,1,1
411,4046870.0,MPIC++,1,1
412,4057090.0,MPIC++,1,1
413,4048390.0,MPIC++,1,1
414,4047700.0,MPIC++,1,1
415,4046740.0,MPIC++,1,1
416,4172200.0,MPIC++,1,1
417,4190130.0,MPIC++,1,1
418,4048930.0,MPIC++,1,1
419,4046420.0,MPIC++,1,1
420,4044880.0,MPIC++,1,1
421,6318000.0,MPIC++,1,1
422,4047700.0,MPIC++,1,1
423,4047750.0,MPIC++,1,1
424,4044840.0,MPIC++,1,1
425,4048510.0,MPIC++,1,1
426,4045490.0,MPIC++,1,1
427,4046320.0,MPIC++,1,1
428,4052100.0,MPIC++,1,1
429,4047540.0,MPIC++,1,1
430,4047870.0,MPIC++,1,1
431,4045740.0,MPIC++,1,1
432,4062090.0,MPIC++,1,1
433,4050070.0,MPIC++,1,1
434,4049380.0,MPIC++,1,1
435,4050970.0,MPIC++,1,1
436,4048190.0,MPIC++,1,1
437,4048320.0,MPIC++,1,1
438,4048240.0,MPIC++,1,1
439,4194860.0,MPIC++,1,1
440,6336540.0,MPIC++,1,1
441,4102320.0,MPIC++,1,1
442,4051480.0,MPIC++,1,1
443,4060800.0,MPIC++,1,1
444,4049750.0,MPIC++,1,1
445,4049540.0,MPIC++,1,1
446,4048620.0,MPIC++,1,1
447,4046580.0,MPIC++,1,1
448,4050860.0,MPIC++,1,1
449,4047130.0,MPIC++,1,1
450,4046810.0,MPIC++,1,1
451,4045600.0,MPIC++,1,1
452,6318260.0,MPIC++,1,1
453,4049880.0,MPIC++,1,1
454,4050380.0,MPIC++,1,1
455,4046570.0,MPIC++,1,1
456,4077810.0,MPIC++,1,1
457,4049310.0,MPIC++,1,1
458,4047180.0,MPIC++,1,1
459,4047400.0,MPIC++,1,1
460,4048860.0,MPIC++,1,1
461,4047720.0,MPIC++,1,1
462,4051350.0,MPIC++,1,1
463,4050290.0,MPIC++,1,1
464,4049870.0,MPIC++,1,1
465,4046500.0,MPIC++,1,1
466,6333680.0,MPIC++,1,1
467,4048450.0,MPIC++,1,1
468,4031560.0,MPIC++,1,1
469,4048260.0,MPIC++,1,1
470,4046050.0,MPIC++,1,1
471,4234470.0,MPIC++,1,1
472,4044760.0,MPIC++,1,1
473,4047470.0,MPIC++,1,1
474,4047080.0,MPIC++,1,1
475,6318940.0,MPIC++,1,1
476,4066520.0,MPIC++,1,1
477,4048590.0,MPIC++,1,1
478,4050850.0,MPIC++,1,1
479,4051620.0,MPIC++,1,1
480,696015.0,MPIC++,1,2
481,693900.0,MPIC++,1,2
482,693071.0,MPIC++,1,2
483,691885.0,MPIC++,1,2
484,692293.0,MPIC++,1,2
485,691747.0,MPIC++,1,2
486,691419.0,MPIC++,1,2
487,691791.0,MPIC++,1,2
488,1230520.0,MPIC++,1,2
489,693036.0,MPIC++,1,2
490,697514.0,MPIC++,1,2
491,693403.0,MPIC++,1,2
492,1218580.0,MPIC++,1,2
493,690513.0,MPIC++,1,2
494,690530.0,MPIC++,1,2
495,689947.0,MPIC++,1,2
496,688175.0,MPIC++,1,2
497,689827.0,MPIC++,1,2
498,688585.0,MPIC++,1,2
499,688078.0,MPIC++,1,2
500,688270.0,MPIC++,1,2
501,689874.0,MPIC++,1,2
502,689258.0,MPIC++,1,2
503,689686.0,MPIC++,1,2
504,698414.0,MPIC++,1,2
505,694018.0,MPIC++,1,2
506,696095.0,MPIC++,1,2
507,694035.0,MPIC++,1,2
508,692543.0,MPIC++,1,2
509,692930.0,MPIC++,1,2
510,1220810.0,MPIC++,1,2
511,694038.0,MPIC++,1,2
512,694457.0,MPIC++,1,2
513,694873.0,MPIC++,1,2
514,693870.0,MPIC++,1,2
515,693420.0,MPIC++,1,2
516,689563.0,MPIC++,1,2
517,690650.0,MPIC++,1,2
518,689120.0,MPIC++,1,2
519,1219270.0,MPIC++,1,2
520,687731.0,MPIC++,1,2
521,688202.0,MPIC++,1,2
522,689022.0,MPIC++,1,2
523,689478.0,MPIC++,1,2
524,690970.0,MPIC++,1,2
525,689532.0,MPIC++,1,2
526,690303.0,MPIC++,1,2
527,691849.0,MPIC++,1,2
528,699015.0,MPIC++,1,2
529,695810.0,MPIC++,1,2
530,693434.0,MPIC++,1,2
531,694194.0,MPIC++,1,2
532,692805.0,MPIC++,1,2
533,692837.0,MPIC++,1,2
534,1220060.0,MPIC++,1,2
535,694779.0,MPIC++,1,2
536,695445.0,MPIC++,1,2
537,694455.0,MPIC++,1,2
538,696043.0,MPIC++,1,2
539,694641.0,MPIC++,1,2
540,691302.0,MPIC++,1,2
541,691097.0,MPIC++,1,2
542,691238.0,MPIC++,1,2
543,1217660.0,MPIC++,1,2
544,688338.0,MPIC++,1,2
545,689086.0,MPIC++,1,2
546,690348.0,MPIC++,1,2
547,688563.0,MPIC++,1,2
548,689226.0,MPIC++,1,2
549,689973.0,MPIC++,1,2
550,689178.0,MPIC++,1,2
551,690070.0,MPIC++,1,2
552,697190.0,MPIC++,1,2
553,692977.0,MPIC++,1,2
554,693607.0,MPIC++,1,2
555,694938.0,MPIC++,1,2
556,693156.0,MPIC++,1,2
557,692860.0,MPIC++,1,2
558,1219700.0,MPIC++,1,2
559,693464.0,MPIC++,1,2
560,695446.0,MPIC++,1,2
561,694400.0,MPIC++,1,2
562,695475.0,MPIC++,1,2
