,Nodes,Framework,Duration
0,1,Dask,6018.55897903
1,1,Dask,5957.5920105
2,1,Dask,6047.06406593
3,1,Dask,6079.34117317
4,1,Dask,6099.11179543
5,1,Dask,6087.21518517
6,1,Dask,6140.11502266
7,1,Dask,6195.50895691
8,1,Dask,6282.05895424
9,1,Dask,6114.70007896
10,1,Dask,6087.78810501
11,1,Dask,6052.21390724
12,1,Dask,6268.14293861
13,1,Dask,6165.3380394
14,1,Dask,6206.54892921
15,1,Dask,6173.79283905
16,1,Dask,6241.03713036
17,1,Dask,6285.95614433
18,1,Dask,6487.5330925
19,1,Dask,6281.61501884
20,1,Dask,6295.12310028
21,1,Dask,6314.04900551
22,1,Dask,6499.92513657
23,1,Dask,7109.42006111
24,1,Dask,5852.38099098
25,1,Dask,5897.16601372
26,1,Dask,5992.28596687
27,1,Dask,5996.28782272
28,1,Dask,5998.43907356
29,1,Dask,6004.78506088
30,1,Dask,6004.43196297
31,1,Dask,6041.81718826
32,1,Dask,6075.15001297
33,1,Dask,6104.03800011
34,1,Dask,6154.81996536
35,1,Dask,6196.94495201
36,1,Dask,6246.50001526
37,1,Dask,6261.05904579
38,1,Dask,6296.91791534
39,1,Dask,6338.44304085
40,1,Dask,6371.57177925
41,1,Dask,6561.49697304
42,1,Dask,6610.04686356
43,1,Dask,6646.83794975
44,1,Dask,6668.97106171
45,1,Dask,7426.831007
46,1,Dask,7852.39100456
47,1,Dask,7885.77795029
48,1,Dask,6010.40697098
49,1,Dask,6112.67495155
50,1,Dask,6128.05318832
51,1,Dask,6187.9029274
52,1,Dask,6210.34812927
53,1,Dask,6214.19715881
54,1,Dask,6254.44197655
55,1,Dask,6253.42416763
56,1,Dask,6260.72382927
57,1,Dask,6275.88295937
58,1,Dask,6286.97800636
59,1,Dask,6285.76898575
60,1,Dask,6287.1530056
61,1,Dask,6296.28896713
62,1,Dask,6310.5199337
63,1,Dask,6323.94099236
64,1,Dask,6324.1071701
65,1,Dask,6349.50304031
66,1,Dask,6382.41696358
67,1,Dask,6416.59498215
68,1,Dask,6419.76308823
69,1,Dask,6413.87176514
70,1,Dask,6436.98501587
71,1,Dask,7002.92205811
72,1,Dask,5934.38100815
73,1,Dask,5942.37303734
74,1,Dask,6048.70390892
75,1,Dask,6060.11581421
76,1,Dask,6057.05595016
77,1,Dask,6063.52305412
78,1,Dask,6082.97610283
79,1,Dask,6105.79395294
80,1,Dask,6126.09815598
81,1,Dask,6154.84786034
82,1,Dask,6177.95014381
83,1,Dask,6200.54507256
84,1,Dask,6232.64908791
85,1,Dask,6267.82107353
86,1,Dask,6349.92194176
87,1,Dask,6363.5661602
88,1,Dask,6414.63708878
89,1,Dask,6466.68100357
90,1,Dask,6496.27304077
91,1,Dask,6561.31196022
92,1,Dask,6591.4747715
93,1,Dask,6622.47896194
94,1,Dask,6707.20386505
95,1,Dask,7680.76586723
96,1,Dask,5920.34006119
97,1,Dask,5977.86688805
98,1,Dask,6029.32405472
99,1,Dask,6031.5258503
100,1,Dask,6096.55594826
101,1,Dask,6107.9390049
102,1,Dask,6116.69588089
103,1,Dask,6139.29200172
104,1,Dask,6144.22392845
105,1,Dask,6168.2369709
106,1,Dask,6174.30305481
107,1,Dask,6171.93317413
108,1,Dask,6186.24997139
109,1,Dask,6204.34594154
110,1,Dask,6210.49404144
111,1,Dask,6218.62101555
112,1,Dask,6225.54683685
113,1,Dask,6254.0512085
114,1,Dask,6298.84982109
115,1,Dask,6475.43907166
116,1,Dask,6639.57500458
117,1,Dask,6720.60489655
118,1,Dask,7379.94909286
119,1,Dask,7787.37401962
120,1,Dask,5920.30906677
121,1,Dask,5937.04605103
122,1,Dask,5962.21089363
123,1,Dask,5993.5259819
124,1,Dask,6012.45999336
125,1,Dask,6037.14489937
126,1,Dask,6047.31893539
127,1,Dask,6048.42495918
128,1,Dask,6073.19712639
129,1,Dask,6082.68499374
130,1,Dask,6131.8590641
131,1,Dask,6143.15795898
132,1,Dask,6321.36082649
133,1,Dask,6562.49380112
134,1,Dask,6573.74715805
135,1,Dask,6571.44999504
136,1,Dask,6685.13512611
137,1,Dask,6691.04504585
138,1,Dask,6804.45599556
139,1,Dask,6854.70795631
140,1,Dask,6962.03398705
141,1,Dask,6975.08597374
142,1,Dask,6991.32418633
143,1,Dask,7097.70298004
144,1,Dask,5881.54196739
145,1,Dask,5972.48792648
146,1,Dask,5975.98695755
147,1,Dask,5983.45685005
148,1,Dask,5995.4419136
149,1,Dask,5994.28510666
150,1,Dask,6037.64796257
151,1,Dask,6050.03499985
152,1,Dask,6042.71292686
153,1,Dask,6055.74083328
154,1,Dask,6074.1288662
155,1,Dask,6120.06306648
156,1,Dask,6272.20916748
157,1,Dask,6287.56690025
158,1,Dask,6355.31806946
159,1,Dask,6416.78595543
160,1,Dask,6440.73295593
161,1,Dask,6469.76208687
162,1,Dask,6484.77101326
163,1,Dask,6953.02319527
164,1,Dask,7216.11690521
165,1,Dask,7306.38194084
166,1,Dask,7672.8181839
167,1,Dask,7952.93307304
168,1,Dask,5892.95291901
169,1,Dask,5945.49202919
170,1,Dask,5989.6478653
171,1,Dask,6010.44988632
172,1,Dask,6016.90483093
173,1,Dask,6037.69898415
174,1,Dask,6048.87890816
175,1,Dask,6071.35796547
176,1,Dask,6091.58587456
177,1,Dask,6092.52500534
178,1,Dask,6131.02698326
179,1,Dask,6133.10003281
180,1,Dask,6142.93408394
181,1,Dask,6153.97000313
182,1,Dask,6160.80713272
183,1,Dask,6186.13481522
184,1,Dask,6258.6979866
185,1,Dask,6291.59903526
186,1,Dask,6506.03795052
187,1,Dask,6549.75390434
188,1,Dask,6801.44190788
189,1,Dask,7823.18520546
190,1,Dask,8037.27698326
191,1,Dask,8496.58703804
192,1,Dask,5943.62711906
193,1,Dask,5978.87682915
194,1,Dask,5968.58406067
195,1,Dask,5974.8339653
196,1,Dask,5991.43791199
197,1,Dask,6020.97201347
198,1,Dask,6038.98906708
199,1,Dask,6056.12516403
200,1,Dask,6069.23007965
201,1,Dask,6079.20885086
202,1,Dask,6115.13590813
203,1,Dask,6179.39901352
204,1,Dask,6199.12695885
205,1,Dask,6201.42602921
206,1,Dask,6213.37199211
207,1,Dask,6231.6339016
208,1,Dask,6268.68700981
209,1,Dask,6288.35511208
210,1,Dask,6466.96686745
211,1,Dask,6561.62810326
212,1,Dask,6696.12288475
213,1,Dask,6868.53790283
214,1,Dask,7112.54501343
215,1,Dask,7244.70090866
216,1,Dask,5908.59293938
217,1,Dask,5945.78790665
218,1,Dask,5988.96002769
219,1,Dask,5996.03891373
220,1,Dask,6041.07999802
221,1,Dask,6044.71898079
222,1,Dask,6055.36389351
223,1,Dask,6080.53803444
224,1,Dask,6080.6760788
225,1,Dask,6104.10499573
226,1,Dask,6113.6329174
227,1,Dask,6118.24512482
228,1,Dask,6158.5559845
229,1,Dask,6171.73695564
230,1,Dask,6194.81897354
231,1,Dask,6193.07613373
232,1,Dask,6207.91602135
233,1,Dask,6517.97795296
234,1,Dask,6529.45995331
235,1,Dask,6658.79702568
236,1,Dask,7024.78599548
237,1,Dask,7753.02815437
238,1,Dask,7780.25579453
239,1,Dask,8123.22020531
240,2,Dask,5696.91514969
241,2,Dask,5767.11893082
242,2,Dask,5793.186903
243,2,Dask,5803.30014229
244,2,Dask,5832.47303963
245,2,Dask,5864.05205727
246,2,Dask,5868.09206009
247,2,Dask,5897.15385437
248,2,Dask,5898.59390259
249,2,Dask,5898.64683151
250,2,Dask,5928.17616463
251,2,Dask,5960.51383018
252,2,Dask,6011.17086411
253,2,Dask,6006.55579567
254,2,Dask,6016.43514633
255,2,Dask,6044.59500313
256,2,Dask,6051.15389824
257,2,Dask,6076.71713829
258,2,Dask,6082.40890503
259,2,Dask,6091.80188179
260,2,Dask,6125.02193451
261,2,Dask,6130.67102432
262,2,Dask,6150.26402473
263,2,Dask,6179.48889732
264,2,Dask,6173.48694801
265,2,Dask,6171.12493515
266,2,Dask,6197.11995125
267,2,Dask,6226.45807266
268,2,Dask,6238.81316185
269,2,Dask,6266.91389084
270,2,Dask,6293.64299774
271,2,Dask,6354.92801666
272,2,Dask,6478.07502747
273,2,Dask,6480.8139801
274,2,Dask,6526.38292313
275,2,Dask,6655.93719482
276,2,Dask,6734.27295685
277,2,Dask,6753.90481949
278,2,Dask,6778.7771225
279,2,Dask,6782.30905533
280,2,Dask,6847.51296043
281,2,Dask,6846.2228775
282,2,Dask,6942.30890274
283,2,Dask,7037.61696815
284,2,Dask,7159.76190567
285,2,Dask,7253.82590294
286,2,Dask,7456.68196678
287,2,Dask,7543.02000999
288,2,Dask,5771.23713493
289,2,Dask,5827.69298553
290,2,Dask,5839.06006813
291,2,Dask,5852.3440361
292,2,Dask,5854.21204567
293,2,Dask,5869.34995651
294,2,Dask,5878.81207466
295,2,Dask,5878.50499153
296,2,Dask,5903.37395668
297,2,Dask,5914.4961834
298,2,Dask,5919.05403137
299,2,Dask,5945.57404518
300,2,Dask,5949.17488098
301,2,Dask,5961.94005013
302,2,Dask,5989.67194557
303,2,Dask,6059.60512161
304,2,Dask,6060.02783775
305,2,Dask,6066.89286232
306,2,Dask,6082.93890953
307,2,Dask,6139.98007774
308,2,Dask,6178.647995
309,2,Dask,6187.05797195
310,2,Dask,6211.36689186
311,2,Dask,6213.71412277
312,2,Dask,6211.36188507
313,2,Dask,6208.09602737
314,2,Dask,6230.45086861
315,2,Dask,6245.2070713
316,2,Dask,6243.59989166
317,2,Dask,6272.74703979
318,2,Dask,6311.71607971
319,2,Dask,6354.47692871
320,2,Dask,6353.56783867
321,2,Dask,6369.49396133
322,2,Dask,6373.84605408
323,2,Dask,6376.56283379
324,2,Dask,6372.82299995
325,2,Dask,6393.11099052
326,2,Dask,6419.55709457
327,2,Dask,6513.97299767
328,2,Dask,6563.91501427
329,2,Dask,6583.55808258
330,2,Dask,6603.84702682
331,2,Dask,6766.49999619
332,2,Dask,6849.55692291
333,2,Dask,6990.04292488
334,2,Dask,7428.07888985
335,2,Dask,7500.35691261
336,2,Dask,5865.41295052
337,2,Dask,5888.0238533
338,2,Dask,5993.77012253
339,2,Dask,6035.91680527
340,2,Dask,6047.64795303
341,2,Dask,6056.05602264
342,2,Dask,6053.40385437
343,2,Dask,6071.43998146
344,2,Dask,6071.1991787
345,2,Dask,6084.05184746
346,2,Dask,6083.14585686
347,2,Dask,6082.42988586
348,2,Dask,6090.99006653
349,2,Dask,6091.98498726
350,2,Dask,6099.36904907
351,2,Dask,6113.6610508
352,2,Dask,6132.91692734
353,2,Dask,6150.92396736
354,2,Dask,6159.26480293
355,2,Dask,6163.81907463
356,2,Dask,6175.01091957
357,2,Dask,6173.95091057
358,2,Dask,6192.39997864
359,2,Dask,6200.86503029
360,2,Dask,6214.75410461
361,2,Dask,6228.12700272
362,2,Dask,6247.55215645
363,2,Dask,6276.16477013
364,2,Dask,6288.93089294
365,2,Dask,6309.79800224
366,2,Dask,6310.66298485
367,2,Dask,6354.03394699
368,2,Dask,6374.19104576
369,2,Dask,6393.56303215
370,2,Dask,6418.49207878
371,2,Dask,6442.07310677
372,2,Dask,6469.59710121
373,2,Dask,6488.67106438
374,2,Dask,6528.69987488
375,2,Dask,6539.61801529
376,2,Dask,6542.8519249
377,2,Dask,6552.74200439
378,2,Dask,6574.2328167
379,2,Dask,6629.50515747
380,2,Dask,6641.9839859
381,2,Dask,6648.2360363
382,2,Dask,7061.25497818
383,2,Dask,7311.40184402
384,2,Dask,5798.93994331
385,2,Dask,5841.25089645
386,2,Dask,5862.2879982
387,2,Dask,5878.55792046
388,2,Dask,5870.50104141
389,2,Dask,5878.96108627
390,2,Dask,5902.5349617
391,2,Dask,5929.45384979
392,2,Dask,5950.20008087
393,2,Dask,5959.97190475
394,2,Dask,5978.39593887
395,2,Dask,5980.83996773
396,2,Dask,6017.18497276
397,2,Dask,6023.73194695
398,2,Dask,6028.69701385
399,2,Dask,6046.00906372
400,2,Dask,6044.91710663
401,2,Dask,6105.33881187
402,2,Dask,6109.22384262
403,2,Dask,6119.0328598
404,2,Dask,6125.28300285
405,2,Dask,6137.35890388
406,2,Dask,6147.09210396
407,2,Dask,6151.76296234
408,2,Dask,6157.2740078
409,2,Dask,6151.8509388
410,2,Dask,6083.62483978
411,2,Dask,6190.11282921
412,2,Dask,6197.84402847
413,2,Dask,6188.48514557
414,2,Dask,6140.29693604
415,2,Dask,6246.96111679
416,2,Dask,6299.87001419
417,2,Dask,6328.82714272
418,2,Dask,6328.12404633
419,2,Dask,6368.15214157
420,2,Dask,6375.82397461
421,2,Dask,6392.54713058
422,2,Dask,6336.90500259
423,2,Dask,6458.94789696
424,2,Dask,6508.96692276
425,2,Dask,6577.97694206
426,2,Dask,6712.10694313
427,2,Dask,6746.95801735
428,2,Dask,6757.27701187
429,2,Dask,7456.07089996
430,2,Dask,7626.49607658
431,2,Dask,8161.85593605
432,2,Dask,5789.24202919
433,2,Dask,5801.4318943
434,2,Dask,5805.77898026
435,2,Dask,5810.31012535
436,2,Dask,5824.78189468
437,2,Dask,5871.12116814
438,2,Dask,5921.25201225
439,2,Dask,5966.95590019
440,2,Dask,5987.36786842
441,2,Dask,6064.71705437
442,2,Dask,6066.26796722
443,2,Dask,6078.40204239
444,2,Dask,6107.66196251
445,2,Dask,6113.97504807
446,2,Dask,6082.6690197
447,2,Dask,6173.52604866
448,2,Dask,6220.11590004
449,2,Dask,6231.27698898
450,2,Dask,6290.2879715
451,2,Dask,6492.89798737
452,2,Dask,5803.61008644
453,2,Dask,6647.76611328
454,2,Dask,6728.93595695
455,2,Dask,6063.19189072
456,2,Dask,6095.98898888
457,2,Dask,6103.55710983
458,2,Dask,6218.90091896
459,2,Dask,6877.20894814
460,2,Dask,5995.30291557
461,2,Dask,6314.57901001
462,2,Dask,6209.1088295
463,2,Dask,6151.13091469
464,2,Dask,6207.13996887
465,2,Dask,6321.15006447
466,2,Dask,7010.45012474
467,2,Dask,6241.0390377
468,2,Dask,6091.19391441
469,2,Dask,6292.46807098
470,2,Dask,6246.39105797
471,2,Dask,6159.71684456
472,2,Dask,6436.84697151
473,2,Dask,6582.37504959
474,2,Dask,6452.65102386
475,2,Dask,6435.84704399
476,2,Dask,6680.98688126
477,2,Dask,6535.51006317
478,2,Dask,6550.48704147
479,2,Dask,7509.00697708
480,2,Dask,5829.36191559
481,2,Dask,5912.20283508
482,2,Dask,5923.80619049
483,2,Dask,5919.98910904
484,2,Dask,5975.02684593
485,2,Dask,5978.02495956
486,2,Dask,5976.9308567
487,2,Dask,5981.54592514
488,2,Dask,5984.93814468
489,2,Dask,5992.4697876
490,2,Dask,6039.75486755
491,2,Dask,6036.00287437
492,2,Dask,6061.22493744
493,2,Dask,6090.76595306
494,2,Dask,6121.05989456
495,2,Dask,6122.14994431
496,2,Dask,6129.00090218
497,2,Dask,6134.47904587
498,2,Dask,6146.46983147
499,2,Dask,6148.95296097
500,2,Dask,6169.52300072
501,2,Dask,6179.04400826
502,2,Dask,6189.99218941
503,2,Dask,6186.80596352
504,2,Dask,6267.54903793
505,2,Dask,6284.68704224
506,2,Dask,6295.98498344
507,2,Dask,6321.45094872
508,2,Dask,6318.77398491
509,2,Dask,6325.41894913
510,2,Dask,6333.63509178
511,2,Dask,6344.2709446
512,2,Dask,6350.34179688
513,2,Dask,6362.6871109
514,2,Dask,6381.35695457
515,2,Dask,6409.59119797
516,2,Dask,6425.71282387
517,2,Dask,6444.01907921
518,2,Dask,6500.63586235
519,2,Dask,6514.06908035
520,2,Dask,6533.07414055
521,2,Dask,6536.90600395
522,2,Dask,6559.61585045
523,2,Dask,6565.68908691
524,2,Dask,6636.68990135
525,2,Dask,6685.15396118
526,2,Dask,6731.50086403
527,2,Dask,8100.21400452
528,2,Dask,5814.35799599
529,2,Dask,5821.49004936
530,2,Dask,5837.45384216
531,2,Dask,5851.21297836
532,2,Dask,5861.17100716
533,2,Dask,5867.63095856
534,2,Dask,5904.3841362
535,2,Dask,5904.48307991
536,2,Dask,5989.19296265
537,2,Dask,5984.97605324
538,2,Dask,6005.42283058
539,2,Dask,6009.62305069
540,2,Dask,6027.02212334
541,2,Dask,6044.86584663
542,2,Dask,6033.97488594
543,2,Dask,6060.72688103
544,2,Dask,6051.87511444
545,2,Dask,6083.36305618
546,2,Dask,6095.94202042
547,2,Dask,6124.32098389
548,2,Dask,6111.64116859
549,2,Dask,6133.43596458
550,2,Dask,6148.60105515
551,2,Dask,6188.92383575
552,2,Dask,6254.43506241
553,2,Dask,6249.17507172
554,2,Dask,6260.28299332
555,2,Dask,6283.15401077
556,2,Dask,6311.22398376
557,2,Dask,6349.80797768
558,2,Dask,6396.82579041
559,2,Dask,6405.75695038
560,2,Dask,6405.47800064
561,2,Dask,6429.66794968
562,2,Dask,6474.47395325
563,2,Dask,6486.61494255
564,2,Dask,6511.98387146
565,2,Dask,6523.88620377
566,2,Dask,6534.23190117
567,2,Dask,6546.34094238
568,2,Dask,6557.67607689
569,2,Dask,6641.19315147
570,2,Dask,6663.41996193
571,2,Dask,6723.7200737
572,2,Dask,6731.64105415
573,2,Dask,6799.3850708
574,2,Dask,7091.52197838
575,2,Dask,8335.07418633
576,2,Dask,5829.70786095
577,2,Dask,5838.01698685
578,2,Dask,5853.91402245
579,2,Dask,5901.70693398
580,2,Dask,5902.67395973
581,2,Dask,5923.99001122
582,2,Dask,5930.00197411
583,2,Dask,5927.31881142
584,2,Dask,5931.13899231
585,2,Dask,5951.89809799
586,2,Dask,5963.77706528
587,2,Dask,5965.0349617
588,2,Dask,5966.36915207
589,2,Dask,5972.33200073
590,2,Dask,5986.17196083
591,2,Dask,6006.82616234
592,2,Dask,6005.22518158
593,2,Dask,6015.76185226
594,2,Dask,6024.76286888
595,2,Dask,6035.08806229
596,2,Dask,6033.36191177
597,2,Dask,6038.64502907
598,2,Dask,6046.90980911
