,Duration,Framework,Nodes,Optimization
0,2060840.0,MPIC++,1,0
1,2054170.0,MPIC++,1,0
2,2063990.0,MPIC++,1,0
3,2062620.0,MPIC++,1,0
4,2054530.0,MPIC++,1,0
5,2058980.0,MPIC++,1,0
6,2057390.0,MPIC++,1,0
7,2053440.0,MPIC++,1,0
8,2064860.0,MPIC++,1,0
9,2073140.0,MPIC++,1,0
10,2065560.0,MPIC++,1,0
11,2065970.0,MPIC++,1,0
12,2077010.0,MPIC++,1,0
13,2070260.0,MPIC++,1,0
14,2062370.0,MPIC++,1,0
15,2087630.0,MPIC++,1,0
16,2073570.0,MPIC++,1,0
17,2069230.0,MPIC++,1,0
18,2067200.0,MPIC++,1,0
19,2067080.0,MPIC++,1,0
20,2066280.0,MPIC++,1,0
21,2065620.0,MPIC++,1,0
22,2064800.0,MPIC++,1,0
23,2069170.0,MPIC++,1,0
24,2060080.0,MPIC++,1,0
25,2058430.0,MPIC++,1,0
26,2056660.0,MPIC++,1,0
27,2070030.0,MPIC++,1,0
28,2060750.0,MPIC++,1,0
29,2057670.0,MPIC++,1,0
30,2061140.0,MPIC++,1,0
31,2064740.0,MPIC++,1,0
32,2067300.0,MPIC++,1,0
33,2061650.0,MPIC++,1,0
34,2072500.0,MPIC++,1,0
35,2058860.0,MPIC++,1,0
36,2080460.0,MPIC++,1,0
37,2069710.0,MPIC++,1,0
38,2070020.0,MPIC++,1,0
39,2074430.0,MPIC++,1,0
40,2061170.0,MPIC++,1,0
41,2073150.0,MPIC++,1,0
42,2066540.0,MPIC++,1,0
43,2073290.0,MPIC++,1,0
44,2071920.0,MPIC++,1,0
45,2070270.0,MPIC++,1,0
46,2081920.0,MPIC++,1,0
47,2078980.0,MPIC++,1,0
48,2047860.0,MPIC++,1,0
49,2079270.0,MPIC++,1,0
50,2059980.0,MPIC++,1,0
51,2064450.0,MPIC++,1,0
52,2060180.0,MPIC++,1,0
53,2050460.0,MPIC++,1,0
54,2066990.0,MPIC++,1,0
55,2058070.0,MPIC++,1,0
56,2054500.0,MPIC++,1,0
57,2057310.0,MPIC++,1,0
58,2055580.0,MPIC++,1,0
59,2073800.0,MPIC++,1,0
60,2075610.0,MPIC++,1,0
61,2085930.0,MPIC++,1,0
62,2067600.0,MPIC++,1,0
63,2060940.0,MPIC++,1,0
64,2067680.0,MPIC++,1,0
65,2066470.0,MPIC++,1,0
66,2116100.0,MPIC++,1,0
67,2077740.0,MPIC++,1,0
68,2080120.0,MPIC++,1,0
69,2067670.0,MPIC++,1,0
70,2066670.0,MPIC++,1,0
71,2077000.0,MPIC++,1,0
72,2059070.0,MPIC++,1,0
73,2074330.0,MPIC++,1,0
74,2059810.0,MPIC++,1,0
75,2064600.0,MPIC++,1,0
76,2058500.0,MPIC++,1,0
77,2056510.0,MPIC++,1,0
78,2053240.0,MPIC++,1,0
79,2061410.0,MPIC++,1,0
80,2086280.0,MPIC++,1,0
81,2062850.0,MPIC++,1,0
82,2055590.0,MPIC++,1,0
83,2067120.0,MPIC++,1,0
84,2090910.0,MPIC++,1,0
85,2064100.0,MPIC++,1,0
86,2070170.0,MPIC++,1,0
87,2097950.0,MPIC++,1,0
88,2066620.0,MPIC++,1,0
89,2065010.0,MPIC++,1,0
90,2070760.0,MPIC++,1,0
91,2067940.0,MPIC++,1,0
92,2069410.0,MPIC++,1,0
93,2069070.0,MPIC++,1,0
94,2068130.0,MPIC++,1,0
95,2070910.0,MPIC++,1,0
96,2060080.0,MPIC++,1,0
97,2058690.0,MPIC++,1,0
98,2057750.0,MPIC++,1,0
99,2064760.0,MPIC++,1,0
100,2160440.0,MPIC++,1,0
101,2058910.0,MPIC++,1,0
102,2059370.0,MPIC++,1,0
103,2065910.0,MPIC++,1,0
104,2061800.0,MPIC++,1,0
105,2059240.0,MPIC++,1,0
106,2048180.0,MPIC++,1,0
107,2069460.0,MPIC++,1,0
108,2084820.0,MPIC++,1,0
109,2070840.0,MPIC++,1,0
110,2061890.0,MPIC++,1,0
111,2070410.0,MPIC++,1,0
112,2069010.0,MPIC++,1,0
113,2085890.0,MPIC++,1,0
114,2061630.0,MPIC++,1,0
115,2070540.0,MPIC++,1,0
116,2063280.0,MPIC++,1,0
117,2071370.0,MPIC++,1,0
118,2082850.0,MPIC++,1,0
119,2070470.0,MPIC++,1,0
120,2057030.0,MPIC++,1,0
121,2056500.0,MPIC++,1,0
122,2056900.0,MPIC++,1,0
123,2056760.0,MPIC++,1,0
124,2055550.0,MPIC++,1,0
125,2057210.0,MPIC++,1,0
126,2054180.0,MPIC++,1,0
127,2059370.0,MPIC++,1,0
128,2062090.0,MPIC++,1,0
129,2064100.0,MPIC++,1,0
130,2064010.0,MPIC++,1,0
131,2057200.0,MPIC++,1,0
132,2092500.0,MPIC++,1,0
133,2070820.0,MPIC++,1,0
134,2067330.0,MPIC++,1,0
135,2067850.0,MPIC++,1,0
136,2062550.0,MPIC++,1,0
137,2069640.0,MPIC++,1,0
138,2078950.0,MPIC++,1,0
139,2079870.0,MPIC++,1,0
140,2072500.0,MPIC++,1,0
141,2079740.0,MPIC++,1,0
142,2075020.0,MPIC++,1,0
143,2085020.0,MPIC++,1,0
144,2060520.0,MPIC++,1,0
145,2058320.0,MPIC++,1,0
146,2058380.0,MPIC++,1,0
147,2057030.0,MPIC++,1,0
148,2067640.0,MPIC++,1,0
149,2056210.0,MPIC++,1,0
150,2058250.0,MPIC++,1,0
151,2052690.0,MPIC++,1,0
152,2064190.0,MPIC++,1,0
153,2053990.0,MPIC++,1,0
154,2071380.0,MPIC++,1,0
155,2063180.0,MPIC++,1,0
156,2081000.0,MPIC++,1,0
157,2078950.0,MPIC++,1,0
158,2075600.0,MPIC++,1,0
159,2069930.0,MPIC++,1,0
160,2064390.0,MPIC++,1,0
161,2070440.0,MPIC++,1,0
162,2065460.0,MPIC++,1,0
163,2059260.0,MPIC++,1,0
164,2068730.0,MPIC++,1,0
165,2066770.0,MPIC++,1,0
166,2083950.0,MPIC++,1,0
167,2092570.0,MPIC++,1,0
168,2075490.0,MPIC++,1,0
169,2061880.0,MPIC++,1,0
170,2058450.0,MPIC++,1,0
171,2060470.0,MPIC++,1,0
172,2053880.0,MPIC++,1,0
173,2060040.0,MPIC++,1,0
174,2065860.0,MPIC++,1,0
175,2058510.0,MPIC++,1,0
176,2077380.0,MPIC++,1,0
177,2082280.0,MPIC++,1,0
178,2063650.0,MPIC++,1,0
179,2059660.0,MPIC++,1,0
180,2081250.0,MPIC++,1,0
181,2069910.0,MPIC++,1,0
182,2067380.0,MPIC++,1,0
183,2069080.0,MPIC++,1,0
184,2067320.0,MPIC++,1,0
185,2069260.0,MPIC++,1,0
186,2061220.0,MPIC++,1,0
187,2072890.0,MPIC++,1,0
188,2082720.0,MPIC++,1,0
189,2068320.0,MPIC++,1,0
190,2067170.0,MPIC++,1,0
191,2068040.0,MPIC++,1,0
192,2055890.0,MPIC++,1,0
193,2062720.0,MPIC++,1,0
194,2054260.0,MPIC++,1,0
195,2061190.0,MPIC++,1,0
196,2050660.0,MPIC++,1,0
197,2066380.0,MPIC++,1,0
198,2066500.0,MPIC++,1,0
199,2054900.0,MPIC++,1,0
200,2068620.0,MPIC++,1,0
201,2052250.0,MPIC++,1,0
202,2058160.0,MPIC++,1,0
203,2067590.0,MPIC++,1,0
204,2080620.0,MPIC++,1,0
205,2068980.0,MPIC++,1,0
206,2064520.0,MPIC++,1,0
207,2058360.0,MPIC++,1,0
208,2068010.0,MPIC++,1,0
209,2065250.0,MPIC++,1,0
210,2091270.0,MPIC++,1,0
211,2072710.0,MPIC++,1,0
212,2070650.0,MPIC++,1,0
213,2066440.0,MPIC++,1,0
214,2071000.0,MPIC++,1,0
215,2074920.0,MPIC++,1,0
216,2061730.0,MPIC++,1,0
217,2067110.0,MPIC++,1,0
218,2059770.0,MPIC++,1,0
219,2059680.0,MPIC++,1,0
220,2057460.0,MPIC++,1,0
221,2054040.0,MPIC++,1,0
222,2054220.0,MPIC++,1,0
223,2059380.0,MPIC++,1,0
224,2062390.0,MPIC++,1,0
225,2061590.0,MPIC++,1,0
226,2058460.0,MPIC++,1,0
227,2061870.0,MPIC++,1,0
228,2077620.0,MPIC++,1,0
229,2068140.0,MPIC++,1,0
230,2070500.0,MPIC++,1,0
231,2080150.0,MPIC++,1,0
232,2073880.0,MPIC++,1,0
233,2058850.0,MPIC++,1,0
234,2069760.0,MPIC++,1,0
235,2075700.0,MPIC++,1,0
236,2066330.0,MPIC++,1,0
237,2068480.0,MPIC++,1,0
238,2071460.0,MPIC++,1,0
239,2072730.0,MPIC++,1,0
240,1386000.0,MPIC++,1,1
241,1395040.0,MPIC++,1,1
242,1393280.0,MPIC++,1,1
243,1394100.0,MPIC++,1,1
244,1389940.0,MPIC++,1,1
245,1386210.0,MPIC++,1,1
246,1390110.0,MPIC++,1,1
247,1387540.0,MPIC++,1,1
248,1392920.0,MPIC++,1,1
249,1390070.0,MPIC++,1,1
250,1396950.0,MPIC++,1,1
251,1409050.0,MPIC++,1,1
252,1434470.0,MPIC++,1,1
253,1395600.0,MPIC++,1,1
254,1415080.0,MPIC++,1,1
255,1400030.0,MPIC++,1,1
256,1399430.0,MPIC++,1,1
