,Duration,Framework,Nodes,Optimization
0,136217000.0,MPIC++,1,2
1,135910000.0,MPIC++,1,2
2,136192000.0,MPIC++,1,2
3,135922000.0,MPIC++,1,2
4,135862000.0,MPIC++,1,2
5,135885000.0,MPIC++,1,2
6,135943000.0,MPIC++,1,2
7,135862000.0,MPIC++,1,2
8,135867000.0,MPIC++,1,2
9,135859000.0,MPIC++,1,2
10,135892000.0,MPIC++,1,2
11,136098000.0,MPIC++,1,2
12,135056000.0,MPIC++,1,2
13,134812000.0,MPIC++,1,2
14,134768000.0,MPIC++,1,2
15,134697000.0,MPIC++,1,2
16,134801000.0,MPIC++,1,2
17,134686000.0,MPIC++,1,2
18,134733000.0,MPIC++,1,2
19,134724000.0,MPIC++,1,2
20,134995000.0,MPIC++,1,2
21,134705000.0,MPIC++,1,2
22,134752000.0,MPIC++,1,2
23,134748000.0,MPIC++,1,2
24,137508000.0,MPIC++,1,2
25,137205000.0,MPIC++,1,2
26,137254000.0,MPIC++,1,2
27,137255000.0,MPIC++,1,2
28,137197000.0,MPIC++,1,2
29,137312000.0,MPIC++,1,2
30,137234000.0,MPIC++,1,2
31,137221000.0,MPIC++,1,2
32,137190000.0,MPIC++,1,2
33,137489000.0,MPIC++,1,2
34,137214000.0,MPIC++,1,2
35,137338000.0,MPIC++,1,2
36,136878000.0,MPIC++,1,2
37,136729000.0,MPIC++,1,2
38,136708000.0,MPIC++,1,2
39,136624000.0,MPIC++,1,2
40,136592000.0,MPIC++,1,2
41,136598000.0,MPIC++,1,2
42,136568000.0,MPIC++,1,2
43,136633000.0,MPIC++,1,2
44,136744000.0,MPIC++,1,2
45,136660000.0,MPIC++,1,2
46,136653000.0,MPIC++,1,2
47,136652000.0,MPIC++,1,2
48,136262000.0,MPIC++,1,2
49,136038000.0,MPIC++,1,2
50,136092000.0,MPIC++,1,2
51,136077000.0,MPIC++,1,2
52,136106000.0,MPIC++,1,2
53,136122000.0,MPIC++,1,2
54,136225000.0,MPIC++,1,2
55,136072000.0,MPIC++,1,2
56,136187000.0,MPIC++,1,2
57,136213000.0,MPIC++,1,2
58,136291000.0,MPIC++,1,2
59,136198000.0,MPIC++,1,2
60,135077000.0,MPIC++,1,2
61,134770000.0,MPIC++,1,2
62,134755000.0,MPIC++,1,2
63,134819000.0,MPIC++,1,2
64,134775000.0,MPIC++,1,2
65,134705000.0,MPIC++,1,2
66,134728000.0,MPIC++,1,2
67,134741000.0,MPIC++,1,2
68,134802000.0,MPIC++,1,2
69,134777000.0,MPIC++,1,2
70,134730000.0,MPIC++,1,2
71,134715000.0,MPIC++,1,2
72,137299000.0,MPIC++,1,2
73,137281000.0,MPIC++,1,2
74,137312000.0,MPIC++,1,2
75,137226000.0,MPIC++,1,2
76,137541000.0,MPIC++,1,2
77,137358000.0,MPIC++,1,2
78,137319000.0,MPIC++,1,2
79,137414000.0,MPIC++,1,2
80,137272000.0,MPIC++,1,2
81,137289000.0,MPIC++,1,2
82,137344000.0,MPIC++,1,2
83,137247000.0,MPIC++,1,2
84,136733000.0,MPIC++,1,2
85,136627000.0,MPIC++,1,2
86,136573000.0,MPIC++,1,2
87,136494000.0,MPIC++,1,2
88,136574000.0,MPIC++,1,2
89,136508000.0,MPIC++,1,2
90,136518000.0,MPIC++,1,2
91,136579000.0,MPIC++,1,2
92,136614000.0,MPIC++,1,2
93,136526000.0,MPIC++,1,2
94,136644000.0,MPIC++,1,2
95,136620000.0,MPIC++,1,2
96,137176000.0,MPIC++,1,2
97,137184000.0,MPIC++,1,2
98,137264000.0,MPIC++,1,2
99,137097000.0,MPIC++,1,2
100,137107000.0,MPIC++,1,2
101,137298000.0,MPIC++,1,2
102,137165000.0,MPIC++,1,2
103,137153000.0,MPIC++,1,2
104,137094000.0,MPIC++,1,2
105,137093000.0,MPIC++,1,2
106,137098000.0,MPIC++,1,2
107,137128000.0,MPIC++,1,2
108,136847000.0,MPIC++,1,2
109,136654000.0,MPIC++,1,2
110,136721000.0,MPIC++,1,2
111,136792000.0,MPIC++,1,2
112,136656000.0,MPIC++,1,2
113,136903000.0,MPIC++,1,2
114,136647000.0,MPIC++,1,2
115,136654000.0,MPIC++,1,2
116,136699000.0,MPIC++,1,2
117,136706000.0,MPIC++,1,2
118,136708000.0,MPIC++,1,2
119,136645000.0,MPIC++,1,2
120,136276000.0,MPIC++,1,2
121,136027000.0,MPIC++,1,2
122,136039000.0,MPIC++,1,2
123,136028000.0,MPIC++,1,2
124,136020000.0,MPIC++,1,2
125,136228000.0,MPIC++,1,2
126,136025000.0,MPIC++,1,2
127,135990000.0,MPIC++,1,2
128,136275000.0,MPIC++,1,2
129,135989000.0,MPIC++,1,2
130,135965000.0,MPIC++,1,2
131,136062000.0,MPIC++,1,2
132,134730000.0,MPIC++,1,2
133,134582000.0,MPIC++,1,2
134,134543000.0,MPIC++,1,2
135,134632000.0,MPIC++,1,2
136,134477000.0,MPIC++,1,2
137,134562000.0,MPIC++,1,2
138,134451000.0,MPIC++,1,2
139,134453000.0,MPIC++,1,2
140,134771000.0,MPIC++,1,2
141,134492000.0,MPIC++,1,2
142,134593000.0,MPIC++,1,2
143,134497000.0,MPIC++,1,2
144,136072000.0,MPIC++,1,2
145,135686000.0,MPIC++,1,2
146,135640000.0,MPIC++,1,2
147,135614000.0,MPIC++,1,2
148,135656000.0,MPIC++,1,2
149,135838000.0,MPIC++,1,2
150,135856000.0,MPIC++,1,2
151,135732000.0,MPIC++,1,2
152,135742000.0,MPIC++,1,2
153,135633000.0,MPIC++,1,2
154,135805000.0,MPIC++,1,2
155,135765000.0,MPIC++,1,2
156,134752000.0,MPIC++,1,2
157,134544000.0,MPIC++,1,2
158,134544000.0,MPIC++,1,2
159,134536000.0,MPIC++,1,2
160,134599000.0,MPIC++,1,2
161,134516000.0,MPIC++,1,2
162,134525000.0,MPIC++,1,2
163,134570000.0,MPIC++,1,2
164,134835000.0,MPIC++,1,2
165,134522000.0,MPIC++,1,2
166,134591000.0,MPIC++,1,2
167,134521000.0,MPIC++,1,2
168,135832000.0,MPIC++,1,2
169,135730000.0,MPIC++,1,2
170,136046000.0,MPIC++,1,2
171,135750000.0,MPIC++,1,2
172,135931000.0,MPIC++,1,2
173,135776000.0,MPIC++,1,2
174,135859000.0,MPIC++,1,2
175,136060000.0,MPIC++,1,2
176,135847000.0,MPIC++,1,2
177,135954000.0,MPIC++,1,2
178,135801000.0,MPIC++,1,2
179,135914000.0,MPIC++,1,2
180,135035000.0,MPIC++,1,2
181,134868000.0,MPIC++,1,2
182,134656000.0,MPIC++,1,2
183,134669000.0,MPIC++,1,2
184,134794000.0,MPIC++,1,2
185,134747000.0,MPIC++,1,2
186,134700000.0,MPIC++,1,2
187,134673000.0,MPIC++,1,2
188,134809000.0,MPIC++,1,2
189,134707000.0,MPIC++,1,2
190,134792000.0,MPIC++,1,2
191,134697000.0,MPIC++,1,2
192,135908000.0,MPIC++,1,2
193,135887000.0,MPIC++,1,2
194,135854000.0,MPIC++,1,2
195,135842000.0,MPIC++,1,2
196,135806000.0,MPIC++,1,2
197,135904000.0,MPIC++,1,2
198,135944000.0,MPIC++,1,2
199,135915000.0,MPIC++,1,2
200,135853000.0,MPIC++,1,2
201,135860000.0,MPIC++,1,2
202,136163000.0,MPIC++,1,2
203,136046000.0,MPIC++,1,2
204,134606000.0,MPIC++,1,2
205,134542000.0,MPIC++,1,2
206,134512000.0,MPIC++,1,2
207,134549000.0,MPIC++,1,2
208,134482000.0,MPIC++,1,2
209,134458000.0,MPIC++,1,2
210,134447000.0,MPIC++,1,2
211,134479000.0,MPIC++,1,2
212,134571000.0,MPIC++,1,2
213,134479000.0,MPIC++,1,2
214,134488000.0,MPIC++,1,2
215,134384000.0,MPIC++,1,2
216,135584000.0,MPIC++,1,2
217,135468000.0,MPIC++,1,2
218,135448000.0,MPIC++,1,2
219,135543000.0,MPIC++,1,2
220,135447000.0,MPIC++,1,2
221,135746000.0,MPIC++,1,2
222,135526000.0,MPIC++,1,2
223,135467000.0,MPIC++,1,2
224,135521000.0,MPIC++,1,2
225,135537000.0,MPIC++,1,2
226,135437000.0,MPIC++,1,2
227,135450000.0,MPIC++,1,2
228,134675000.0,MPIC++,1,2
229,134363000.0,MPIC++,1,2
230,134305000.0,MPIC++,1,2
231,134440000.0,MPIC++,1,2
232,134375000.0,MPIC++,1,2
233,134627000.0,MPIC++,1,2
234,134418000.0,MPIC++,1,2
235,134326000.0,MPIC++,1,2
236,134318000.0,MPIC++,1,2
237,134288000.0,MPIC++,1,2
238,134350000.0,MPIC++,1,2
239,134280000.0,MPIC++,1,2
240,246834000.0,MPIC++,2,2
241,247762000.0,MPIC++,2,2
242,247487000.0,MPIC++,2,2
243,251025000.0,MPIC++,2,2
244,246215000.0,MPIC++,2,2
245,246850000.0,MPIC++,2,2
246,249540000.0,MPIC++,2,2
247,247500000.0,MPIC++,2,2
248,247681000.0,MPIC++,2,2
249,247341000.0,MPIC++,2,2
250,248593000.0,MPIC++,2,2
251,245936000.0,MPIC++,2,2
252,246191000.0,MPIC++,2,2
253,246021000.0,MPIC++,2,2
254,246188000.0,MPIC++,2,2
255,246397000.0,MPIC++,2,2
256,271957000.0,MPIC++,2,2
257,246256000.0,MPIC++,2,2
258,246017000.0,MPIC++,2,2
259,246013000.0,MPIC++,2,2
260,246155000.0,MPIC++,2,2
261,245949000.0,MPIC++,2,2
262,245930000.0,MPIC++,2,2
263,272087000.0,MPIC++,2,2
264,246032000.0,MPIC++,2,2
265,245965000.0,MPIC++,2,2
266,245842000.0,MPIC++,2,2
267,245880000.0,MPIC++,2,2
268,245730000.0,MPIC++,2,2
269,246014000.0,MPIC++,2,2
270,245842000.0,MPIC++,2,2
271,246073000.0,MPIC++,2,2
272,246031000.0,MPIC++,2,2
273,245948000.0,MPIC++,2,2
274,245814000.0,MPIC++,2,2
275,246762000.0,MPIC++,2,2
276,247624000.0,MPIC++,2,2
277,248275000.0,MPIC++,2,2
278,248678000.0,MPIC++,2,2
