,Nodes,Framework,Duration
0,1,Dask,52886.6090775
1,1,Dask,55629.709959
2,1,Dask,56284.828186
3,1,Dask,56311.3088608
4,1,Dask,56352.891922
5,1,Dask,56439.5170212
6,1,Dask,56498.0618954
7,1,Dask,56491.8751717
8,1,Dask,56546.216011
9,1,Dask,56567.8730011
10,1,Dask,56601.8679142
11,1,Dask,56763.1890774
12,1,Dask,56781.4040184
13,1,Dask,56904.4339657
14,1,Dask,56925.0290394
15,1,Dask,56934.664011
16,1,Dask,56984.3361378
17,1,Dask,57019.5500851
18,1,Dask,57051.3818264
19,1,Dask,57175.7149696
20,1,Dask,57250.2110004
21,1,Dask,59197.2329617
22,1,Dask,62087.2349739
23,1,Dask,65341.2079811
24,1,Dask,57056.8180084
25,1,Dask,57208.6970806
26,1,Dask,57289.493084
27,1,Dask,70637.7520561
28,1,Dask,70657.0730209
29,1,Dask,71007.6019764
30,1,Dask,71069.8239803
31,1,Dask,71179.0289879
32,1,Dask,71293.017149
33,1,Dask,71312.1170998
34,1,Dask,71354.6600342
35,1,Dask,71383.4700584
36,1,Dask,71471.1449146
37,1,Dask,71478.7979126
38,1,Dask,71478.8000584
39,1,Dask,71517.4310207
40,1,Dask,71706.2599659
41,1,Dask,72288.3279324
42,1,Dask,72359.7278595
43,1,Dask,72606.6319942
44,1,Dask,72717.0629501
45,1,Dask,73067.6879883
46,1,Dask,73803.5829067
47,1,Dask,82872.9350567
48,1,Dask,56216.2261009
49,1,Dask,57028.1670094
50,1,Dask,70819.8959827
51,1,Dask,71149.5230198
52,1,Dask,71314.5728111
53,1,Dask,71488.7971878
54,1,Dask,71503.704071
55,1,Dask,71615.5309677
56,1,Dask,71671.0708141
57,1,Dask,71709.5429897
58,1,Dask,71864.5200729
59,1,Dask,72094.5520401
60,1,Dask,72189.9149418
61,1,Dask,72243.1921959
62,1,Dask,72434.2751503
63,1,Dask,72448.0929375
64,1,Dask,72710.3571892
65,1,Dask,72965.2769566
66,1,Dask,73079.3349743
67,1,Dask,73125.6330013
68,1,Dask,73219.399929
69,1,Dask,73334.0570927
70,1,Dask,73630.8169365
71,1,Dask,88962.5930786
72,1,Dask,56001.6920567
73,1,Dask,57546.1599827
74,1,Dask,70499.4051456
75,1,Dask,70923.55299
76,1,Dask,71453.6221027
77,1,Dask,71459.3720436
78,1,Dask,71584.0330124
79,1,Dask,71779.9649239
80,1,Dask,71891.1249638
81,1,Dask,71944.6568489
