,Duration,Framework,Nodes,Optimization
0,8169940.0,MPIC++,1,0
1,8189260.0,MPIC++,1,0
2,8161530.0,MPIC++,1,0
3,8183740.0,MPIC++,1,0
4,8172610.0,MPIC++,1,0
5,8145930.0,MPIC++,1,0
6,8149000.0,MPIC++,1,0
7,8160940.0,MPIC++,1,0
8,8179750.0,MPIC++,1,0
9,8187630.0,MPIC++,1,0
10,8191510.0,MPIC++,1,0
11,8194990.0,MPIC++,1,0
12,8253950.0,MPIC++,1,0
13,8187870.0,MPIC++,1,0
14,8146680.0,MPIC++,1,0
15,8178650.0,MPIC++,1,0
16,8167150.0,MPIC++,1,0
17,8220350.0,MPIC++,1,0
18,8148470.0,MPIC++,1,0
19,8148280.0,MPIC++,1,0
20,8158210.0,MPIC++,1,0
21,8170540.0,MPIC++,1,0
22,8190180.0,MPIC++,1,0
23,8178490.0,MPIC++,1,0
24,8230360.0,MPIC++,1,0
25,8244480.0,MPIC++,1,0
26,8282410.0,MPIC++,1,0
27,8231150.0,MPIC++,1,0
28,8235090.0,MPIC++,1,0
29,8282010.0,MPIC++,1,0
30,8199780.0,MPIC++,1,0
31,8215860.0,MPIC++,1,0
32,8233020.0,MPIC++,1,0
33,8257500.0,MPIC++,1,0
34,8285970.0,MPIC++,1,0
35,8246070.0,MPIC++,1,0
36,8227340.0,MPIC++,1,0
37,8194910.0,MPIC++,1,0
38,8197480.0,MPIC++,1,0
39,8185550.0,MPIC++,1,0
40,8121880.0,MPIC++,1,0
41,8172450.0,MPIC++,1,0
42,8159760.0,MPIC++,1,0
43,8293910.0,MPIC++,1,0
44,8187700.0,MPIC++,1,0
45,8175670.0,MPIC++,1,0
46,8152780.0,MPIC++,1,0
47,8113110.0,MPIC++,1,0
48,8231920.0,MPIC++,1,0
49,8222610.0,MPIC++,1,0
50,8213990.0,MPIC++,1,0
51,8214740.0,MPIC++,1,0
52,8211780.0,MPIC++,1,0
53,8222830.0,MPIC++,1,0
54,8207750.0,MPIC++,1,0
