,Duration,Framework,Nodes,Optimization
0,68070800.0,MPIC++,1,2
1,67922000.0,MPIC++,1,2
2,67911600.0,MPIC++,1,2
3,67937400.0,MPIC++,1,2
4,67920600.0,MPIC++,1,2
5,67949200.0,MPIC++,1,2
6,67915200.0,MPIC++,1,2
7,67882300.0,MPIC++,1,2
8,67908900.0,MPIC++,1,2
9,68064100.0,MPIC++,1,2
10,67927200.0,MPIC++,1,2
11,67993000.0,MPIC++,1,2
12,66997200.0,MPIC++,1,2
13,67031700.0,MPIC++,1,2
14,66954900.0,MPIC++,1,2
15,66961300.0,MPIC++,1,2
16,66960100.0,MPIC++,1,2
17,66959400.0,MPIC++,1,2
18,66940700.0,MPIC++,1,2
19,67009100.0,MPIC++,1,2
20,67015400.0,MPIC++,1,2
21,67034600.0,MPIC++,1,2
22,66994100.0,MPIC++,1,2
23,66954100.0,MPIC++,1,2
24,68566900.0,MPIC++,1,2
25,68475800.0,MPIC++,1,2
26,68552400.0,MPIC++,1,2
27,68452900.0,MPIC++,1,2
28,68469800.0,MPIC++,1,2
29,68447500.0,MPIC++,1,2
30,68445400.0,MPIC++,1,2
31,68468400.0,MPIC++,1,2
32,68490400.0,MPIC++,1,2
33,68462000.0,MPIC++,1,2
34,68430100.0,MPIC++,1,2
35,68442600.0,MPIC++,1,2
36,67262200.0,MPIC++,1,2
37,67060400.0,MPIC++,1,2
38,67087500.0,MPIC++,1,2
39,67090100.0,MPIC++,1,2
40,67197700.0,MPIC++,1,2
41,67078200.0,MPIC++,1,2
42,67133800.0,MPIC++,1,2
43,67336800.0,MPIC++,1,2
44,67057500.0,MPIC++,1,2
45,67057100.0,MPIC++,1,2
46,67042700.0,MPIC++,1,2
47,67074600.0,MPIC++,1,2
48,69609700.0,MPIC++,1,2
49,69524700.0,MPIC++,1,2
50,69474900.0,MPIC++,1,2
51,69494400.0,MPIC++,1,2
52,69500600.0,MPIC++,1,2
53,69484800.0,MPIC++,1,2
54,69532200.0,MPIC++,1,2
55,69599100.0,MPIC++,1,2
56,69485800.0,MPIC++,1,2
57,69549200.0,MPIC++,1,2
58,69506400.0,MPIC++,1,2
59,69488400.0,MPIC++,1,2
60,67840000.0,MPIC++,1,2
61,67805400.0,MPIC++,1,2
62,67735900.0,MPIC++,1,2
63,67787700.0,MPIC++,1,2
64,67792600.0,MPIC++,1,2
65,67719700.0,MPIC++,1,2
66,67722100.0,MPIC++,1,2
67,67742100.0,MPIC++,1,2
68,67713400.0,MPIC++,1,2
69,67732000.0,MPIC++,1,2
70,67763700.0,MPIC++,1,2
71,67727900.0,MPIC++,1,2
72,69005700.0,MPIC++,1,2
73,68993200.0,MPIC++,1,2
74,68908600.0,MPIC++,1,2
75,68893000.0,MPIC++,1,2
76,68866500.0,MPIC++,1,2
77,68962300.0,MPIC++,1,2
78,68864000.0,MPIC++,1,2
79,68880000.0,MPIC++,1,2
80,68845200.0,MPIC++,1,2
81,68879400.0,MPIC++,1,2
82,68947700.0,MPIC++,1,2
83,68876700.0,MPIC++,1,2
84,67450600.0,MPIC++,1,2
85,67362000.0,MPIC++,1,2
86,67394400.0,MPIC++,1,2
87,67389500.0,MPIC++,1,2
88,67340200.0,MPIC++,1,2
89,67341800.0,MPIC++,1,2
90,67373900.0,MPIC++,1,2
91,67347500.0,MPIC++,1,2
92,67370900.0,MPIC++,1,2
93,67349300.0,MPIC++,1,2
94,67338000.0,MPIC++,1,2
95,67363800.0,MPIC++,1,2
96,68534800.0,MPIC++,1,2
97,68501900.0,MPIC++,1,2
98,68525700.0,MPIC++,1,2
99,68573100.0,MPIC++,1,2
100,68454900.0,MPIC++,1,2
101,68538700.0,MPIC++,1,2
102,68455400.0,MPIC++,1,2
103,68438200.0,MPIC++,1,2
104,68430000.0,MPIC++,1,2
105,68453000.0,MPIC++,1,2
106,68448300.0,MPIC++,1,2
107,68499000.0,MPIC++,1,2
108,67323000.0,MPIC++,1,2
109,67327500.0,MPIC++,1,2
110,67247000.0,MPIC++,1,2
111,67262800.0,MPIC++,1,2
112,67220600.0,MPIC++,1,2
113,67262500.0,MPIC++,1,2
114,67215200.0,MPIC++,1,2
115,67215800.0,MPIC++,1,2
116,67229300.0,MPIC++,1,2
117,67308800.0,MPIC++,1,2
118,67285600.0,MPIC++,1,2
119,67216500.0,MPIC++,1,2
120,68180000.0,MPIC++,1,2
121,68168800.0,MPIC++,1,2
122,68166700.0,MPIC++,1,2
123,68157900.0,MPIC++,1,2
124,68237200.0,MPIC++,1,2
125,68277800.0,MPIC++,1,2
126,68163400.0,MPIC++,1,2
127,68141200.0,MPIC++,1,2
128,68167600.0,MPIC++,1,2
129,68156100.0,MPIC++,1,2
130,68191300.0,MPIC++,1,2
131,68203900.0,MPIC++,1,2
