TIMESTAMP        home1-RQ         home1-RD         home1-WR         work-RQ          work-RD          work-WR          scratch-RQ       scratch-RD       scratch-WR       
1483662225        2982033          4822371653        278768254        2208577           1173323621737    76495446413       793118           157788585569      182583813996     
1483662227        2982033          4822371653        278768254        2208577           1173323621737    76495446413       793167           157788589557      182583816125     
1483662228        2982033          4822371653        278768254        2208577           1173323621737    76495446413       793216           157788593545      182583818255     
1483662229        2982045          4822378973        278768254        2208577           1173323621737    76495446413       793272           157788605433      182583822353     
1483662230        2982053          4822380181        278768254        2208577           1173323621737    76495446413       793351           157788629277      182583829441     
1483662231        2982053          4822380181        278768254        2208577           1173323621737    76495446413       793415           157788653105      182583836529     
1483662232        2982053          4822380181        278768254        2208577           1173323621737    76495446413       793480           157788676937      182583843618     
1483662233        2982053          4822380181        278768254        2208577           1173323621737    76495446413       793567           157956836227      182583850696     
1483662234        2982057          4822380181        278768254        2208577           1173323621737    76495446413       793696           158148701787      182583857780     
1483662236        2982057          4822380181        278768254        2208577           1173323621737    76495446413       793760           158173891443      182583864865     
1483662237        2982057          4822380181        278768254        2208577           1173323621737    76495446413       793824           158199081099      182583871945     
1483662238        2982057          4822380181        278768254        2208577           1173323621737    76495446413       793888           158228465059      182583879030     
1483662239        2982057          4822380181        278768254        2208577           1173323621737    76495446413       793952           158253654715      182583886115     
1483662240        2982057          4822380181        278768254        2208577           1173323621737    76495446413       794016           158274650067      182583893201     
1483662241        2982057          4822380181        278768254        2208577           1173323621737    76495446413       794080           158304034027      182583900285     
1483662242        2982057          4822380181        278768254        2208577           1173323621737    76495446413       794144           158333417987      182583907367     
1483662243        2982057          4822380181        278768254        2208577           1173323621737    76495446413       794208           158354413339      182583914453     
1483662245        2982061          4822380181        278768254        2208577           1173323621737    76495446413       794272           158413157427      182583921538     
1483662246        2982061          4822380181        278768254        2208577           1173323621737    76495446413       794336           158455124299      182583928623     
1483662247        2982061          4822380181        278768254        2208577           1173323621737    76495446413       794400           158484508259      182583935706     
1483662248        2982061          4822380181        278768254        2208577           1173323621737    76495446413       794464           158513892219      182583942792     
1483662249        2982061          4822380181        278768254        2208577           1173323621737    76495446413       794528           158534887571      182583949877     
1483662250        2982061          4822380181        278768254        2208577           1173323621737    76495446413       794592           158581048747      182583956962     
1483662251        2982061          4822380181        278768254        2208577           1173323621737    76495446413       794656           158614627011      182583964047     
1483662252        2982061          4822380181        278768254        2208577           1173323621737    76495446413       794720           158664982479      182583971129     
1483662253        2982063          4822380181        278768254        2208577           1173323621737    76495446413       794784           158690172123      182583978209     
1483662255        2982067          4822380181        278768254        2208577           1173323621737    76495446413       794848           158719556083      182583985294     
1483662256        2982067          4822380181        278768254        2208577           1173323621737    76495446413       794912           158736357131      182583992380     
1483662257        2982067          4822380181        278768254        2208577           1173323621737    76495446413       794976           158761546787      182583999466     
1483662258        2982067          4822380181        278768254        2208577           1173323621737    76495446413       795040           158790930747      182584006551     
1483662259        2982072          4822380181        278768254        2208577           1173323621737    76495446413       795110           158811926099      182584013636     
1483662260        2982072          4822380181        278768254        2208577           1173323621737    76495446413       795174           158841310059      182584020720     
1483662261        2982072          4822380181        278768254        2208578           1173323621737    76495446413       795238           158862305411      182584027804     
1483662262        2982072          4822380181        278768254        2208578           1173323621737    76495446413       795302           158891689371      182584034890     
1483662264        2982074          4822380181        278768254        2208578           1173323621737    76495446413       795366           158908490419      182584041975     
1483662265        2982076          4822380181        278768254        2208578           1173323621737    76495446413       795440           158942068683      182584049058     
1483662266        2982076          4822380181        278768254        2208578           1173323621737    76495446413       795504           158958869731      182584056143     
1483662267        2982076          4822380181        278768254        2208578           1173323621737    76495446413       795568           158984059387      182584063227     
1483662268        2982076          4822380181        278768254        2208578           1173323621737    76495446413       795632           158992471827      182584070311     
1483662269        2982076          4822380181        278768254        2208578           1173323621737    76495446413       795704           159026050091      182584077396     
1483662270        2982076          4822380181        278768254        2208578           1173323621737    76495446413       795768           159068016963      182584084478     
1483662271        2982076          4822380181        278768254        2208578           1173323621737    76495446413       795832           159093206619      182584091563     
1483662273        2982076          4822380181        278768254        2208578           1173323621737    76495446413       795896           159118396275      182584098648     
1483662274        2982080          4822380181        278768254        2208578           1173323621737    76495446413       795960           159151974539      182584105733     
1483662275        2982080          4822380181        278768254        2208578           1173323621737    76495446413       796034           159181358499      182584112819     
1483662276        2982080          4822380181        278768254        2208578           1173323621737    76495446413       796098           159202353851      182584119905     
1483662277        2982080          4822380181        278768254        2208578           1173323621737    76495446413       796162           159223349203      182584126989     
1483662278        2982080          4822380181        278768254        2208578           1173323621737    76495446413       796226           159244344555      182584134073     
1483662279        2982080          4822380181        278768254        2208578           1173323621737    76495446413       796298           159273728515      182584141158     
1483662280        2982080          4822380181        278768254        2208578           1173323621737    76495446413       796362           159298918171      182584148244     
1483662282        2982080          4822380181        278768254        2208578           1173323621737    76495446413       796426           159328302131      182584155328     
1483662283        2982080          4822380181        278768254        2208578           1173323621737    76495446413       796490           159366074699      182584162412     
1483662284        2982082          4822380181        278768254        2208578           1173323621737    76495446413       796564           159391264355      182584169497     
