['watershed_multi-05e471d0-5a2c-4830-ba26-185a31421d50', 'processing', 'memory', 'tcp://10.21.251.253:37301', 47566029092608, [['deserialize', 1527519672.651781, 1527519678.450651], ['compute', 1527519678.4521396, 1527522029.3517647]]]
['watershed_multi-0615f283-89f1-471f-8e68-505a927568af', 'processing', 'memory', 'tcp://10.21.251.253:37949', 47565022197504, [['deserialize', 1527519672.652227, 1527519678.462756], ['compute', 1527519678.465449, 1527522037.717505]]]
['watershed_multi-044384ef-fabd-4c45-87d2-a2fd7e958209', 'processing', 'memory', 'tcp://10.21.251.253:36178', 47568243427072, [['deserialize', 1527519672.65088, 1527519678.425725], ['compute', 1527519678.426762, 1527522037.863183]]]
['watershed_multi-09500fba-1b30-4078-a4c3-b743fdcb74cb', 'processing', 'memory', 'tcp://10.21.251.253:38836', 47566230157056, [['deserialize', 1527519672.652453, 1527519678.572614], ['compute', 1527519678.5741336, 1527522041.8737266]]]
['watershed_multi-10fe7f5a-3dc9-415b-995b-25f53091206f', 'processing', 'memory', 'tcp://10.21.251.253:44903', 47568847410944, [['deserialize', 1527519672.653766, 1527519678.587439], ['compute', 1527519678.588495, 1527522045.41367]]]
['watershed_multi-0fc2af4c-17e3-40b1-a79f-b859b7db5edc', 'processing', 'memory', 'tcp://10.21.251.253:40939', 47569048733440, [['deserialize', 1527519672.653092, 1527519678.399176], ['compute', 1527519678.4002085, 1527522045.5174694]]]
['watershed_multi-0b521d6d-f48f-4fa7-8971-9b9a862dd22e', 'processing', 'memory', 'tcp://10.21.251.253:39955', 47568042096384, [['deserialize', 1527519672.65267, 1527519680.202455], ['compute', 1527519680.237827, 1527522047.2914762]]]
['watershed_multi-0ecafa95-5321-44bd-9696-920802a4221e', 'processing', 'memory', 'tcp://10.21.251.253:40379', 47566431483648, [['deserialize', 1527519672.652944, 1527519679.950506], ['compute', 1527519679.9516256, 1527522063.6252174]]]
['watershed_multi-0540b3e4-55f0-4fef-bdce-da7aaf98cd8a', 'processing', 'memory', 'tcp://10.21.251.253:36815', 47565626177280, [['deserialize', 1527519672.651301, 1527519678.656142], ['compute', 1527519678.6571906, 1527522064.9118996]]]
['watershed_multi-04456f77-35d4-4a0d-819a-3a13222163a3', 'processing', 'memory', 'tcp://10.21.251.253:36779', 47567840757504, [['deserialize', 1527519672.651116, 1527519679.037463], ['compute', 1527519679.085339, 1527522065.806181]]]
['watershed_multi-040ea804-8ed4-4f6b-89ba-48dab1281e9b', 'processing', 'memory', 'tcp://10.21.251.253:35180', 47567639455488, [['deserialize', 1527519672.650657, 1527519678.751239], ['compute', 1527519678.7560775, 1527522067.7131996]]]
['watershed_multi-025e7e3a-fb74-4ad3-b490-e3cf5012b1ec', 'processing', 'memory', 'tcp://10.21.251.253:36793', 47564883330816, [['deserialize', 1527519672.650198, 1527519678.419872], ['compute', 1527519678.4211447, 1527522068.1520166]]]
['watershed_multi-0602948b-7330-45ab-9abe-1ce422451955', 'processing', 'memory', 'tcp://10.21.251.253:37747', 47567438370560, [['deserialize', 1527519672.652047, 1527519678.837321], ['compute', 1527519678.8705745, 1527522071.5179324]]]
['watershed_multi-0131953c-f3e5-497b-be83-2c0bfc635887', 'processing', 'memory', 'tcp://10.21.251.253:33588', 47566834136832, [['deserialize', 1527519672.649549, 1527519678.485653], ['compute', 1527519678.486758, 1527522074.451114]]]
['watershed_multi-00150988-8224-4d59-a9da-9d1da9c6678f', 'processing', 'memory', 'tcp://10.21.251.253:32836', 47565022197504, [['deserialize', 1527519672.6493, 1527519678.438938], ['compute', 1527519678.4401815, 1527522074.4907465]]]
['watershed_multi-108e6e91-d221-4a66-9c45-dbb421899d04', 'processing', 'memory', 'tcp://10.21.251.253:42542', 47567036512000, [['deserialize', 1527519672.653571, 1527519678.678545], ['compute', 1527519678.680078, 1527522079.42358]]]
['watershed_multi-0ff47e92-e0c0-4c5b-a87f-f63df1f18f30', 'processing', 'memory', 'tcp://10.21.251.253:41467', 47564955064064, [['deserialize', 1527519672.653337, 1527519678.508989], ['compute', 1527519678.510601, 1527522080.784946]]]
['watershed_multi-11ef0e0f-0bd2-4374-9830-e0ab0b8a0f64', 'processing', 'memory', 'tcp://10.21.251.253:46590', 47565827503872, [['deserialize', 1527519672.654338, 1527519678.613369], ['compute', 1527519678.614451, 1527522081.116425]]]
['watershed_multi-05aa1d21-7809-4c8a-93c5-5f746399538c', 'processing', 'memory', 'tcp://10.21.251.253:37023', 47565424850688, [['deserialize', 1527519672.65166, 1527519678.456943], ['compute', 1527519678.4583416, 1527522081.9691455]]]
['watershed_multi-12540c8b-f380-475b-94e8-155368c783fc', 'processing', 'memory', 'tcp://10.21.251.253:46673', 47565223524096, [['deserialize', 1527519672.654557, 1527519678.711785], ['compute', 1527519678.712906, 1527522111.414013]]]
['watershed_multi-01a5b142-9ee0-4016-ad5c-49e0f196a50b', 'processing', 'memory', 'tcp://10.21.251.253:36641', 47566632810240, [['deserialize', 1527519672.649977, 1527519678.623232], ['compute', 1527519678.6246219, 1527522202.696404]]]
['watershed_multi-11aac06c-84f7-4cf7-97d0-82c536c7af10', 'processing', 'memory', 'tcp://10.21.251.253:45297', 47568646338304, [['deserialize', 1527519672.654116, 1527519678.472028], ['compute', 1527519678.4730742, 1527522254.198934]]]
['watershed_multi-013ac5bd-fedf-4977-a9fb-f149ac5315ec', 'processing', 'memory', 'tcp://10.21.251.253:35248', 47568444757760, [['deserialize', 1527519672.649737, 1527519678.410213], ['compute', 1527519678.4116738, 1527522284.2887998]]]
['watershed_multi-02dda7e1-deef-4510-80d7-7203bc45505b', 'processing', 'memory', 'tcp://10.21.251.253:32953', 47567236798208, [['deserialize', 1527519672.650462, 1527519678.953633], ['compute', 1527519678.9590497, 1527522321.3085155]]]
['watershed_multi-2b2262c5-938d-4dc3-9c08-3fd787e07a02', 'processing', 'memory', 'tcp://10.21.251.253:39955', 47568042096384, [['compute', 1527522047.2976835, 1527524366.8670113]]]
['watershed_multi-24d83ad6-9fa2-4b73-91dd-a812990d6992', 'processing', 'memory', 'tcp://10.21.251.253:37301', 47566029092608, [['compute', 1527522029.3537326, 1527524392.8261347]]]
['watershed_multi-2f9d8835-de2c-4922-a656-1f9f6c9a00a1', 'processing', 'memory', 'tcp://10.21.251.253:40939', 47569048733440, [['compute', 1527522045.6864092, 1527524401.022313]]]
['watershed_multi-1e37daa6-fb02-4419-8143-78a1fbfad7f3', 'processing', 'memory', 'tcp://10.21.251.253:36178', 47568243427072, [['compute', 1527522037.8878224, 1527524420.1794493]]]
['watershed_multi-353ff45e-df17-490a-a2ba-d55069d1f655', 'processing', 'memory', 'tcp://10.21.251.253:44903', 47568847410944, [['compute', 1527522045.560145, 1527524426.9014459]]]
['watershed_multi-2b6226a3-2aa4-4621-84ad-c71bb3e603fb', 'processing', 'memory', 'tcp://10.21.251.253:40379', 47566431483648, [['compute', 1527522063.6302948, 1527524431.381388]]]
['watershed_multi-1ffd3b3d-5cee-4a31-9727-e12a03e6beab', 'processing', 'memory', 'tcp://10.21.251.253:36779', 47567840757504, [['compute', 1527522065.8396578, 1527524432.7959077]]]
['watershed_multi-1cd0cea9-397d-4458-b02c-2d6b44c2617e', 'processing', 'memory', 'tcp://10.21.251.253:33588', 47566834136832, [['compute', 1527522074.4707165, 1527524445.4311366]]]
['watershed_multi-1d4b0b1c-c8fb-42e7-bf10-2bdcefdf5d2a', 'processing', 'memory', 'tcp://10.21.251.253:35180', 47567639455488, [['compute', 1527522067.8102915, 1527524447.7909806]]]
['watershed_multi-1b2c4733-177f-4bf9-8d26-79fe6517c2db', 'processing', 'memory', 'tcp://10.21.251.253:32836', 47565022197504, [['compute', 1527522074.4981477, 1527524448.8898218]]]
['watershed_multi-201dd4c8-8a98-4fe1-b508-87e54dcd437d', 'processing', 'memory', 'tcp://10.21.251.253:36793', 47564883330816, [['compute', 1527522068.1524608, 1527524458.084689]]]
['watershed_multi-24f8e9d1-11fd-4050-a7fa-8d352cfc7cdd', 'processing', 'memory', 'tcp://10.21.251.253:37747', 47567438370560, [['compute', 1527522071.5210783, 1527524466.8936615]]]
['watershed_multi-22f3fbc9-c1a3-45a3-8562-3dea9052612d', 'processing', 'memory', 'tcp://10.21.251.253:37023', 47565424850688, [['compute', 1527522081.9715428, 1527524487.8235867]]]
['watershed_multi-3115f48d-75a4-423b-978f-03240dbbea68', 'processing', 'memory', 'tcp://10.21.251.253:41467', 47564955064064, [['compute', 1527522080.7803195, 1527524500.3610654]]]
['watershed_multi-268fec3d-a18c-4b9d-bb3d-c7f9e3a599a5', 'processing', 'memory', 'tcp://10.21.251.253:37949', 47565022197504, [['compute', 1527522037.7139685, 1527524556.1768656]]]
['watershed_multi-21af1360-1fde-424e-90a0-5418150a710b', 'processing', 'memory', 'tcp://10.21.251.253:36815', 47565626177280, [['compute', 1527522064.9357212, 1527524557.4806452]]]
['watershed_multi-2a0112b8-9f7d-4a9e-8b89-920efd547041', 'processing', 'memory', 'tcp://10.21.251.253:38836', 47566230157056, [['compute', 1527522041.8776689, 1527524566.667396]]]
['watershed_multi-37383d8f-d759-4d57-b382-1613202543f6', 'processing', 'memory', 'tcp://10.21.251.253:46590', 47565827503872, [['compute', 1527522081.1193519, 1527524627.0731747]]]
['watershed_multi-3b45affb-6f69-4dfb-9883-7bb27405d541', 'processing', 'memory', 'tcp://10.21.251.253:46673', 47565223524096, [['compute', 1527522111.462581, 1527524650.426847]]]
['watershed_multi-1da93825-1133-4024-8604-9f739328e6f3', 'processing', 'memory', 'tcp://10.21.251.253:35248', 47568444757760, [['compute', 1527522284.2947383, 1527524657.5605404]]]
['watershed_multi-3462bf49-71f9-44cf-ad5b-235d8a06d310', 'processing', 'memory', 'tcp://10.21.251.253:42542', 47567036512000, [['compute', 1527522079.4289865, 1527524660.3924224]]]
['watershed_multi-1eec66e3-9a6b-4df1-9857-d12965bea550', 'processing', 'memory', 'tcp://10.21.251.253:36641', 47566632810240, [['compute', 1527522202.722597, 1527524687.7868018]]]
['watershed_multi-3691d5a9-d236-4831-aef3-25022114947b', 'processing', 'memory', 'tcp://10.21.251.253:45297', 47568646338304, [['compute', 1527522254.2020836, 1527524708.4686205]]]
['watershed_multi-1ccf1117-04e7-4190-8148-46c1a748b78c', 'processing', 'memory', 'tcp://10.21.251.253:32953', 47567236798208, [['compute', 1527522321.3193579, 1527524713.397527]]]
['watershed_multi-41ea1ed2-7c8e-4b3f-bc16-33c7d1f1626b', 'processing', 'memory', 'tcp://10.21.251.253:37301', 47566029092608, [['compute', 1527524392.841603, 1527526741.558862]]]
['watershed_multi-4e0eca03-7d83-4f18-9169-cb8d62c77790', 'processing', 'memory', 'tcp://10.21.251.253:40939', 47569048733440, [['compute', 1527524400.994931, 1527526745.383769]]]
['watershed_multi-3fcebae4-1050-47fe-a6ca-2c59796f5c33', 'processing', 'memory', 'tcp://10.21.251.253:36779', 47567840757504, [['compute', 1527524432.7807136, 1527526782.3687127]]]
['watershed_multi-4c707122-9838-4549-b248-34140a3952c9', 'processing', 'memory', 'tcp://10.21.251.253:40379', 47566431483648, [['compute', 1527524431.3956296, 1527526800.4250717]]]
['watershed_multi-3c4a662a-3751-4429-9443-d6d56e7cf886', 'processing', 'memory', 'tcp://10.21.251.253:33588', 47566834136832, [['compute', 1527524445.423294, 1527526823.759004]]]
['watershed_multi-402cef4f-e1a7-429a-a012-59df1d8dd88d', 'processing', 'memory', 'tcp://10.21.251.253:36793', 47564883330816, [['compute', 1527524458.0881386, 1527526830.8316014]]]
['watershed_multi-3b7c8af7-a88c-4a84-8429-3052f44f0dda', 'processing', 'memory', 'tcp://10.21.251.253:32836', 47565022197504, [['compute', 1527524448.8911304, 1527526850.1308084]]]
['watershed_multi-4adca6db-a83d-42bf-9811-55856abd681c', 'processing', 'memory', 'tcp://10.21.251.253:39955', 47568042096384, [['compute', 1527524366.8093948, 1527526856.489518]]]
