t,count
1508280415,0
1508280425,0
1508280435,0
1508280445,0
1508280455,0
1508280465,0
1508280475,0
1508280485,0
1508280495,0
1508280505,0
1508280515,0
1508280525,0
1508280535,0
1508280545,0
1508280555,0
1508280565,0
1508280575,0
1508280585,0
1508280595,0
1508280605,0
1508280615,0
1508280625,0
1508280635,0
1508280645,0
1508280655,0
1508280665,0
1508280675,0
1508280685,0
1508280695,0
1508280705,0
1508280715,0
1508280725,0
1508280735,0
1508280745,0
1508280755,0
1508280765,0
1508280775,0
1508280785,0
1508280795,0
1508280805,0
1508280815,0
1508280825,0
1508280835,0
1508280845,0
1508280855,0
1508280865,0
1508280875,0
1508280885,0
1508280895,0
1508280905,0
1508280915,0
1508280925,0
1508280935,0
1508280945,0
1508280955,0
1508280965,0
1508280975,0
1508280985,0
1508280995,0
1508281005,0
1508281015,0
1508281025,0
1508281035,0
1508281045,0
1508281055,0
1508281065,0
1508281075,0
1508281085,0
1508281095,0
1508281105,0
1508281115,0
1508281125,0
1508281135,0
1508281145,0
1508281155,0
1508281165,0
1508281175,0
1508281185,0
1508281195,0
1508281205,0
1508281215,0
1508281225,0
1508281235,0
1508281245,0
1508281255,0
1508281265,0
1508281275,0
1508281285,0
1508281295,0
1508281305,0
1508281315,0
1508281325,0
1508281335,0
1508281345,0
1508281355,0
1508281365,0
1508281375,0
1508281385,0
1508281395,0
1508281405,0
1508281415,0
1508281425,0
1508281435,0
1508281445,0
1508281455,0
1508281465,0
1508281475,0
1508281485,0
1508281495,0
1508281505,0
1508281515,0
1508281525,0
1508281535,0
1508281545,0
1508281555,0
1508281565,0
1508281575,0
1508281585,0
1508281595,0
1508281605,0
1508281615,0
1508281625,0
1508281635,0
1508281645,0
1508281655,0
1508281665,0
1508281675,0
1508281685,0
1508281695,0
1508281705,0
1508281715,0
1508281725,0
1508281735,0
1508281745,0
1508281755,0
1508281765,0
1508281775,0
1508281785,0
1508281795,0
1508281805,0
1508281815,0
1508281825,0
1508281835,0
1508281845,0
1508281855,0
1508281865,0
1508281875,0
1508281885,0
1508281895,0
1508281905,0
1508281915,0
1508281925,0
1508281935,0
1508281945,0
1508281955,0
1508281965,0
1508281975,0
1508281985,0
1508281995,0
1508282005,0
1508282015,0
1508282025,0
1508282035,0
1508282045,0
1508282055,0
1508282065,0
1508282075,0
1508282085,0
1508282095,0
1508282105,0
1508282115,0
1508282125,0
1508282135,0
1508282145,0
1508282155,0
1508282165,0
1508282175,0
1508282185,0
1508282195,0
1508282205,0
1508282215,0
1508282225,0
1508282235,0
1508282245,0
1508282255,0
1508282265,0
1508282275,0
1508282285,0
1508282295,0
1508282305,0
1508282315,0
1508282325,0
1508282335,0
1508282345,0
1508282355,0
1508282365,0
1508282375,0
1508282385,0
1508282395,0
1508282405,0
1508282415,0
1508282425,0
1508282435,0
1508282445,0
1508282455,0
1508282465,0
1508282475,0
1508282485,0
1508282495,0
1508282505,0
1508282515,0
1508282525,0
1508282535,0
1508282545,0
1508282555,0
1508282565,0
1508282575,0
1508282585,0
1508282595,0
1508282605,0
1508282615,0
1508282625,0
1508282635,0
1508282645,0
1508282655,0
1508282665,0
1508282675,0
1508282685,0
1508282695,0
1508282705,0
1508282715,0
1508282725,0
1508282735,0
1508282745,0
1508282755,0
1508282765,0
1508282775,0
1508282785,0
1508282795,0
1508282805,0
1508282815,0
1508282825,0
1508282835,0
1508282845,0
1508282855,0
1508282865,0
1508282875,0
1508282885,0
1508282895,0
1508282905,0
1508282915,0
1508282925,0
1508282935,0
1508282945,0
1508282955,0
1508282965,0
1508282975,0
1508282985,0
1508282995,0
1508283005,0
1508283015,0
1508283025,0
1508283035,0
1508283045,0
