t,count
1508283055,0
1508283065,0
1508283075,0
1508283085,0
1508283095,0
1508283105,0
1508283115,0
1508283125,0
1508283135,0
1508283145,0
1508283155,0
1508283165,0
1508283175,0
1508283185,0
1508283195,0
1508283205,0
1508283215,0
1508283225,0
1508283235,0
1508283245,0
1508283255,0
1508283265,0
1508283275,0
1508283285,0
1508283295,0
1508283305,0
1508283315,0
1508283325,0
1508283335,0
1508283345,0
1508283355,0
1508283365,0
1508283375,0
1508283385,0
1508283395,0
1508283405,0
1508283415,0
1508283425,0
1508283435,0
1508283445,0
1508283455,0
1508283465,0
1508283475,0
1508283485,0
1508283495,0
1508283505,0
1508283515,0
1508283525,0
1508283535,0
1508283545,0
1508283555,0
1508283565,0
1508283575,0
1508283585,0
1508283595,0
1508283605,0
1508283615,0
1508283625,0
1508283635,0
1508283645,0
1508283655,0
1508283665,0
1508283675,0
1508283685,0
1508283695,0
1508283705,0
1508283715,0
1508283725,0
1508283735,0
1508283745,0
1508283755,0
1508283765,0
1508283775,0
1508283785,0
1508283795,0
1508283805,0
1508283815,0
1508283825,0
1508283835,0
1508283845,0
1508283855,0
1508283865,0
1508283875,0
1508283885,0
1508283895,0
1508283905,0
1508283915,0
1508283925,0
1508283935,0
1508283945,0
1508283955,0
1508283965,0
1508283975,0
1508283985,0
1508283995,0
1508284005,0
1508284015,0
1508284025,0
1508284035,0
1508284045,0
1508284055,0
1508284065,0
1508284075,0
1508284085,0
1508284095,0
1508284105,0
1508284115,0
1508284125,0
1508284135,0
1508284145,0
1508284155,0
1508284165,0
1508284175,0
1508284185,0
1508284195,0
1508284205,0
1508284215,0
1508284225,0
1508284235,0
1508284245,0
1508284255,0
1508284265,0
1508284275,0
1508284285,0
1508284295,0
1508284305,0
1508284315,0
1508284325,0
1508284335,0
1508284345,0
1508284355,0
1508284365,0
1508284375,0
1508284385,0
1508284395,0
1508284405,0
1508284415,0
1508284425,0
1508284435,0
1508284445,0
1508284455,0
1508284465,0
1508284475,0
1508284485,0
1508284495,0
1508284505,0
1508284515,0
1508284525,0
1508284535,0
1508284545,0
1508284555,0
1508284565,0
1508284575,0
1508284585,0
1508284595,0
1508284605,0
1508284615,0
1508284625,0
1508284635,0
1508284645,0
1508284655,0
1508284665,0
1508284675,0
1508284685,0
1508284695,0
1508284705,0
1508284715,0
1508284725,0
1508284735,0
1508284745,0
1508284755,0
1508284765,0
1508284775,0
1508284785,0
1508284795,0
1508284805,0
1508284815,0
1508284825,0
1508284835,0
1508284845,0
1508284855,0
1508284865,0
1508284875,0
1508284885,0
1508284895,0
1508284905,0
1508284915,0
1508284925,0
1508284935,0
1508284945,0
1508284955,0
1508284965,0
1508284975,0
1508284985,0
1508284995,0
1508285005,0
1508285015,0
1508285025,0
1508285035,0
1508285045,0
1508285055,0
1508285065,0
1508285075,0
1508285085,0
1508285095,0
1508285105,0
1508285115,0
1508285125,0
1508285135,0
1508285145,0
1508285155,0
1508285165,0
1508285175,0
1508285185,0
1508285195,0
1508285205,0
1508285215,0
1508285225,0
1508285235,0
1508285245,0
1508285255,0
1508285265,0
1508285275,0
1508285285,0
1508285295,0
1508285305,0
1508285315,0
1508285325,0
1508285335,0
1508285345,0
1508285355,0
1508285365,0
1508285375,0
1508285385,0
1508285395,0
1508285405,0
1508285415,0
1508285425,0
1508285435,0
1508285445,0
1508285455,0
1508285465,0
1508285475,0
1508285485,0
1508285495,0
1508285505,0
1508285515,0
1508285525,0
1508285535,0
1508285545,0
1508285555,0
1508285565,0
1508285575,0
1508285585,0
1508285595,0
1508285605,0
1508285615,0
1508285625,0
1508285635,0
1508285645,0
1508285655,0
1508285665,0
1508285675,0
1508285685,0
1508285695,0
1508285705,0
1508285715,0
1508285725,0
1508285735,0
1508285745,0
1508285755,0
1508285765,0
1508285775,0
1508285785,0
1508285795,0
1508285805,0
1508285815,0
1508285825,0
1508285835,0
1508285845,0
1508285855,0
1508285865,0
1508285875,0
1508285885,0
1508285895,0
1508285905,0
1508285915,0
1508285925,0
1508285935,0
1508285945,0
1508285955,0
1508285965,0
1508285975,0
1508285985,0
1508285995,0
1508286005,0
1508286015,0
1508286025,0
1508286035,0
1508286045,0
1508286055,0
1508286065,0
1508286075,0
1508286085,0
1508286095,0
1508286105,0
1508286115,0
1508286125,0
1508286135,0
1508286145,0
1508286155,0
1508286165,0
1508286175,0
1508286185,0
1508286195,0
1508286205,0
1508286215,0
1508286225,0
1508286235,0
1508286245,0
1508286255,0
1508286265,0
1508286275,0
1508286285,0
1508286295,0
1508286305,0
1508286315,0
1508286325,0
1508286335,0
1508286345,0
1508286355,0
1508286365,0
1508286375,0
1508286385,0
1508286395,0
1508286405,0
1508286415,0
1508286425,0
1508286435,0
1508286445,0
1508286455,0
1508286465,0
1508286475,0
1508286485,0
1508286495,0
1508286505,0
1508286515,0
1508286525,0
1508286535,0
1508286545,0
1508286555,0
1508286565,0
1508286575,0
1508286582,0
