#TIME Node0_NumHit Node1_NumHit Node0_NumMiss Node1_NumMiss Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1483662516 133899998 259110251 67478 110120 133890999 259093657 76477 126714 14729.72 13459.13 1604.89 2924.85
1483662517 133900027 259110283 67478 110120 133891028 259093689 76477 126714 14728.62 13459.40 1605.65 2924.60
1483662518 133900058 259110315 67478 110120 133891059 259093721 76477 126714 14729.21 13459.11 1605.04 2924.51
1483662519 133900090 259110346 67478 110120 133891091 259093753 76477 126714 14728.69 13459.09 1605.55 2924.59
1483662520 133900121 259110377 67478 110120 133891122 259093783 76477 126714 14728.82 13459.05 1605.73 2924.96
1483662521 133900151 259110410 67478 110120 133891152 259093817 76477 126714 14728.83 13459.28 1605.01 2925.11
1483662522 133900180 259110442 67478 110120 133891182 259093849 76477 126714 14729.01 13458.43 1605.68 2925.57
1483662523 133900211 259110476 67478 110120 133891212 259093882 76477 126714 14728.99 13458.80 1605.64 2924.83
1483662525 133900240 259110508 67478 110120 133891242 259093915 76477 126714 14728.43 13458.11 1605.45 2926.30
1483662526 133900272 259110541 67478 110120 133891274 259093948 76477 126714 14728.64 13458.53 1606.36 2925.11
1483662527 133900302 259110573 67478 110120 133891304 259093980 76477 126714 14728.21 13458.36 1606.34 2926.02
1483662528 133900335 259110606 67478 110120 133891336 259094012 76477 126714 14728.56 13458.89 1605.77 2925.11
1483662529 133900366 259110639 67478 110120 133891367 259094046 76477 126714 14726.75 13457.98 1607.07 2925.68
1483662530 133900419 259110687 67478 110120 133891420 259094093 76477 126714 14712.84 13456.41 1621.36 2927.60
1483662531 133900463 259110746 67478 110120 133891465 259094152 76477 126714 14702.10 13448.86 1632.51 2935.52
1483662532 133900495 259110780 67478 110120 133891496 259094187 76477 126714 14701.96 13448.02 1632.60 2935.99
1483662534 133900525 259110822 67478 110120 133891527 259094229 76477 126714 14702.21 13442.59 1632.43 2941.41
1483662535 133900564 259111167 67478 110120 133891565 259094573 76477 126714 14701.38 13312.91 1632.89 3071.09
1483662536 133900593 259111259 67478 110120 133891594 259094666 76477 126714 14702.27 13256.03 1633.11 3128.34
1483662537 133900628 259111343 67478 110120 133891629 259094750 76477 126714 14701.04 13205.17 1633.18 3178.47
1483662538 133900658 259111443 67478 110120 133891659 259094849 76477 126714 14701.71 13139.31 1633.26 3244.68
