TIMESTAMP        work-RQ          work-RD          work-WR          
1.000000          210.000000        0.039800          0.014430         
2.000000          214.000000        0.039800          0.014435         
3.000000          241.000000        0.059624          0.019386         
5.000000          120.000000        0.027820          0.009205         
6.000000          262.000000        0.072634          0.022344         
7.000000          331.000000        625.038620        0.026282         
8.000000          361.000000        696.346854        0.027351         
9.000000          287.000000        755.106686        0.037186         
10.000000         343.000000        1044.512548       0.037156         
11.000000         320.000000        1145.176978       0.037733         
12.000000         301.000000        1895.956280       0.038467         
13.000000         283.000000        1560.411880       0.037150         
15.000000         141.500000        830.537608        0.018576         
16.000000         283.000000        1463.942952       0.037162         
17.000000         283.000000        1371.668228       0.037163         
18.000000         283.000000        1761.738512       0.037162         
19.000000         283.000000        1807.875820       0.037146         
20.000000         283.000000        1996.619532       0.037156         
21.000000         283.000000        1854.013184       0.037148         
22.000000         283.000000        2365.718248       0.037145         
24.000000         141.500000        1172.373370       0.018575         
25.000000         283.000000        2445.410036       0.037147         
26.000000         283.000000        2445.410048       0.037147         
27.000000         283.000000        2537.684724       0.037137         
28.000000         283.000000        2764.177128       0.037134         
29.000000         283.000000        2046.951156       0.037148         
30.000000         285.000000        2277.637876       0.037139         
31.000000         291.000000        2193.751800       0.037146         
33.000000         141.500000        1159.790454       0.018568         
34.000000         283.000000        2063.728376       0.037149         
35.000000         283.000000        2046.951136       0.037138         
36.000000         319.000000        2030.173944       0.037146         
37.000000         283.000000        2088.894188       0.037140         
38.000000         283.000000        2076.311284       0.037144         
39.000000         283.000000        2181.168872       0.037142         
41.000000         145.500000        1078.001530       0.018573         
42.000000         307.000000        2223.111912       0.037140         
43.000000         283.000000        2277.637880       0.037142         
44.000000         283.000000        2197.946108       0.037143         
45.000000         293.000000        2239.889140       0.037141         
46.000000         311.000000        2231.500540       0.037144         
47.000000         283.000000        2218.917628       0.037140         
48.000000         283.000000        2218.917628       0.037144         
50.000000         141.500000        1119.944574       0.018570         
51.000000         309.000000        2114.060028       0.037155         
52.000000         291.000000        2084.699900       0.037142         
53.000000         283.000000        2042.756872       0.037144         
54.000000         283.000000        1883.373324       0.037152         
55.000000         293.000000        1757.544196       0.037145         
56.000000         311.000000        1858.207504       0.037151         
58.000000         141.500000        895.549326        0.018575         
59.000000         283.000000        1908.539152       0.037154         
60.000000         283.000000        1753.349904       0.037146         
61.000000         317.000000        1841.430276       0.037144         
62.000000         283.000000        1874.984720       0.037148         
63.000000         283.000000        1996.619536       0.037152         
64.000000         283.000000        1719.795476       0.037147         
65.000000         309.000000        1040.318216       0.037159         
67.000000         145.500000        492.896132        0.018579         
68.000000         283.000000        775.863244        0.037168         
69.000000         283.000000        549.584648        0.037188         
70.000000         283.000000        566.361864        0.037177         
71.000000         321.000000        541.196044        0.037175         
72.000000         283.000000        541.196044        0.037172         
73.000000         283.000000        532.807440        0.037178         
74.000000         283.000000        545.390364        0.037181         
75.000000         307.000000        549.584668        0.037180         
76.000000         291.000000        537.001756        0.037177         
78.000000         141.500000        270.598030        0.018590         
79.000000         283.000000        549.584668        0.037181         
80.000000         283.000000        549.584668        0.037179         
81.000000         319.000000        541.196060        0.037185         
82.000000         283.000000        545.390364        0.037175         
83.000000         283.000000        549.584668        0.037178         
84.000000         271.000000        549.564844        0.032222         
85.000000         298.000000        528.593324        0.032221         
86.000000         263.000000        423.715900        0.027264         
88.000000         119.500000        0.035746          0.011173         
89.000000         245.000000        0.035864          3.534914         
