t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1502296946,20530,8.466495,0.114222,0.000281,0.488090,0.059992,0.095122,0.194263,0.753759,2.563147,8.466495,8.772368,9.772832,9.741826,8.607401,calls/second,milliseconds
1502296956,20530,8.466495,0.114222,0.000281,0.488090,0.059992,0.095122,0.194263,0.753759,2.563147,8.466495,8.735056,8.272524,9.422451,8.512292,calls/second,milliseconds
1502296966,20530,8.466495,0.114222,0.000281,0.488090,0.059992,0.095122,0.194263,0.753759,2.563147,8.466495,8.698060,7.002540,9.113546,8.418235,calls/second,milliseconds
1502296976,20530,8.466495,0.114222,0.000281,0.488090,0.059992,0.095122,0.194263,0.753759,2.563147,8.466495,8.661362,5.927523,8.814768,8.325217,calls/second,milliseconds
1502296986,21116,13.928140,0.114530,0.000270,0.603053,0.058394,0.100201,0.180188,0.343156,2.474278,13.928140,8.871161,13.639087,10.430913,8.878935,calls/second,milliseconds
1502296996,21116,13.928140,0.114530,0.000270,0.603053,0.058394,0.100201,0.180188,0.343156,2.474278,13.928140,8.834052,11.545238,10.088947,8.780826,calls/second,milliseconds
1502297006,21116,13.928140,0.114530,0.000270,0.603053,0.058394,0.100201,0.180188,0.343156,2.474278,13.928140,8.797246,9.772833,9.758192,8.683801,calls/second,milliseconds
1502297016,21116,13.928140,0.114530,0.000270,0.603053,0.058394,0.100201,0.180188,0.343156,2.474278,13.928140,8.760746,8.272524,9.438281,8.587849,calls/second,milliseconds
1502297026,21116,13.928140,0.114530,0.000270,0.603053,0.058394,0.100201,0.180188,0.343156,2.474278,13.928140,8.724551,7.002541,9.128857,8.492956,calls/second,milliseconds
1502297036,21116,13.928140,0.114530,0.000270,0.603053,0.058394,0.100201,0.180188,0.343156,2.474278,13.928140,8.688651,5.927523,8.829577,8.399112,calls/second,milliseconds
1502297046,21702,17.753348,0.130161,0.000299,0.809538,0.060680,0.100208,0.202836,0.350018,2.670186,17.753348,8.893179,13.639087,10.445237,8.952014,calls/second,milliseconds
