Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.10445
100,1000,3,5000,120,48,0.77612
100,10000,3,5000,120,48,5.90518
100,100000,3,5000,120,48,68.74393
100,1000000,3,5000,120,48,870.67348
