Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,8000,120,48,0.04383
100,1000,3,8000,120,48,0.41510
100,10000,3,8000,120,48,5.39756
100,100000,3,8000,120,48,52.69875
100,1000000,3,8000,120,48,627.66762
