BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1507776900000 ms, 2017-10-11T21:55:02, 4, 2246, 0,1_Producer_Count
1507776960000 ms, 2017-10-11T21:56:21, 0, 74175, 6333,1_Producer_Count
1507777020000 ms, 2017-10-11T21:57:42, 0, 67471, 4822,1_Producer_Count
1507777080000 ms, 2017-10-11T21:58:36, 13701, 101985, 6090,1_Producer_Count
1507777140000 ms, 2017-10-11T21:59:47, 30427, 111350, 6359,1_Producer_Count
1507777200000 ms, 2017-10-11T22:00:38, 60345, 158763, 6618,1_Producer_Count
1507777260000 ms, 2017-10-11T22:01:56, 80597, 163188, 6360,1_Producer_Count
1507777320000 ms, 2017-10-11T22:02:47, 112881, 211355, 6563,1_Producer_Count
1507777380000 ms, 2017-10-11T22:03:41, 156691, 240790, 6443,1_Producer_Count
1507777440000 ms, 2017-10-11T22:05:01, 160880, 249188, 6231,1_Producer_Count
1507777500000 ms, 2017-10-11T22:05:47, 203680, 271720, 6459,1_Producer_Count
1507777560000 ms, 2017-10-11T22:06:40, 218345, 284833, 6204,1_Producer_Count
1507777620000 ms, 2017-10-11T22:07:59, 205535, 275984, 6726,1_Producer_Count
1507777680000 ms, 2017-10-11T22:08:45, 230819, 284648, 5115,1_Producer_Count
1507777740000 ms, 2017-10-11T22:09:07, 261918, 276924, 1364,1_Producer_Count
1507777800000 ms, 2017-10-11T22:10:17, 206780, 219684, 1233,1_Producer_Count
1507777860000 ms, 2017-10-11T22:11:23, 154152, 168316, 1034,1_Producer_Count
1507777920000 ms, 2017-10-11T22:12:35, 96384, 109961, 1301,1_Producer_Count
1507777980000 ms, 2017-10-11T22:13:05, 80014, 92268, 1184,1_Producer_Count
1507778040000 ms, 2017-10-11T22:14:08, 29086, 42063, 1201,1_Producer_Count
1507778100000 ms, 2017-10-11T22:15:03, 0, 11083, 1094,1_Producer_Count
1507778160000 ms, 2017-10-11T22:16:00, 0, 2541, 154,1_Producer_Count
1507778220000 ms, 2017-10-11T22:17:00, 1, 1280, 0,1_Producer_Count
1507778280000 ms, 2017-10-11T22:18:00, 1, 1260, 0,1_Producer_Count
1507778340000 ms, 2017-10-11T22:19:00, 0, 1279, 0,1_Producer_Count
1507778400000 ms, 2017-10-11T22:20:00, 0, 1288, 0,1_Producer_Count
1507778460000 ms, 2017-10-11T22:21:00, 0, 1276, 0,1_Producer_Count
