BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1507791240000 ms, 2017-10-12T01:54:02, 5, 2318, 0,1_Producer_Count
1507791300000 ms, 2017-10-12T01:55:56, 1, 539894, 17225,1_Producer_Count
1507791360000 ms, 2017-10-12T01:57:30, 446678, 1224015, 20273,1_Producer_Count
1507791420000 ms, 2017-10-12T02:01:01, 1012796, 1514595, 35749,1_Producer_Count
1507791480000 ms, 2017-10-12T02:07:19, 1136246, 2022493, 88156,1_Producer_Count
1507791540000 ms, 2017-10-12T02:18:00, 1381939, 2934687, 154340,1_Producer_Count
1507791600000 ms, 2017-10-12T02:20:43, 2771631, 3169933, 39809,1_Producer_Count
1507791660000 ms, 2017-10-12T02:21:49, 3103821, 3105136, 0,1_Producer_Count
1507791720000 ms, 2017-10-12T02:21:54, 3099626, 3100920, 0,1_Producer_Count
1507791780000 ms, 2017-10-12T02:21:58, 3097260, 3098537, 0,1_Producer_Count
1507791840000 ms, 2017-10-12T02:22:02, 3094856, 3096121, 0,1_Producer_Count
1507791900000 ms, 2017-10-12T02:22:04, 3093404, 3094645, 0,1_Producer_Count
1507791960000 ms, 2017-10-12T02:22:07, 3091944, 3093213, 0,1_Producer_Count
1507792020000 ms, 2017-10-12T02:22:10, 3090699, 3091962, 0,1_Producer_Count
1507792080000 ms, 2017-10-12T02:22:12, 3089857, 3091157, 0,1_Producer_Count
1507792140000 ms, 2017-10-12T02:22:13, 3089738, 3091007, 0,1_Producer_Count
1507792200000 ms, 2017-10-12T02:22:14, 3089806, 3091065, 0,1_Producer_Count
1507792260000 ms, 2017-10-12T02:22:16, 3089806, 3091088, 0,1_Producer_Count
1507792320000 ms, 2017-10-12T02:22:17, 3089889, 3091302, 0,1_Producer_Count
1507792380000 ms, 2017-10-12T02:22:18, 3090013, 3091275, 0,1_Producer_Count
1507792440000 ms, 2017-10-12T02:22:19, 3090049, 3091277, 0,1_Producer_Count
1507792500000 ms, 2017-10-12T02:22:20, 3090270, 3091532, 0,1_Producer_Count
1507792560000 ms, 2017-10-12T02:22:21, 3090461, 3091707, 0,1_Producer_Count
1507792620000 ms, 2017-10-12T02:22:22, 3090629, 3091898, 0,1_Producer_Count
1507792680000 ms, 2017-10-12T02:22:23, 3091007, 3092264, 0,1_Producer_Count
1507792740000 ms, 2017-10-12T02:22:24, 3091460, 3092703, 0,1_Producer_Count
1507792800000 ms, 2017-10-12T02:22:25, 3091973, 3093219, 0,1_Producer_Count
1507792860000 ms, 2017-10-12T02:22:26, 3092572, 3093862, 0,1_Producer_Count
1507792920000 ms, 2017-10-12T02:22:26, 3093262, 3094694, 0,1_Producer_Count
1507792980000 ms, 2017-10-12T02:25:17, 2923941, 2925206, 0,1_Producer_Count
1507793040000 ms, 2017-10-12T02:25:25, 2916729, 2917987, 0,1_Producer_Count
1507793100000 ms, 2017-10-12T02:25:31, 2912048, 2913320, 0,1_Producer_Count
1507793160000 ms, 2017-10-12T02:26:00, 2884865, 2886131, 0,1_Producer_Count
1507793220000 ms, 2017-10-12T02:32:14, 2511637, 2512904, 0,1_Producer_Count
1507793280000 ms, 2017-10-12T02:32:17, 2509841, 2511095, 0,1_Producer_Count
1507793340000 ms, 2017-10-12T02:32:19, 2509074, 2510306, 0,1_Producer_Count
1507793400000 ms, 2017-10-12T02:32:21, 2508240, 2509491, 0,1_Producer_Count
1507793460000 ms, 2017-10-12T02:32:23, 2507444, 2508685, 0,1_Producer_Count
1507793520000 ms, 2017-10-12T02:32:25, 2506843, 2508095, 0,1_Producer_Count
