BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1504210860000 ms, 2017-08-31T15:21:03, 4, 2245, 0,1_Producer_Count
1504210920000 ms, 2017-08-31T15:22:00, 0, 1843, 0,1_Producer_Count
1504210980000 ms, 2017-08-31T15:23:00, 1, 1564, 1,1_Producer_Count
1504211040000 ms, 2017-08-31T15:24:00, 0, 1332, 0,1_Producer_Count
1504211100000 ms, 2017-08-31T15:25:00, 1, 1627, 1,1_Producer_Count
1504211160000 ms, 2017-08-31T15:26:00, 1, 1348, 0,1_Producer_Count
1504211220000 ms, 2017-08-31T15:27:00, 1, 1256, 1,1_Producer_Count
1504211280000 ms, 2017-08-31T15:28:00, 0, 1321, 0,1_Producer_Count
1504211340000 ms, 2017-08-31T15:29:00, 1, 1554, 1,1_Producer_Count
1504211400000 ms, 2017-08-31T15:30:00, 1, 1333, 0,1_Producer_Count
1504211460000 ms, 2017-08-31T15:31:00, 1, 1526, 1,1_Producer_Count
1504211520000 ms, 2017-08-31T15:32:00, 0, 1302, 0,1_Producer_Count
1504211580000 ms, 2017-08-31T15:33:00, 0, 1266, 1,1_Producer_Count
1504211640000 ms, 2017-08-31T15:34:00, 0, 1273, 0,1_Producer_Count
1504211700000 ms, 2017-08-31T15:35:00, 0, 1445, 1,1_Producer_Count
1504211760000 ms, 2017-08-31T15:36:00, 1, 1284, 0,1_Producer_Count
1504211820000 ms, 2017-08-31T15:37:00, 0, 1108, 1,1_Producer_Count
1504211880000 ms, 2017-08-31T15:38:00, 1, 1284, 0,1_Producer_Count
1504211940000 ms, 2017-08-31T15:39:00, 1, 1243, 1,1_Producer_Count
1504212000000 ms, 2017-08-31T15:40:00, 0, 1275, 0,1_Producer_Count
1504212060000 ms, 2017-08-31T15:41:00, 1, 1076, 1,1_Producer_Count
1504212120000 ms, 2017-08-31T15:42:00, 1, 1329, 0,1_Producer_Count
1504212180000 ms, 2017-08-31T15:43:00, 0, 1374, 1,1_Producer_Count
1504212240000 ms, 2017-08-31T15:44:00, 1, 1283, 0,1_Producer_Count
1504212300000 ms, 2017-08-31T15:45:00, 0, 1232, 1,1_Producer_Count
1504212360000 ms, 2017-08-31T15:46:00, 1, 1270, 0,1_Producer_Count
1504212420000 ms, 2017-08-31T15:47:00, 0, 1192, 1,1_Producer_Count
1504212480000 ms, 2017-08-31T15:48:00, 0, 1349, 0,1_Producer_Count
1504212540000 ms, 2017-08-31T15:49:00, 0, 1378, 1,1_Producer_Count
1504212600000 ms, 2017-08-31T15:50:00, 1, 1293, 0,1_Producer_Count
1504212660000 ms, 2017-08-31T15:51:00, 0, 1231, 1,1_Producer_Count
1504212720000 ms, 2017-08-31T15:52:00, 1, 1253, 0,1_Producer_Count
1504212780000 ms, 2017-08-31T15:53:00, 0, 1413, 1,1_Producer_Count
1504212840000 ms, 2017-08-31T15:54:00, 0, 1350, 0,1_Producer_Count
1504212900000 ms, 2017-08-31T15:55:00, 0, 1028, 1,1_Producer_Count
1504212960000 ms, 2017-08-31T15:56:00, 0, 1342, 0,1_Producer_Count
1504213020000 ms, 2017-08-31T15:57:00, 1, 1333, 1,1_Producer_Count
1504213080000 ms, 2017-08-31T15:58:00, 0, 1244, 0,1_Producer_Count
1504213140000 ms, 2017-08-31T15:59:00, 1, 1268, 1,1_Producer_Count
1504213200000 ms, 2017-08-31T16:00:00, 0, 1295, 0,1_Producer_Count
1504213260000 ms, 2017-08-31T16:01:00, 0, 1216, 1,1_Producer_Count
1504213320000 ms, 2017-08-31T16:02:00, 0, 1263, 0,1_Producer_Count
1504213380000 ms, 2017-08-31T16:03:00, 0, 1350, 1,1_Producer_Count
1504213440000 ms, 2017-08-31T16:04:00, 0, 1368, 0,1_Producer_Count
1504213500000 ms, 2017-08-31T16:05:00, 0, 1364, 1,1_Producer_Count
1504213560000 ms, 2017-08-31T16:06:00, 1, 1259, 0,1_Producer_Count
1504213620000 ms, 2017-08-31T16:07:00, 1, 1202, 1,1_Producer_Count
1504213680000 ms, 2017-08-31T16:08:00, 1, 1233, 0,1_Producer_Count
1504213740000 ms, 2017-08-31T16:09:00, 0, 1262, 1,1_Producer_Count
1504213800000 ms, 2017-08-31T16:10:00, 1, 1458, 0,1_Producer_Count
1504213860000 ms, 2017-08-31T16:11:00, 0, 1428, 1,1_Producer_Count
1504213920000 ms, 2017-08-31T16:12:00, 1, 1242, 0,1_Producer_Count
1504213980000 ms, 2017-08-31T16:13:00, 0, 1068, 1,1_Producer_Count
1504214040000 ms, 2017-08-31T16:14:00, 0, 1312, 0,1_Producer_Count
1504214100000 ms, 2017-08-31T16:15:00, 0, 1007, 1,1_Producer_Count
1504214160000 ms, 2017-08-31T16:16:00, 1, 1537, 0,1_Producer_Count
1504214220000 ms, 2017-08-31T16:17:00, 0, 1203, 1,1_Producer_Count
1504214280000 ms, 2017-08-31T16:18:00, 0, 1361, 0,1_Producer_Count
1504214340000 ms, 2017-08-31T16:19:00, 1, 1386, 1,1_Producer_Count
1504214400000 ms, 2017-08-31T16:20:00, 0, 1239, 0,1_Producer_Count
1504214460000 ms, 2017-08-31T16:21:00, 0, 1185, 1,1_Producer_Count
1504214520000 ms, 2017-08-31T16:22:00, 0, 1284, 0,1_Producer_Count
1504214580000 ms, 2017-08-31T16:23:00, 1, 1196, 1,1_Producer_Count
1504214640000 ms, 2017-08-31T16:24:00, 1, 1239, 0,1_Producer_Count
