t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1508343914,8,5.532690,0.693516,0.003820,1.823145,0.004968,0.006842,5.532690,5.532690,5.532690,5.532690,0.770200,1.472071,1.573554,1.591136,calls/second,milliseconds
1508343924,8,5.532690,0.693516,0.003820,1.823145,0.004968,0.006842,5.532690,5.532690,5.532690,5.532690,0.393452,1.246081,1.521967,1.573554,calls/second,milliseconds
1508343934,8,5.532690,0.693516,0.003820,1.823145,0.004968,0.006842,5.532690,5.532690,5.532690,5.532690,0.263749,1.054785,1.472071,1.556167,calls/second,milliseconds
1508343944,8,5.532690,0.693516,0.003820,1.823145,0.004968,0.006842,5.532690,5.532690,5.532690,5.532690,0.198359,0.892856,1.423811,1.538972,calls/second,milliseconds
1508343954,8,5.532690,0.693516,0.003820,1.823145,0.004968,0.006842,5.532690,5.532690,5.532690,5.532690,0.158953,0.755786,1.377133,1.521967,calls/second,milliseconds
1508343964,58,95.640995,1.916183,0.003820,12.940362,0.011444,0.013852,0.967860,5.532690,95.640995,95.640995,0.961339,1.423324,1.493965,1.559443,calls/second,milliseconds
1508343974,277,95.640995,0.778579,0.003521,5.779933,0.015791,0.356029,0.921977,6.116988,18.530138,95.640995,3.938429,4.566824,2.149841,1.779042,calls/second,milliseconds
1508343984,400,95.640995,0.616852,0.002929,4.702583,0.202215,0.377664,0.716133,4.058598,8.936868,95.640995,4.979484,5.823743,2.501316,1.901817,calls/second,milliseconds
1508343994,497,95.640995,0.526411,0.002929,4.162279,0.150618,0.365893,0.572326,2.845989,8.936868,95.640995,5.501968,6.356809,2.734667,1.987686,calls/second,milliseconds
1508344004,497,95.640995,0.526411,0.002929,4.162279,0.150618,0.365893,0.572326,2.845989,8.936868,95.640995,4.953696,5.380922,2.645014,1.965723,calls/second,milliseconds
1508344014,497,95.640995,0.526411,0.002929,4.162279,0.150618,0.365893,0.572326,2.845989,8.936868,95.640995,4.504754,4.554852,2.558300,1.944003,calls/second,milliseconds
1508344024,546,95.640995,0.458864,0.002729,3.818762,0.012003,0.338004,0.536105,2.845989,7.431317,95.640995,4.537602,4.639164,2.636409,1.976816,calls/second,milliseconds
1508344034,552,95.640995,0.456172,0.002729,3.772266,0.012785,0.349606,0.534892,2.450147,7.431317,95.640995,4.235495,3.990932,2.563200,1.959405,calls/second,milliseconds
1508344044,593,95.640995,0.430900,0.002729,3.473925,0.175431,0.320112,0.506075,1.563482,6.116988,95.640995,4.225784,4.004480,2.613446,1.983042,calls/second,milliseconds
1508344054,745,95.640995,0.353155,0.002117,2.755544,0.012688,0.297251,0.490638,2.845989,5.724279,20.615136,4.955866,5.785865,3.034005,2.131448,calls/second,milliseconds
1508344064,745,95.640995,0.353155,0.002117,2.755544,0.012688,0.297251,0.490638,2.845989,5.724279,20.615136,4.646658,4.897629,2.934538,2.107896,calls/second,milliseconds
1508344074,775,95.640995,0.348245,0.002117,2.617726,0.152682,0.303687,0.473111,1.563482,5.724279,20.615136,4.550076,4.599267,2.933761,2.116688,calls/second,milliseconds
1508344084,841,95.640995,0.309746,0.001850,2.362893,0.011440,0.301377,0.459357,1.185428,5.307078,20.615136,4.663750,4.942864,3.058135,2.167433,calls/second,milliseconds
1508344094,907,95.640995,0.283802,0.001850,2.160122,0.007613,0.292537,0.440452,0.921977,5.601786,18.530138,4.765498,5.172972,3.173213,2.216295,calls/second,milliseconds
1508344104,948,95.640995,0.284360,0.001850,2.029639,0.129692,0.292537,0.440452,0.745010,5.307078,18.530138,4.732242,4.950689,3.193270,2.233739,calls/second,milliseconds
1508344114,983,95.640995,0.283940,0.001850,1.920144,0.218267,0.292800,0.405831,0.723111,4.979151,18.530138,4.673740,4.755489,3.209746,2.249925,calls/second,milliseconds
1508344124,1234,20.615136,0.211480,0.000974,0.830404,0.009876,0.254761,0.357801,0.568713,4.920516,9.447275,5.600825,8.050081,3.937338,2.504264,calls/second,milliseconds
1508344134,1236,20.615136,0.211787,0.000974,0.828673,0.010781,0.256191,0.357801,0.536105,4.920516,9.447275,5.366279,6.846229,3.814868,2.478809,calls/second,milliseconds
1508344144,1329,20.615136,0.205940,0.000974,0.788190,0.008996,0.254498,0.333694,0.501386,4.920516,9.447275,5.529973,7.242097,3.992889,2.553241,calls/second,milliseconds
1508344154,1380,20.615136,0.196253,0.000974,0.769818,0.004387,0.247020,0.329441,0.498628,5.266388,9.447275,5.512767,6.895355,4.031042,2.582327,calls/second,milliseconds
1508344164,1431,20.615136,0.202282,0.000974,0.715550,0.100004,0.257185,0.325806,0.490638,4.920516,9.447275,5.496967,6.565360,4.053274,2.605760,calls/second,milliseconds
1508344174,1475,20.615136,0.209283,0.000974,0.681368,0.160784,0.259230,0.326173,0.490638,4.708470,9.447275,5.456363,6.279002,4.077099,2.629932,calls/second,milliseconds
1508344184,1723,11.779707,0.205963,0.000938,0.795030,0.017432,0.237262,0.325193,0.559794,4.719770,11.779707,6.146456,8.963770,4.749701,2.874141,calls/second,milliseconds
1508344194,1723,11.779707,0.205963,0.000938,0.795030,0.017432,0.237262,0.325193,0.559794,4.719770,11.779707,5.934730,7.587667,4.593987,2.842383,calls/second,milliseconds
1508344204,1815,11.779707,0.197658,0.000938,0.740723,0.009670,0.245790,0.312459,0.497684,4.070210,11.779707,6.043488,7.876105,4.746739,2.912829,calls/second,milliseconds
1508344214,1869,11.779707,0.191742,0.000938,0.749127,0.005246,0.240724,0.312459,0.497684,4.070210,11.779707,6.022717,7.461456,4.766680,2.940145,calls/second,milliseconds
1508344224,1913,11.779707,0.197492,0.000938,0.706415,0.086868,0.250624,0.313401,0.428114,3.653148,11.779707,5.972066,6.989539,4.751954,2.955236,calls/second,milliseconds
1508344234,1952,11.779707,0.202213,0.000938,0.646025,0.157198,0.257905,0.315983,0.428238,3.205817,11.779707,5.909293,6.539541,4.727684,2.966823,calls/second,milliseconds
1508344244,2212,11.779707,0.180099,0.000885,0.598713,0.069767,0.242895,0.314959,0.452622,3.471758,6.698480,6.499700,9.486162,5.423326,3.221134,calls/second,milliseconds
1508344254,2212,11.779707,0.180099,0.000885,0.598713,0.069767,0.242895,0.314959,0.452622,3.471758,6.698480,6.314162,8.029863,5.245528,3.185542,calls/second,milliseconds
1508344264,2285,10.950332,0.166870,0.000885,0.497435,0.006255,0.245476,0.311606,0.426999,3.471758,5.522158,6.341492,7.963205,5.314821,3.231223,calls/second,milliseconds
1508344274,2358,11.303762,0.188102,0.000885,0.718766,0.005680,0.249310,0.312945,0.452622,4.015234,11.303762,6.367347,7.879930,5.380695,3.276270,calls/second,milliseconds
1508344284,2399,11.303762,0.195669,0.000885,0.686604,0.081062,0.254993,0.312945,0.403706,3.808342,11.303762,6.307748,7.297076,5.335977,3.284329,calls/second,milliseconds
1508344294,2418,11.303762,0.195813,0.000885,0.655934,0.106289,0.259030,0.311606,0.428238,3.808342,11.303762,6.194844,6.470444,5.223414,3.269042,calls/second,milliseconds
1508344304,2701,11.303762,0.181730,0.000885,0.634346,0.076570,0.243589,0.300382,0.396180,3.219116,11.303762,6.747047,9.981511,5.989407,3.547423,calls/second,milliseconds
1508344314,2701,11.303762,0.181730,0.000885,0.634346,0.076570,0.243589,0.300382,0.396180,3.219116,11.303762,6.582566,8.449167,5.793051,3.508225,calls/second,milliseconds
1508344324,2757,11.303762,0.178209,0.000885,0.651265,0.005591,0.241098,0.304297,0.391169,3.808342,6.698480,6.559133,8.031577,5.784946,3.530402,calls/second,milliseconds
1508344334,2797,11.303762,0.189162,0.000885,0.627071,0.095132,0.255377,0.304605,0.389020,3.471758,6.698480,6.499738,7.410099,5.726320,3.535579,calls/second,milliseconds
1508344344,2890,11.303762,0.194939,0.000885,0.647453,0.092846,0.258376,0.340136,0.391169,3.471758,6.606359,6.563309,7.696406,5.845938,3.600286,calls/second,milliseconds
1508344354,2895,11.303762,0.196838,0.000885,0.644472,0.097533,0.259466,0.342627,0.414958,3.471758,6.606359,6.428719,6.588430,5.670540,3.566014,calls/second,milliseconds
1508344364,2935,11.303762,0.195216,0.000885,0.602187,0.132884,0.257432,0.346578,0.414958,3.191961,6.606359,6.375966,6.186575,5.612959,3.569756,calls/second,milliseconds
1508344374,3190,6.698480,0.171319,0.000965,0.544891,0.071582,0.206031,0.342627,0.425826,3.261823,6.606359,6.782547,9.003232,6.261219,3.812396,calls/second,milliseconds
1508344384,3239,6.698480,0.164142,0.000938,0.552272,0.004027,0.196768,0.340136,0.425826,3.966966,6.606359,6.743352,8.404636,6.217931,3.824564,calls/second,milliseconds
1508344394,3269,6.698480,0.173319,0.000938,0.532998,0.011694,0.225040,0.340136,0.414958,3.808342,6.606359,6.666982,7.542295,6.103174,3.812203,calls/second,milliseconds
1508344404,3380,6.606359,0.176744,0.000938,0.512768,0.076187,0.246654,0.336774,0.475669,3.261823,5.333905,6.755620,8.160095,6.277917,3.896168,calls/second,milliseconds
1508344414,3384,6.606359,0.179309,0.000938,0.511991,0.080011,0.248740,0.340136,0.550722,3.261823,5.333905,6.631076,6.966222,6.085107,3.857524,calls/second,milliseconds
1508344424,3395,6.606359,0.182365,0.000938,0.504894,0.103928,0.251305,0.337365,0.534636,3.261823,5.333905,6.524782,6.040699,5.915365,3.824872,calls/second,milliseconds
1508344434,3603,5.324751,0.160558,0.000938,0.437808,0.078029,0.244859,0.322261,0.425826,3.261823,4.731392,6.793939,8.114575,6.347936,3.992957,calls/second,milliseconds
1508344444,3728,4.731392,0.147310,0.000938,0.419805,0.003482,0.228438,0.321602,0.475669,2.931803,4.731392,6.899519,9.064808,6.613909,4.108911,calls/second,milliseconds
1508344454,3729,4.731392,0.147502,0.000938,0.419476,0.003496,0.229689,0.321602,0.475669,2.931803,4.731392,6.775983,7.689185,6.400385,4.064617,calls/second,milliseconds
1508344464,3815,4.731392,0.169816,0.000938,0.384031,0.104532,0.252064,0.326136,0.423590,2.872856,4.706688,6.808545,7.814930,6.466650,4.112601,calls/second,milliseconds
1508344474,3873,5.451425,0.166502,0.000812,0.444908,0.075651,0.246223,0.328445,0.485972,2.931803,5.451425,6.790851,7.497948,6.449712,4.133272,calls/second,milliseconds
1508344484,3873,5.451425,0.166502,0.000812,0.444908,0.075651,0.246223,0.328445,0.485972,2.931803,5.451425,6.673839,6.346876,6.238266,4.087601,calls/second,milliseconds
1508344494,3907,5.451425,0.177061,0.000812,0.422424,0.123098,0.255169,0.328668,0.485972,2.872856,5.451425,6.618389,5.880394,6.139370,4.077873,calls/second,milliseconds
1508344504,4217,8.707777,0.167585,0.000812,0.557129,0.003671,0.238819,0.333929,0.485972,3.115548,8.707777,7.024497,9.948975,6.968714,4.378434,calls/second,milliseconds
1508344514,4217,8.707777,0.167585,0.000812,0.557129,0.003671,0.238819,0.333929,0.485972,3.115548,8.707777,6.909414,8.421625,6.740252,4.330054,calls/second,milliseconds
1508344524,4268,8.707777,0.179754,0.000812,0.530396,0.093372,0.254146,0.330701,0.439643,2.872856,8.707777,6.880270,7.896974,6.680604,4.336428,calls/second,milliseconds
1508344534,4312,8.707777,0.187927,0.000812,0.507312,0.125191,0.256704,0.326136,0.433872,2.700071,8.707777,6.840900,7.376764,6.611793,4.339273,calls/second,milliseconds
1508344544,4362,8.707777,0.176895,0.000812,0.521017,0.087043,0.252839,0.325868,0.433872,2.931803,8.707777,6.812149,6.979922,6.557586,4.346421,calls/second,milliseconds
1508344554,4364,8.707777,0.177374,0.000812,0.519643,0.090382,0.252411,0.325868,0.433872,2.931803,8.707777,6.710464,5.940359,6.349214,4.300610,calls/second,milliseconds
1508344564,4456,8.707777,0.175180,0.000812,0.500073,0.084693,0.258352,0.313379,0.418960,3.288639,8.707777,6.748173,6.445870,6.437647,4.352709,calls/second,milliseconds
1508344574,4706,5.601200,0.156795,0.000938,0.475634,0.004265,0.236008,0.315397,0.418960,3.288639,5.601200,7.020482,9.480958,7.059416,4.583812,calls/second,milliseconds
1508344584,4754,5.601200,0.166990,0.000938,0.457521,0.086102,0.249389,0.313379,0.402129,2.755098,5.601200,6.987818,8.770017,6.985672,4.586238,calls/second,milliseconds
1508344594,4769,5.601200,0.170204,0.000938,0.451048,0.093585,0.250102,0.310520,0.396103,2.755098,5.601200,6.908322,7.614274,6.796268,4.548852,calls/second,milliseconds
1508344604,4851,11.650877,0.182474,0.000938,0.688211,0.076293,0.248317,0.308545,0.402129,2.755098,11.650877,6.926794,7.770067,6.852970,4.592606,calls/second,milliseconds
1508344614,4851,11.650877,0.182474,0.000938,0.688211,0.076293,0.248317,0.308545,0.402129,2.755098,11.650877,6.829251,6.577220,6.628303,4.541859,calls/second,milliseconds
1508344624,4904,11.650877,0.173491,0.000892,0.680613,0.003803,0.242729,0.314673,0.417536,3.379556,11.650877,6.808011,6.415026,6.586204,4.550399,calls/second,milliseconds
1508344634,4947,11.650877,0.181981,0.000892,0.643716,0.086102,0.242791,0.346776,0.417536,2.755098,11.650877,6.773687,6.093527,6.511390,4.547647,calls/second,milliseconds
1508344644,5237,11.650877,0.172804,0.000440,0.582408,0.066220,0.217242,0.346776,0.553340,3.259435,11.650877,7.073923,9.460495,7.242261,4.817118,calls/second,milliseconds
1508344654,5243,11.650877,0.174345,0.000440,0.579864,0.072163,0.220234,0.350645,0.553340,3.259435,11.650877,6.987623,8.096412,7.024338,4.770502,calls/second,milliseconds
1508344664,5287,11.650877,0.181701,0.000440,0.554798,0.098177,0.234596,0.341342,0.487394,3.189649,5.601200,6.953599,7.532781,6.938466,4.766427,calls/second,milliseconds
1508344674,5340,11.650877,0.166431,0.000440,0.534245,0.066216,0.225971,0.335377,0.483940,3.189649,5.601200,6.932144,7.156126,6.883303,4.772160,calls/second,milliseconds
1508344684,5389,11.650877,0.157171,0.000440,0.541883,0.004524,0.216473,0.331619,0.483940,3.259435,5.601200,6.906074,6.841094,6.819621,4.773723,calls/second,milliseconds
1508344694,5444,11.650877,0.169382,0.000440,0.505221,0.079219,0.233630,0.323654,0.469878,3.189649,5.601200,6.888287,6.637760,6.773845,4.780729,calls/second,milliseconds
1508344704,5732,11.650877,0.159190,0.000503,0.480863,0.075344,0.225521,0.297671,0.483940,3.003672,4.187584,7.162080,10.001081,7.496905,5.046977,calls/second,milliseconds
1508344714,5733,11.650877,0.159561,0.000503,0.480415,0.076824,0.225579,0.302276,0.483940,3.003672,4.187584,7.074936,8.481724,7.254433,4.992317,calls/second,milliseconds
1508344724,5759,11.650877,0.164417,0.000503,0.468629,0.082361,0.232006,0.296689,0.469878,2.972099,4.187584,7.020383,7.574288,7.099028,4.964831,calls/second,milliseconds
1508344734,5829,4.187584,0.155590,0.000503,0.420841,0.066216,0.230712,0.292045,0.493409,3.003672,4.067617,7.020133,7.522572,7.099962,4.988525,calls/second,milliseconds
1508344744,5893,8.699003,0.162758,0.000709,0.572209,0.004428,0.230528,0.291049,0.493409,3.003672,8.699003,7.012745,7.327187,7.065540,4.999885,calls/second,milliseconds
1508344754,5946,8.699003,0.169613,0.000709,0.537089,0.083239,0.231034,0.283011,0.390211,2.972099,8.699003,6.992616,7.030698,7.013532,5.005335,calls/second,milliseconds
1508344764,6221,8.699003,0.154338,0.000709,0.491441,0.064551,0.220914,0.270166,0.390211,3.003672,8.699003,7.230974,10.347654,7.697862,5.256792,calls/second,milliseconds
