Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.21432
100,1000,3,5000,120,48,1.06772
100,10000,3,5000,120,48,6.65649
100,100000,3,5000,120,48,72.80347
100,1000000,3,5000,120,48,775.85921
