CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,0.431,N/A,8.178,21570.295
unit.000001,Mapper-0-2,N/A,0.433,N/A,9.309,21556.666
unit.000002,Mapper-0-3,N/A,0.439,N/A,13.25,21799.532
unit.000003,Mapper-0-4,N/A,0.454,N/A,22.368,22131.668
unit.000004,Mapper-0-5,N/A,0.429,N/A,7.242,21946.886
unit.000005,Mapper-0-6,N/A,0.442,N/A,15.337,21599.357
unit.000006,Mapper-0-7,N/A,0.445,N/A,17.241,21921.843
unit.000007,Mapper-0-8,N/A,0.447,N/A,18.403,21792.217
unit.000008,Mapper-0-9,N/A,0.451,N/A,20.292,21397.051
unit.000009,Mapper-0-10,N/A,0.452,N/A,21.417,21918.436
unit.000010,Mapper-0-11,N/A,0.456,N/A,23.309,21664.976
unit.000011,Mapper-0-12,N/A,0.458,N/A,24.444,21852.229
unit.000012,Mapper-0-13,N/A,0.419,N/A,2.167,21591.339
unit.000013,Mapper-0-14,N/A,0.422,N/A,3.295,21690.625
unit.000014,Mapper-0-15,N/A,0.425,N/A,5.174,21498.056
unit.000015,Mapper-0-16,N/A,0.427,N/A,6.302,21917.934
unit.000016,Mapper-0-17,N/A,0.449,N/A,19.336,21748.034
unit.000017,Mapper-0-18,N/A,0.423,N/A,4.241,21335.417
unit.000018,Mapper-0-19,N/A,0.436,N/A,11.373,21147.698
unit.000019,Mapper-0-20,N/A,0.438,N/A,12.311,22077.887
unit.000020,Mapper-0-21,N/A,0.441,N/A,14.383,22226.106
unit.000021,Mapper-0-22,N/A,0.444,N/A,16.294,23116.98
unit.000022,Mapper-0-23,N/A,0.459,N/A,25.388,21852.027
unit.000023,Mapper-0-24,N/A,0.434,N/A,10.247,21940.074
unit.000024,Reducer-0,N/A,23118.223,N/A,23125.491,23130.29
