CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,0.422,N/A,7.326,21065.072
unit.000001,Mapper-0-2,N/A,0.424,N/A,8.271,23419.201
unit.000002,Mapper-0-3,N/A,0.427,N/A,10.461,21304.722
unit.000003,Mapper-0-4,N/A,0.425,N/A,9.228,21352.43
unit.000004,Mapper-0-5,N/A,0.443,N/A,19.391,21800.809
unit.000005,Mapper-0-6,N/A,0.434,N/A,14.274,22372.079
unit.000006,Mapper-0-7,N/A,0.431,N/A,12.354,21439.509
unit.000007,Mapper-0-8,N/A,0.441,N/A,18.246,22246.473
unit.000008,Mapper-0-9,N/A,0.419,N/A,5.25,22474.443
unit.000009,Mapper-0-10,N/A,0.448,N/A,22.396,21488.71
unit.000010,Mapper-0-11,N/A,0.447,N/A,21.265,21650.827
unit.000011,Mapper-0-12,N/A,0.414,N/A,2.181,21998.157
unit.000012,Mapper-0-13,N/A,0.418,N/A,4.274,21724.568
unit.000013,Mapper-0-14,N/A,0.421,N/A,6.19,21335.591
unit.000014,Mapper-0-15,N/A,0.436,N/A,15.233,21285.779
unit.000015,Mapper-0-16,N/A,0.453,N/A,25.41,22844.02
unit.000016,Mapper-0-17,N/A,0.429,N/A,11.221,21532.097
unit.000017,Mapper-0-18,N/A,0.432,N/A,13.317,21341.005
unit.000018,Mapper-0-19,N/A,0.416,N/A,3.126,20897.497
unit.000019,Mapper-0-20,N/A,0.438,N/A,16.364,22006.573
unit.000020,Mapper-0-21,N/A,0.452,N/A,24.276,21285.176
unit.000021,Mapper-0-22,N/A,0.445,N/A,20.324,21847.794
unit.000022,Mapper-0-23,N/A,0.44,N/A,17.305,23021.491
unit.000023,Mapper-0-24,N/A,0.45,N/A,23.333,21725.171
unit.000024,Reducer-0,N/A,23420.923,N/A,23427.991,23432.185
