CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,0.524,N/A,39.075,10837.447
unit.000001,Mapper-0-2,N/A,0.527,N/A,41.138,11574.266
unit.000002,Mapper-0-3,N/A,0.533,N/A,45.082,10735.976
unit.000003,Mapper-0-4,N/A,0.535,N/A,46.211,10709.191
unit.000004,Mapper-0-5,N/A,0.46,N/A,1.869,10697.751
unit.000005,Mapper-0-6,N/A,0.466,N/A,4.877,10722.531
unit.000006,Mapper-0-7,N/A,0.471,N/A,7.88,10591.107
unit.000007,Mapper-0-8,N/A,0.476,N/A,11.073,10546.054
unit.000008,Mapper-0-9,N/A,0.482,N/A,14.081,11143.599
unit.000009,Mapper-0-10,N/A,0.486,N/A,17.105,11164.539
unit.000010,Mapper-0-11,N/A,0.491,N/A,20.102,10866.715
unit.000011,Mapper-0-12,N/A,0.496,N/A,23.107,10751.018
unit.000012,Mapper-0-13,N/A,0.501,N/A,26.112,10972.216
unit.000013,Mapper-0-14,N/A,0.509,N/A,30.06,11498.933
unit.000014,Mapper-0-15,N/A,0.515,N/A,33.066,10878.139
unit.000015,Mapper-0-16,N/A,0.521,N/A,37.201,10941.061
unit.000016,Mapper-0-17,N/A,0.525,N/A,40.206,11242.073
unit.000017,Mapper-0-18,N/A,0.53,N/A,43.197,10644.485
unit.000018,Mapper-0-19,N/A,0.498,N/A,24.042,10908.902
unit.000019,Mapper-0-20,N/A,0.538,N/A,48.082,10836.844
unit.000020,Mapper-0-21,N/A,0.478,N/A,12.013,10698.756
unit.000021,Mapper-0-22,N/A,0.512,N/A,30.999,11012.586
unit.000022,Mapper-0-23,N/A,0.539,N/A,49.209,11123.165
unit.000023,Mapper-0-24,N/A,0.488,N/A,18.043,10906.796
unit.000024,Mapper-0-25,N/A,0.522,N/A,38.136,10758.54
unit.000025,Mapper-0-26,N/A,0.468,N/A,6.004,10816.997
unit.000026,Mapper-0-27,N/A,0.536,N/A,47.143,10724.24
unit.000027,Mapper-0-28,N/A,0.532,N/A,44.136,10723.435
unit.000028,Mapper-0-29,N/A,0.507,N/A,29.114,11184.178
unit.000029,Mapper-0-30,N/A,0.495,N/A,21.976,10635.856
unit.000030,Mapper-0-31,N/A,0.485,N/A,15.973,10735.072
unit.000031,Mapper-0-32,N/A,0.474,N/A,9.947,10800.355
unit.000032,Mapper-0-33,N/A,0.464,N/A,3.938,10768.768
unit.000033,Mapper-0-34,N/A,0.493,N/A,21.042,10707.484
unit.000034,Mapper-0-35,N/A,0.528,N/A,42.07,10829.627
unit.000035,Mapper-0-36,N/A,0.52,N/A,36.07,10803.865
unit.000036,Mapper-0-37,N/A,0.463,N/A,2.999,10604.052
unit.000037,Mapper-0-38,N/A,0.469,N/A,6.943,10775.39
unit.000038,Mapper-0-39,N/A,0.472,N/A,9.008,10890.063
unit.000039,Mapper-0-40,N/A,0.48,N/A,12.952,10981.834
unit.000040,Mapper-0-41,N/A,0.483,N/A,15.04,10773.784
unit.000041,Mapper-0-42,N/A,0.49,N/A,18.98,10861.002
unit.000042,Mapper-0-43,N/A,0.517,N/A,34.014,10848.474
unit.000043,Mapper-0-44,N/A,0.499,N/A,24.984,10859.999
unit.000044,Mapper-0-45,N/A,0.505,N/A,27.985,10792.934
unit.000045,Mapper-0-46,N/A,0.513,N/A,32.126,10912.81
unit.000046,Mapper-0-47,N/A,0.518,N/A,35.132,10771.076
unit.000047,Mapper-0-48,N/A,0.503,N/A,27.051,10838.351
unit.000048,Reducer-0,N/A,11575.786,N/A,11582.091,11590.33
