time              msgs_alloc        msgs_max          errors            send_count        recv_count        route_count       drop_count        send_length       recv_length       route_length      drop_length      
1481746762        0                 8162              0                 31755677          31829025          0                 43                143367700221      156124925038      0                 8256             
1481746764        0                 8162              0                 31755907          31829252          0                 43                143367819460      156125306646      0                 8256             
1481746765        0                 8162              0                 31756081          31829414          0                 43                143367891916      156134729223      0                 8256             
1481746766        0                 8162              0                 31756332          31829662          0                 43                143368002300      156143952976      0                 8256             
1481746767        0                 8162              0                 31757925          31831253          0                 43                143368412260      156919192472      0                 8256             
1481746768        0                 8162              0                 31759626          31832948          0                 43                143368844220      157760507440      0                 8256             
1481746769        0                 8162              0                 31761328          31834643          0                 43                143369326352      158592385448      0                 8256             
1481746770        0                 8162              0                 31763025          31836347          0                 43                143369754152      159441041976      0                 8256             
1481746771        0                 8162              0                 31764702          31838013          0                 43                143370181464      160269767960      0                 8256             
1481746773        1                 8162              0                 31766402          31839714          0                 43                143370611408      161116326832      0                 8256             
1481746774        0                 8162              0                 31768018          31841325          0                 43                143371070162      161908341912      0                 8256             
1481746775        0                 8162              0                 31769601          31842906          0                 43                143371484329      162690913496      0                 8256             
1481746776        1                 8162              0                 31771286          31844597          0                 43                143371910505      163531179424      0                 8256             
1481746777        0                 8162              0                 31772976          31846283          0                 43                143372339281      164370395168      0                 8256             
1481746778        0                 8162              0                 31774672          31847980          0                 43                143372768249      165214856088      0                 8256             
1481746779        0                 8162              0                 31776421          31849727          0                 43                143373210985      166086589728      0                 8256             
1481746780        0                 8162              0                 31778107          31851402          0                 43                143373700226      166910074992      0                 8256             
1481746782        0                 8162              0                 31779638          31852939          0                 43                143374087818      167671666152      0                 8256             
1481746783        0                 8162              0                 31780841          31854139          0                 43                143374421392      168251786632      0                 8256             
1481746784        0                 8162              0                 31782031          31855326          0                 43                143374727976      168829806992      0                 8256             
1481746785        0                 8162              0                 31783241          31856534          0                 43                143375039264      169417269120      0                 8256             
1481746786        0                 8162              0                 31784433          31857724          0                 43                143375347104      169994242472      0                 8256             
1481746787        0                 8162              0                 31785669          31858960          0                 43                143375712677      170585905728      0                 8256             
1481746789        0                 8162              0                 31786870          31860158          0                 43                143376022189      171169171368      0                 8256             
1481746790        0                 8162              0                 31788075          31861362          0                 43                143376331893      171755583896      0                 8256             
1481746791        0                 8162              0                 31789266          31862550          0                 43                143376638669      172333604616      0                 8256             
1481746792        0                 8162              0                 31790498          31863777          0                 43                143376955989      172932604496      0                 8256             
1481746793        0                 8162              0                 31791763          31865045          0                 43                143377386038      173517985520      0                 8256             
1481746794        0                 8162              0                 31793975          31867255          0                 43                143377921638      174095154320      0                 8256             
1481746795        0                 8162              0                 31795177          31868455          0                 43                143378231478      174677372232      0                 8256             
1481746796        0                 8162              0                 31796360          31869631          0                 43                143378537278      175249099096      0                 8256             
1481746798        0                 8162              0                 31797599          31870873          0                 43                143378927459      175828183296      0                 8256             
1481746799        0                 8162              0                 31798791          31872063          0                 43                143379234235      176407252992      0                 8256             
1481746800        0                 8162              0                 31799988          31873252          0                 43                143379543747      176986322328      0                 8256             
1481746801        0                 8162              0                 31801182          31874451          0                 43                143379849355      177570636544      0                 8256             
1481746802        0                 8162              0                 31802394          31875659          0                 43                143380209239      178150758832      0                 8256             
1481746803        0                 8162              0                 31803596          31876856          0                 43                143380520543      178728781864      0                 8256             
1481746804        0                 8162              0                 31804818          31878077          0                 43                143380834343      179323586496      0                 8256             
1481746806        0                 8162              0                 31805993          31879249          0                 43                143381138023      179891119024      0                 8256             
1481746807        0                 8162              0                 31807197          31880451          0                 43                143381445287      180471238496      0                 8256             
1481746808        0                 8162              0                 31808437          31881691          0                 43                143381824722      181060804992      0                 8256             
1481746809        0                 8162              0                 31809631          31882885          0                 43                143382130818      181640923544      0                 8256             
1481746810        0                 8162              0                 31810822          31884075          0                 43                143382437106      182219993240      0                 8256             
1481746811        0                 8162              0                 31812016          31885264          0                 43                143382745154      182799062576      0                 8256             
1481746812        0                 8162              0                 31813229          31886476          0                 43                143383058218      183385477120      0                 8256             
1481746814        0                 8162              0                 31814434          31887679          0                 43                143383427597      183961404008      0                 8256             
1481746815        0                 8162              0                 31815631          31888875          0                 43                143383735645      184543620672      0                 8256             
1481746816        0                 8162              0                 31816825          31890066          0                 43                143384043869      185120594280      0                 8256             
1481746817        0                 8162              0                 31818023          31891263          0                 43                143384351917      185703859520      0                 8256             
1481746818        0                 8162              0                 31819250          31892489          0                 43                143384716489      186288180232      0                 8256             
1481746819        0                 8162              0                 31821464          31894701          0                 43                143385251841      186859057520      0                 8256             
1481746820        0                 8162              0                 31822656          31895889          0                 43                143385559105      187437078240      0                 8256             
1481746822        0                 8162              0                 31823850          31897082          0                 43                143385866073      188017197208      0                 8256             
1481746823        0                 8162              0                 31825037          31898267          0                 43                143386220831      188581586512      0                 8256             
1481746824        0                 8162              0                 31826245          31899473          0                 43                143386531511      189169048016      0                 8256             
1481746825        0                 8162              0                 31827431          31900657          0                 43                143386836823      189744970784      0                 8256             
1481746826        0                 8162              0                 31828628          31901853          0                 43                143387145343      190325091024      0                 8256             
1481746827        0                 8162              0                 31829919          31903142          0                 43                143387523244      190946123912      0                 8256             
1481746829        0                 8162              0                 31831123          31904343          0                 43                143387892927      191521001864      0                 8256             
1481746830        0                 8162              0                 31832322          31905540          0                 43                143388213296      192101121736      0                 8256             
1481746831        0                 8162              0                 31833515          31906731          0                 43                143388520368      192681240048      0                 8256             
1481746832        0                 8162              0                 31834704          31907916          0                 43                143388826848      193257163112      0                 8256             
1481746833        0                 8162              0                 31835923          31909133          0                 43                143389181141      193837287728      0                 8256             
1481746834        0                 8162              0                 31837098          31910300          0                 43                143389485285      194404818328      0                 8256             
1481746835        0                 8162              0                 31838288          31911489          0                 43                143389792877      194978646400      0                 8256             
1481746837        0                 8162              0                 31839513          31912718          0                 43                143390129872      195574501328      0                 8256             
1481746838        0                 8162              0                 31840768          31913966          0                 43                143390480594      196174554616      0                 8256             
1481746839        0                 8162              0                 31841948          31915151          0                 43                143390783098      196749429432      0                 8256             
1481746840        1                 8162              0                 31843136          31916334          0                 43                143391089578      197324303520      0                 8256             
1481746841        0                 8162              0                 31844335          31917531          0                 43                143391398114      197907568760      0                 8256             
1481746842        0                 8162              0                 31845593          31918789          0                 43                143391769669      198509721560      0                 8256             
1481746844        0                 8162              0                 31846788          31919982          0                 43                143392077229      199090888848      0                 8256             
1481746845        0                 8162              0                 31849007          31922199          0                 43                143392613813      199663864176      0                 8256             
1481746846        0                 8162              0                 31850212          31923401          0                 43                143392924773      200247131344      0                 8256             
1481746847        0                 8162              0                 31851412          31924600          0                 43                143393233013      200831445520      0                 8256             
1481746848        0                 8162              0                 31852626          31925804          0                 43                143393609588      201398985608      0                 8256             
1481746849        1                 8162              0                 31853793          31926977          0                 43                143393908260      201969662992      0                 8256             
1481746850        2                 8162              0                 31854978          31928156          0                 43                143394214356      202542439272      0                 8256             
1481746852        0                 8162              0                 31856147          31929323          0                 43                143394515572      203109969872      0                 8256             
1481746853        0                 8162              0                 31857348          31930526          0                 43                143394872784      203683799960      0                 8256             
1481746854        0                 8162              0                 31858529          31931706          0                 43                143395176632      204257624776      0                 8256             
1481746855        0                 8162              0                 31859657          31932823          0                 43                143395469936      204797882656      0                 8256             
1481746856        1                 8162              0                 31860891          31934056          0                 43                143395787432      205396884760      0                 8256             
1481746857        0                 8162              0                 31862136          31935307          0                 43                143396130446      205997987464      0                 8256             
1481746859        0                 8162              0                 31863217          31936377          0                 43                143396436244      206508876016      0                 8256             
1481746860        0                 8162              0                 31864508          31937675          0                 43                143396789274      207139348008      0                 8256             
1481746861        0                 8162              0                 31865682          31938843          0                 43                143397093050      207705830656      0                 8256             
1481746862        1                 8162              0                 31866875          31940034          0                 43                143397400018      208284900648      0                 8256             
1481746863        0                 8162              0                 31868079          31941233          0                 43                143397752969      208857681296      0                 8256             
1481746864        0                 8162              0                 31869276          31942435          0                 43                143398059257      209443044848      0                 8256             
1481746865        0                 8162              0                 31870492          31943646          0                 43                143398432544      210021071152      0                 8256             
1481746867        0                 8162              0                 31871679          31944833          0                 43                143398738152      210598043336      0                 8256             
1481746868        0                 8162              0                 31872879          31946030          0                 43                143399051100      211169773728      0                 8256             
1481746869        1                 8162              0                 31875109          31948259          0                 43                143399590212      211752188792      0                 8256             
1481746870        1                 8162              0                 31876303          31949452          0                 43                143399944672      212321822224      0                 8256             
1481746871        0                 8162              0                 31877486          31950633          0                 43                143400249304      212896695656      0                 8256             
1481746872        2                 8162              0                 31878667          31951810          0                 43                143400555344      213465277248      0                 8256             
1481746873        0                 8162              0                 31879846          31952989          0                 43                143400858512      214039101704      0                 8256             
1481746875        2                 8162              0                 31881050          31954188          0                 43                143401216460      214615027896      0                 8256             
1481746876        0                 8162              0                 31882243          31955382          0                 43                143401535751      215192001944      0                 8256             
1481746877        0                 8162              0                 31883416          31956551          0                 43                143401838431      215760581520      0                 8256             
1481746878        0                 8162              0                 31884612          31957747          0                 43                143402147455      216337555784      0                 8256             
1481746879        0                 8162              0                 31885793          31958925          0                 43                143402451911      216909283272      0                 8256             
1481746880        2                 8162              0                 31886989          31960116          0                 43                143402807907      217481013768      0                 8256             
1481746881        0                 8162              0                 31888168          31961296          0                 43                143403111267      218053789992      0                 8256             
1481746883        0                 8162              0                 31889363          31962489          0                 43                143403422017      218629714832      0                 8256             
1481746884        0                 8162              0                 31890555          31963678          0                 43                143403728985      219207735848      0                 8256             
1481746885        0                 8162              0                 31891750          31964870          0                 43                143404084301      219780514544      0                 8256             
1481746886        0                 8162              0                 31892932          31966052          0                 43                143404389213      220353291992      0                 8256             
1481746887        0                 8162              0                 31894118          31967237          0                 43                143404694333      220930263376      0                 8256             
1481746888        0                 8162              0                 31895318          31968435          0                 43                143405004821      221508286616      0                 8256             
1481746890        0                 8162              0                 31896497          31969608          0                 43                143405309453      222078964144      0                 8256             
1481746891        0                 8162              0                 31897757          31970869          0                 43                143405691732      222684263056      0                 8256             
1481746892        0                 8162              0                 31898941          31972050          0                 43                143405996852      223259136488      0                 8256             
