t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1504800256,1,9.042736,9.042736,9.042736,0.000000,9.042736,9.042736,9.042736,9.042736,9.042736,9.042736,0.096518,0.184009,0.196694,0.198892,calls/second,milliseconds
1504800266,1,9.042736,9.042736,9.042736,0.000000,9.042736,9.042736,9.042736,9.042736,9.042736,9.042736,0.049235,0.155760,0.190246,0.196694,calls/second,milliseconds
1504800276,1,9.042736,9.042736,9.042736,0.000000,9.042736,9.042736,9.042736,9.042736,9.042736,9.042736,0.032996,0.131848,0.184009,0.194521,calls/second,milliseconds
1504800286,1,9.042736,9.042736,9.042736,0.000000,9.042736,9.042736,9.042736,9.042736,9.042736,9.042736,0.024809,0.111607,0.177976,0.192372,calls/second,milliseconds
1504800296,1,9.042736,9.042736,9.042736,0.000000,9.042736,9.042736,9.042736,9.042736,9.042736,9.042736,0.019877,0.094473,0.172142,0.190246,calls/second,milliseconds
1504800306,50,98.001407,2.092055,0.006238,13.805233,0.009555,0.012280,0.020681,98.001407,98.001407,98.001407,0.829086,0.800884,0.325801,0.242136,calls/second,milliseconds
1504800316,61,98.001407,1.768204,0.006238,12.237329,0.010254,0.319171,0.838309,9.042736,98.001407,98.001407,0.867583,0.805863,0.341565,0.248325,calls/second,milliseconds
1504800326,249,98.001407,0.694178,0.003973,5.717474,0.014324,0.284916,0.707863,4.577543,12.742140,98.001407,3.100520,3.696816,0.960064,0.457025,calls/second,milliseconds
1504800336,249,98.001407,0.694178,0.003973,5.717474,0.014324,0.284916,0.707863,4.577543,12.742140,98.001407,2.757190,3.129287,0.928589,0.451975,calls/second,milliseconds
1504800346,258,98.001407,0.674832,0.003973,5.573857,0.015877,0.287987,0.705251,4.577543,12.742140,98.001407,2.572106,2.791526,0.927843,0.456947,calls/second,milliseconds
1504800356,346,98.001407,0.525843,0.003433,4.512303,0.020108,0.276867,0.580854,4.323991,10.933985,98.001407,3.136696,3.744622,1.187235,0.549282,calls/second,milliseconds
1504800366,347,98.001407,0.551342,0.003433,4.518139,0.020314,0.278968,0.600309,4.577543,10.933985,98.001407,2.884323,3.184467,1.151564,0.544314,calls/second,milliseconds
1504800376,353,98.001407,0.538043,0.003433,4.444082,0.020314,0.277697,0.600309,4.577543,10.933985,98.001407,2.709040,2.791540,1.133645,0.544948,calls/second,milliseconds
1504800386,389,98.001407,0.469101,0.003433,4.027251,0.021894,0.277697,0.557818,2.713670,7.230218,98.001407,2.772405,2.928439,1.215048,0.578766,calls/second,milliseconds
1504800396,450,98.001407,0.390064,0.003433,3.473292,0.045719,0.284045,0.432551,0.838309,6.204006,98.001407,2.993881,3.399980,1.371918,0.638669,calls/second,milliseconds
