t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1506106660,1,6.720197,6.720197,6.720197,0.000000,6.720197,6.720197,6.720197,6.720197,6.720197,6.720197,0.096643,0.184009,0.196694,0.198892,calls/second,milliseconds
1506106670,1,6.720197,6.720197,6.720197,0.000000,6.720197,6.720197,6.720197,6.720197,6.720197,6.720197,0.049258,0.155760,0.190246,0.196694,calls/second,milliseconds
1506106680,50,99.619123,2.124907,0.007728,13.999148,0.014846,0.019239,0.796553,99.619123,99.619123,99.619123,1.649880,0.147839,0.187315,0.195629,calls/second,milliseconds
1506106690,72,99.619123,1.577483,0.007728,11.436982,0.019239,0.359172,0.796553,6.720197,99.619123,99.619123,1.786546,1.135176,0.400034,0.267411,calls/second,milliseconds
1506106700,250,99.619123,0.719441,0.004603,6.071214,0.019239,0.301865,0.755375,4.596629,12.622808,99.619123,4.969825,3.609163,0.972112,0.462796,calls/second,milliseconds
1506106710,346,99.619123,0.570651,0.003812,5.007328,0.021049,0.298593,0.656809,3.955061,10.438077,99.619123,5.737728,4.590886,1.260240,0.565088,calls/second,milliseconds
1506106720,350,99.619123,0.567136,0.003812,4.967193,0.022022,0.303298,0.600607,3.955061,10.438077,99.619123,4.978692,3.950065,1.232147,0.563276,calls/second,milliseconds
1506106730,490,99.619123,0.437975,0.002507,3.932752,0.168686,0.285716,0.485008,1.037901,6.720197,99.619123,6.102160,5.532550,1.652421,0.711937,calls/second,milliseconds
1506106740,539,99.619123,0.394639,0.002507,3.657312,0.018829,0.264114,0.464443,1.411133,6.414871,99.619123,5.969178,5.466767,1.760228,0.758364,calls/second,milliseconds
1506106750,539,99.619123,0.394639,0.002507,3.657312,0.018829,0.264114,0.464443,1.411133,6.414871,99.619123,5.373904,4.627518,1.702521,0.749984,calls/second,milliseconds
1506106760,563,99.619123,0.385168,0.002507,3.499951,0.112622,0.277626,0.477760,0.836591,6.414871,99.619123,5.104340,4.234375,1.712711,0.763845,calls/second,milliseconds
1506106770,738,99.619123,0.363280,0.001649,2.906389,0.018940,0.254713,0.417077,1.411133,6.406647,23.321865,6.134762,6.413488,2.246863,0.953583,calls/second,milliseconds
1506106780,738,99.619123,0.363280,0.001649,2.906389,0.018940,0.254713,0.417077,1.411133,6.406647,23.321865,5.663893,5.428900,2.173202,0.943046,calls/second,milliseconds
1506106790,739,99.619123,0.363201,0.001649,2.901618,0.019151,0.255691,0.417077,1.411133,6.406647,23.321865,5.267413,4.611456,2.105261,0.933734,calls/second,milliseconds
1506106800,803,99.619123,0.334296,0.001649,2.624138,0.018292,0.247934,0.390329,1.037901,5.982219,23.321865,5.342696,4.887291,2.240869,0.992078,calls/second,milliseconds
1506106810,829,99.619123,0.318386,0.001649,2.519630,0.019450,0.247313,0.390008,0.789069,5.982219,23.321865,5.171609,4.529757,2.252369,1.009814,calls/second,milliseconds
1506106820,838,99.619123,0.336265,0.001649,2.507744,0.020751,0.247759,0.417077,2.586555,6.406647,23.321865,4.920766,3.970605,2.207951,1.008591,calls/second,milliseconds
1506106830,882,99.619123,0.304885,0.001649,2.308857,0.020944,0.244645,0.411436,0.749968,5.982219,20.746920,4.891887,4.014772,2.273641,1.043898,calls/second,milliseconds
1506106840,924,99.619123,0.279726,0.001649,2.141807,0.023107,0.242647,0.388059,0.629291,5.817067,20.746920,4.855575,4.090550,2.349307,1.083124,calls/second,milliseconds
1506106850,933,99.619123,0.275778,0.001649,2.104951,0.024598,0.242860,0.402703,0.629291,5.817067,20.746920,4.658087,3.601382,2.301821,1.081104,calls/second,milliseconds
1506106860,945,99.619123,0.292787,0.001649,2.075379,0.024598,0.244645,0.430226,0.755375,5.817067,20.746920,4.493584,3.240397,2.266026,1.082454,calls/second,milliseconds
1506106870,993,99.619123,0.261335,0.001649,1.869328,0.024598,0.243209,0.375697,0.677554,5.246111,20.746920,4.507513,3.479825,2.349100,1.123532,calls/second,milliseconds
1506106880,1021,99.619123,0.249043,0.001649,1.761462,0.024598,0.247289,0.388059,0.629291,5.246111,20.746920,4.433367,3.375459,2.363882,1.142056,calls/second,milliseconds
1506106890,1168,99.619123,0.234108,0.001649,1.454509,0.043326,0.242055,0.331475,0.595295,5.734397,10.438077,4.860643,5.039169,2.759866,1.289444,calls/second,milliseconds
1506106900,1282,99.619123,0.233266,0.001318,1.299453,0.114222,0.236338,0.336745,0.598774,4.729078,7.647214,5.121921,5.965808,3.040993,1.400923,calls/second,milliseconds
1506106910,1312,99.619123,0.225158,0.001318,1.251126,0.121756,0.236826,0.329794,0.589849,4.729078,7.647214,5.040390,5.533534,3.045878,1.420765,calls/second,milliseconds
1506106920,1325,99.619123,0.242828,0.001318,1.280944,0.121756,0.238515,0.336745,0.629291,5.246111,7.647214,4.902029,4.884249,2.988668,1.419434,calls/second,milliseconds
1506106930,1341,99.619123,0.235392,0.001318,1.241527,0.121756,0.236338,0.332422,0.598774,5.246111,7.647214,4.784205,4.387728,2.943470,1.421466,calls/second,milliseconds
1506106940,1383,99.619123,0.216838,0.001318,1.153811,0.114222,0.234337,0.326008,0.561720,4.729078,7.647214,4.764082,4.367858,2.985047,1.452210,calls/second,milliseconds
1506106950,1411,99.619123,0.206877,0.001318,1.100386,0.116843,0.230597,0.318772,0.490297,4.596629,7.647214,4.698688,4.122049,2.978762,1.467078,calls/second,milliseconds
1506106960,1440,99.619123,0.224720,0.000909,1.119849,0.116843,0.230650,0.328185,0.561720,5.734397,7.647214,4.640728,3.913328,2.970033,1.480748,calls/second,milliseconds
1506106970,1482,99.619123,0.207804,0.000909,1.036015,0.120396,0.229440,0.312635,0.550203,4.729078,7.647214,4.626974,3.963730,3.010629,1.510825,calls/second,milliseconds
1506106980,1500,99.619123,0.201936,0.000909,1.001640,0.120396,0.229174,0.304144,0.490297,4.729078,7.647214,4.541370,3.654590,2.977169,1.516193,calls/second,milliseconds
1506106990,1514,99.619123,0.197686,0.000909,0.973388,0.120396,0.229366,0.304680,0.489301,4.276437,7.647214,4.449072,3.304634,2.925299,1.514891,calls/second,milliseconds
1506107000,1527,99.619123,0.224357,0.000909,1.025754,0.121756,0.230163,0.314314,0.829053,5.964515,7.647214,4.359171,3.002639,2.872261,1.512544,calls/second,milliseconds
1506107010,1553,99.619123,0.211951,0.000909,0.959433,0.122629,0.234017,0.306232,0.561720,5.734397,7.647214,4.310351,2.910123,2.856779,1.522350,calls/second,milliseconds
1506107020,1589,99.619123,0.196613,0.000909,0.879179,0.122011,0.234017,0.303978,0.490297,4.596629,6.792554,4.291149,3.016032,2.881144,1.545308,calls/second,milliseconds
1506107030,1609,99.619123,0.189709,0.000909,0.837042,0.122011,0.234305,0.294380,0.467674,4.031117,6.792554,4.230924,2.892035,2.858868,1.552548,calls/second,milliseconds
1506107040,1746,23.321865,0.189687,0.000909,0.671082,0.122011,0.225669,0.275927,0.369427,5.252886,6.792554,4.473553,4.599184,3.211087,1.684940,calls/second,milliseconds
1506107050,1842,23.321865,0.202688,0.000909,0.670111,0.131705,0.224997,0.288750,0.550203,5.158543,6.792554,4.601595,5.336215,3.419229,1.772251,calls/second,milliseconds
