Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.21441
100,1000,3,5000,120,48,0.64541
100,10000,3,5000,120,48,7.70238
100,100000,3,5000,120,48,89.06231
100,1000000,3,5000,120,48,1006.44453
