Pilot Startuptime:29.8747200966CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,235.153541088,N/A,235.171149015,302.010723114,302.02344203,0.031446,61.55825,0.004551
unit.000001,Mapper-0-2,N/A,235.905303001,N/A,235.924264908,274.191915989,274.203943014,0.010925,30.891955,0.003016
unit.000002,Mapper-0-3,N/A,236.866903067,N/A,236.883455038,307.913212061,307.926372051,0.016026,62.398712,0.002872
unit.000003,Mapper-0-4,N/A,238.68068099,N/A,238.745616913,272.12390399,272.136259079,0.043825,27.316332,0.002763
unit.000004,Mapper-0-5,N/A,239.134358883,N/A,239.161304951,305.514036894,305.887401104,0.034337,60.698169,0.003831
unit.000005,Mapper-0-6,N/A,241.351954937,N/A,241.395184994,271.074314117,271.104198933,0.016192,24.637841,0.00259
unit.000006,Mapper-0-7,N/A,242.657886028,N/A,242.685333967,275.210412979,275.222745895,0.039972,28.747318,0.002534
unit.000007,Mapper-0-8,N/A,243.564548016,N/A,243.592744112,303.045836926,303.41612792,0.024942,54.663991,0.003402
unit.000008,Mapper-0-9,N/A,245.982480049,N/A,246.073703051,276.26779294,276.279668093,0.016027,26.657391,0.009228
unit.000009,Mapper-0-10,N/A,170.524615049,N/A,170.539486885,198.310555935,198.322280884,0.016022,21.300485,0.001867
unit.000010,Mapper-0-11,N/A,206.456779957,N/A,206.521024942,239.121577024,239.134023905,0.035761,28.431735,0.002671
unit.000011,Mapper-0-12,N/A,248.800915956,N/A,248.83089304,311.034378052,311.318559885,0.038223,53.161963,0.003033
unit.000012,Mapper-0-13,N/A,68.4868519306,N/A,68.5609719753,99.2720370293,99.3004219532,0.025381,27.218846,0.002646
unit.000013,Mapper-0-14,N/A,328.968549967,N/A,328.99576211,350.256263971,350.904320002,0.040075,19.11052,0.002197
unit.000014,Mapper-0-15,N/A,90.0695309639,N/A,90.1187388897,116.841371059,116.983130932,0.04502,24.426068,0.002697
unit.000015,Mapper-0-16,N/A,48.7163350582,N/A,48.7427899837,100.844409943,100.868252993,0.075219,46.532616,0.002688
unit.000016,Mapper-0-17,N/A,69.9261920452,N/A,70.0022270679,106.368391991,106.380672932,0.010981,32.586767,0.002684
unit.000017,Mapper-0-18,N/A,128.470825911,N/A,128.534854889,162.311583042,162.322896957,0.014858,30.547761,0.002834
unit.000018,Mapper-0-19,N/A,147.517889977,N/A,147.544246912,184.432274103,184.444612026,0.015366,30.231901,0.002564
unit.000019,Mapper-0-20,N/A,161.532222033,N/A,161.567215919,228.906672955,228.920085907,0.030575,61.882995,0.005387
unit.000020,Mapper-0-21,N/A,109.136334896,N/A,109.16011405,136.479238033,136.492860079,0.061812,24.071894,0.002594
unit.000021,Mapper-0-22,N/A,291.487569094,N/A,291.53449893,324.305946112,325.806988955,0.039708,28.184516,0.002511
unit.000022,Mapper-0-23,N/A,113.14380002,N/A,113.16918993,143.698987007,143.711463928,0.012325,25.340485,0.002732
unit.000023,Mapper-0-24,N/A,209.743666887,N/A,209.773542881,238.092865944,238.104171991,0.015402,25.171942,0.002693
unit.000024,Mapper-0-25,N/A,59.5360848904,N/A,59.5592570305,131.747884035,131.761879921,0.025624,67.301466,0.00283
unit.000025,Mapper-0-26,N/A,223.674551964,N/A,223.719347954,255.569026947,255.580595016,0.041752,27.712275,0.002943
unit.000026,Mapper-0-27,N/A,166.950515032,N/A,166.998840094,197.445749998,198.299432993,0.016764,23.447298,0.002559
unit.000027,Mapper-0-28,N/A,231.884390116,N/A,231.933825016,270.042058945,270.053728104,0.015545,33.332429,0.002635
unit.000028,Mapper-0-29,N/A,127.135411978,N/A,127.163863897,160.87154603,161.265873909,0.020428,28.897976,0.002127
unit.000029,Mapper-0-30,N/A,129.981666088,N/A,129.997354984,184.409030914,184.421452045,0.050899,46.087664,0.004562
unit.000030,Mapper-0-31,N/A,247.695842981,N/A,247.721510887,277.322433949,277.336901903,0.016254,25.757289,0.003388
unit.000031,Mapper-0-32,N/A,250.472567081,N/A,250.506450891,281.317358017,281.330105066,0.015885,26.293421,0.00269
unit.000032,Mapper-0-33,N/A,253.650501966,N/A,253.695527077,285.480019093,285.49407196,0.017082,27.639048,0.002629
unit.000033,Mapper-0-34,N/A,255.868987083,N/A,255.889790058,304.43896699,304.450951099,0.029798,43.300335,0.002144
unit.000034,Mapper-0-35,N/A,258.655925035,N/A,258.692909002,289.327373981,289.339796066,0.017953,27.734097,0.002531
unit.000035,Mapper-0-36,N/A,260.874269962,N/A,260.892457008,293.381802082,293.408766985,0.026122,29.558965,0.002213
unit.000036,Mapper-0-37,N/A,272.267297983,N/A,272.382366896,311.328778982,311.341945887,0.017407,30.904528,0.002576
unit.000037,Mapper-0-38,N/A,285.762497902,N/A,285.773580074,322.212515116,322.224607944,0.015617,29.638384,0.002264
unit.000038,Mapper-0-39,N/A,298.700594902,N/A,298.716651917,331.673630953,331.687155962,0.016193,30.361618,0.002168
unit.000039,Mapper-0-40,N/A,5.63482093811,N/A,6.01274394989,60.4583470821,60.4698030949,0.030087,41.26472,0.003001
unit.000040,Mapper-0-41,N/A,5.96091198921,N/A,6.10370492935,70.0574688911,70.0762660503,0.030293,51.818633,0.001916
unit.000041,Mapper-0-42,N/A,263.748070955,N/A,263.782398939,295.521059036,295.536468983,0.015769,28.673684,0.001792
unit.000042,Mapper-0-43,N/A,262.539580107,N/A,262.560889959,292.350487947,292.362302065,0.015476,25.857654,0.002724
unit.000043,Mapper-0-44,N/A,71.8176720142,N/A,71.8940880299,100.331497908,100.83199811,0.013945,24.458209,0.00238
unit.000044,Mapper-0-45,N/A,52.6543490887,N/A,52.6712079048,99.2717061043,99.2965140343,0.029594,42.150157,0.002902
unit.000045,Mapper-0-46,N/A,76.8019070625,N/A,76.8346860409,108.443456888,108.456850052,0.016557,28.777786,0.00221
unit.000046,Mapper-0-47,N/A,68.456897974,N/A,68.551213026,101.942693949,101.955801964,0.011653,29.244927,0.00238
unit.000047,Mapper-0-48,N/A,107.227165937,N/A,107.247811079,137.495098114,138.59699297,0.018511,26.031454,0.002435
unit.000048,Mapper-0-49,N/A,122.106858969,N/A,122.125341892,151.16177702,151.173953056,0.016171,24.602434,0.002343
unit.000049,Mapper-0-50,N/A,278.817332029,N/A,278.845926046,313.375952959,313.387974024,0.011741,27.976633,0.003
unit.000050,Mapper-0-51,N/A,155.104065895,N/A,155.134291887,184.431798935,184.443985939,0.031146,22.461952,0.003
unit.000051,Mapper-0-52,N/A,284.004517078,N/A,284.015757084,346.236682892,346.248437881,0.030665,58.18881,0.002817
unit.000052,Mapper-0-53,N/A,182.003660917,N/A,182.024101019,248.367703915,248.38053298,0.039818,61.734676,0.002401
unit.000053,Mapper-0-54,N/A,287.579993963,N/A,287.595593929,322.232816935,322.245707035,0.016712,29.077884,0.003121
unit.000054,Mapper-0-55,N/A,206.442379951,N/A,206.484486103,273.163389921,273.175539017,0.035153,58.078095,0.003178
unit.000055,Mapper-0-56,N/A,213.919997931,N/A,213.934540987,242.197416067,242.209640026,0.016776,25.866445,0.001886
unit.000056,Mapper-0-57,N/A,221.805133104,N/A,221.820039034,250.463289976,250.475668907,0.015906,26.156179,0.002272
