Pilot Startuptime:30.4025719166CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,125.460211039,N/A,125.489471912,204.104670048,204.118427992,0.020508,65.417414,0.002552
unit.000001,Mapper-0-2,N/A,126.56415391,N/A,126.598495007,157.393006086,158.482558966,0.014458,22.323997,0.002604
unit.000002,Mapper-0-3,N/A,127.118130922,N/A,127.132747889,200.026897907,200.041455984,0.064052,62.015685,0.002615
unit.000003,Mapper-0-4,N/A,132.160876036,N/A,132.17768693,162.024595022,162.041769028,0.016063,25.465429,0.00256
unit.000004,Mapper-0-5,N/A,129.88420701,N/A,129.92081809,168.260965109,168.273540974,0.015871,33.222749,0.002258
unit.000005,Mapper-0-6,N/A,131.556143045,N/A,131.588587999,181.221381903,181.233249903,0.018787,46.319845,0.002843
unit.000006,Mapper-0-7,N/A,133.46331811,N/A,133.493803978,211.305977106,211.319032907,0.019824,60.747476,0.003347
unit.000007,Mapper-0-8,N/A,172.839585066,N/A,172.870022058,235.127509117,235.14084506,0.029572,57.00721,0.005015
unit.000008,Mapper-0-9,N/A,134.975090027,N/A,134.995495081,214.385623932,214.398360968,0.050664,63.679529,0.005729
unit.000009,Mapper-0-10,N/A,195.958700895,N/A,195.974929094,227.895334959,228.350811005,0.018544,28.212021,0.002712
unit.000010,Mapper-0-11,N/A,196.71165204,N/A,196.740268946,228.360796928,228.378137112,0.016384,27.956302,0.002619
unit.000011,Mapper-0-12,N/A,198.385612011,N/A,198.402950048,245.259287119,245.272073984,0.025881,41.554657,0.002814
unit.000012,Mapper-0-13,N/A,200.042777061,N/A,200.07207799,230.511871099,230.693847895,0.016188,27.000733,0.002683
unit.000013,Mapper-0-14,N/A,202.603877068,N/A,202.62558198,264.792606115,264.803828001,0.03909,56.30081,0.003059
unit.000014,Mapper-0-15,N/A,204.31845808,N/A,204.355808973,236.987737894,237.001926899,0.016888,27.321707,0.002399
unit.000015,Mapper-0-16,N/A,206.580343008,N/A,206.666179895,236.141966105,236.977077007,0.017666,24.478701,0.002279
unit.000016,Mapper-0-17,N/A,157.43460989,N/A,157.492635965,192.91761899,192.930258036,0.06842,27.370057,0.002018
unit.000017,Mapper-0-18,N/A,209.798513889,N/A,209.860507011,243.236433029,243.250322104,0.015916,29.294534,0.002528
unit.000018,Mapper-0-19,N/A,211.556873083,N/A,211.588803053,243.261122942,243.27205801,0.016344,28.400105,0.002527
unit.000019,Mapper-0-20,N/A,213.816178083,N/A,213.842705965,241.150590897,241.163774967,0.053966,23.945911,0.002544
unit.000020,Mapper-0-21,N/A,217.147006035,N/A,217.177488089,249.548281908,249.560853004,0.016616,29.141385,0.003154
unit.000021,Mapper-0-22,N/A,217.44994998,N/A,217.466146946,249.485188961,249.503369093,0.017485,25.163833,0.002049
unit.000022,Mapper-0-23,N/A,230.436741114,N/A,230.453572989,295.576958895,295.589349031,0.02248,59.454497,0.003015
unit.000023,Mapper-0-24,N/A,224.077750921,N/A,224.103343964,260.694873095,260.70837903,0.031194,30.956617,0.003391
unit.000024,Mapper-0-25,N/A,226.091890097,N/A,226.136389017,254.859040976,254.871504068,0.056367,25.234199,0.002067
unit.000025,Mapper-0-26,N/A,270.10155201,N/A,270.132533073,296.592715025,296.632844925,0.03447,23.785579,0.002383
unit.000026,Mapper-0-27,N/A,229.576853037,N/A,229.598839045,298.678061962,298.689213037,0.029946,65.174431,0.004116
unit.000027,Mapper-0-28,N/A,232.133933067,N/A,232.160253048,259.704461098,259.715827942,0.017813,24.617412,0.002519
unit.000028,Mapper-0-29,N/A,234.652614117,N/A,234.686692953,288.371191978,288.397783995,0.029841,49.279395,0.002804
unit.000029,Mapper-0-30,N/A,236.317804098,N/A,236.329325914,263.778716087,263.792367935,0.016804,24.53162,0.002346
unit.000030,Mapper-0-31,N/A,239.788417101,N/A,239.808944941,264.812602997,264.824062109,0.017719,21.954702,0.00261
unit.000031,Mapper-0-32,N/A,6.74192905426,N/A,6.86120200157,60.1121919155,60.123488903,0.058513,44.458509,0.002472
unit.000032,Mapper-0-33,N/A,6.79299592972,N/A,7.0045030117,60.1770730019,60.1898069382,0.054477,45.082,0.002304
unit.000033,Mapper-0-34,N/A,244.502543926,N/A,244.520385027,309.940006971,309.953474045,0.014815,59.521469,0.003419
unit.000034,Mapper-0-35,N/A,7.19326305389,N/A,7.47838711739,61.1452860832,61.156922102,0.035332,43.782783,0.001898
unit.000035,Mapper-0-36,N/A,251.357235909,N/A,251.384278059,279.125365019,279.138598919,0.038756,24.476456,0.002609
unit.000036,Mapper-0-37,N/A,7.33365011215,N/A,7.51162695885,62.2677280903,64.7890651226,0.029081,43.251055,0.002687
unit.000037,Mapper-0-38,N/A,256.676820993,N/A,256.699726105,286.30031395,286.312679052,0.03311,26.716146,0.002634
unit.000038,Mapper-0-39,N/A,7.37984704971,N/A,7.52263689041,67.9861609936,67.9973790646,0.029774,48.727366,0.001875
unit.000039,Mapper-0-40,N/A,260.222044945,N/A,260.286391973,290.45956707,290.4734869,0.015632,26.552451,0.002654
unit.000040,Mapper-0-41,N/A,7.36567807198,N/A,7.51897597313,61.1032319069,61.1151618958,0.030074,42.700746,0.002417
unit.000041,Mapper-0-42,N/A,9.98119902611,N/A,9.99573612213,72.1554780006,72.8556449413,0.032067,49.465702,0.003151
unit.000042,Mapper-0-43,N/A,9.33822703362,N/A,9.35280895233,62.1793599129,64.7862730026,0.029871,42.507814,0.002738
unit.000043,Mapper-0-44,N/A,14.0862998962,N/A,14.1645040512,67.0271930695,67.0390729904,0.033868,43.540074,0.002253
unit.000044,Mapper-0-45,N/A,11.6094141006,N/A,11.6239700317,66.9602749348,66.9721031189,0.040358,41.703483,0.002482
unit.000045,Mapper-0-46,N/A,15.891274929,N/A,15.9441049099,64.7987859249,64.8197801113,0.025354,40.468786,0.002057
unit.000046,Mapper-0-47,N/A,17.6516010761,N/A,17.6746048927,64.8493161201,64.8712420464,0.014124,41.273369,0.002188
unit.000047,Mapper-0-48,N/A,19.3123130798,N/A,19.330329895,73.9076941013,73.9198470116,0.016399,48.929529,0.002547
unit.000048,Mapper-0-49,N/A,21.7723989487,N/A,21.8043999672,67.9236528873,67.9344389439,0.015689,40.082979,0.002549
unit.000049,Mapper-0-50,N/A,23.1349799633,N/A,23.166367054,70.0600969791,70.0738539696,0.017227,42.862758,0.002484
unit.000050,Mapper-0-51,N/A,24.649750948,N/A,24.6696069241,79.8662478924,79.8783910275,0.026026,44.271722,0.002266
unit.000051,Mapper-0-52,N/A,26.5291419029,N/A,26.5653820038,78.1043601036,78.1159639359,0.026408,42.591933,0.002501
unit.000052,Mapper-0-53,N/A,27.9968531132,N/A,28.0616691113,73.8570449352,73.8689730167,0.026458,36.127005,0.002935
unit.000053,Mapper-0-54,N/A,29.8655779362,N/A,29.9092140198,79.8874619007,79.899228096,0.026461,44.288631,0.002052
unit.000054,Mapper-0-55,N/A,31.5299448967,N/A,31.6206550598,74.9653270245,76.0262920856,0.045085,39.107997,0.002198
