Pilot Startuptime:35.1461889744CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,5.56338596344,N/A,5.63400411606,1041.073735,1041.08506703,0.032453,1004.249134,0.006551
unit.000001,Mapper-0-2,N/A,5.44722604752,N/A,5.60733413696,1127.03910613,1127.05268002,0.032496,1032.195265,0.004636
unit.000002,Mapper-0-3,N/A,5.46893191338,N/A,5.61171507835,1136.71895003,1136.73059702,0.046036,1038.401322,0.005243
unit.000003,Mapper-0-4,N/A,5.3476369381,N/A,5.38778710365,1117.67234898,1117.68536901,0.03254,1030.22855,0.004489
unit.000004,Mapper-0-5,N/A,5.54523205757,N/A,5.63030195236,1097.28167105,1097.29483795,0.034132,1028.306031,0.005007
unit.000005,Mapper-0-6,N/A,5.43643307686,N/A,5.60362792015,1165.46884203,1165.48078799,0.032869,1042.550718,0.004705
unit.000006,Mapper-0-7,N/A,5.36949896812,N/A,5.50522303581,1049.18322611,1049.19473004,0.03709,1007.478911,0.006984
unit.000007,Mapper-0-8,N/A,5.40268707275,N/A,5.59619092941,1074.49319506,1074.50397205,0.033436,1020.994949,0.005063
unit.000008,Mapper-0-9,N/A,5.57418990135,N/A,5.63774394989,1058.2904191,1058.30240202,0.032729,1013.509565,0.005459
unit.000009,Mapper-0-10,N/A,5.52720999718,N/A,5.62659192085,1156.35798693,1156.37056708,0.033685,1040.994264,0.004741
unit.000010,Mapper-0-11,N/A,5.39130210876,N/A,5.55267190933,1145.84211993,1145.856457,0.032949,1040.166379,0.005007
unit.000011,Mapper-0-12,N/A,5.41821694374,N/A,5.59991502762,1087.66805601,1089.20172191,0.034875,1026.465038,0.00729
unit.000012,Mapper-0-13,N/A,5.51642894745,N/A,5.62290096283,1023.45236492,1023.46469402,0.032829,996.359966,0.006343
unit.000013,Mapper-0-14,N/A,5.35502195358,N/A,5.45453691483,1031.96785808,1031.98313093,0.030868,1003.840609,0.014968
unit.000014,Mapper-0-15,N/A,5.49416899681,N/A,5.61919093132,1107.41179109,1107.42437196,0.032602,1029.920147,0.004723
