Pilot Startuptime:30.0333819389CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,6.57954406738,N/A,6.66206407547,1156.82504106,1156.83657503,0.186227,1056.785713,0.001897
unit.000001,Mapper-0-2,N/A,6.42998099327,N/A,6.59730601311,1035.45459604,1036.18865895,0.199989,980.589861,0.003168
unit.000002,Mapper-0-3,N/A,6.40859508514,N/A,6.54397797585,1119.64389396,1126.25002408,0.187007,1027.690837,0.002239
unit.000003,Mapper-0-4,N/A,6.51554203033,N/A,6.64754009247,1101.30539298,1101.32043409,0.178516,1023.131414,0.003494
unit.000004,Mapper-0-5,N/A,6.54741597176,N/A,6.65481209755,1129.29068398,1129.30287504,0.175781,1032.739722,0.002473
unit.000005,Mapper-0-6,N/A,6.39438390732,N/A,6.49081110954,1052.48673201,1052.50095797,0.177286,996.85237,0.003089
unit.000006,Mapper-0-7,N/A,6.45474696159,N/A,6.63299393654,1026.30517101,1026.32040191,0.183321,974.266717,0.002871
unit.000007,Mapper-0-8,N/A,6.4725561142,N/A,6.6366250515,1147.61557603,1147.62723494,0.179787,1044.858648,0.001569
unit.000008,Mapper-0-9,N/A,6.59015893936,N/A,6.66571998596,1044.34171295,1044.35830688,0.189376,984.355401,0.00329
unit.000009,Mapper-0-10,N/A,6.44415998459,N/A,6.62935590744,1138.47104406,1138.48246789,0.178171,1037.02814,0.004665
unit.000010,Mapper-0-11,N/A,6.56152105331,N/A,6.65843009949,1091.65266109,1091.66356111,0.179281,1017.610362,0.002239
unit.000011,Mapper-0-12,N/A,6.50139307976,N/A,6.64389109612,1011.67060995,1011.68394995,0.184787,972.838634,0.004069
unit.000012,Mapper-0-13,N/A,6.38714599609,N/A,6.42299604416,1072.83481693,1072.84971309,0.17957,1009.274535,0.004379
unit.000013,Mapper-0-14,N/A,6.53317189217,N/A,6.65119099617,1082.03148603,1082.4117949,0.20223,1017.156462,0.003067
unit.000014,Mapper-0-15,N/A,6.60788202286,N/A,6.66936612129,1110.47813511,1110.4901011,0.17691,1027.274445,0.002925
unit.000015,Mapper-0-16,N/A,6.48717999458,N/A,6.6402618885,1064.6698339,1064.68522406,0.130748,1000.914466,0.003142
unit.000016,Reducer-0,N/A,1163.66388607,N/A,1163.75684309,1168.9983151,1170.32041693,0.048431,0.022039,0.002886
unit.000017,Mapper-1-1,N/A,1181.35254908,N/A,1181.37097001,1948.11548591,1948.1262579,0.159845,720.076332,0.003047
unit.000018,Mapper-1-2,N/A,1176.68677711,N/A,1176.75025296,1910.59710789,1910.82994103,0.161841,715.190718,0.002776
unit.000019,Mapper-1-3,N/A,1177.48180699,N/A,1177.49720311,1902.21196699,1902.22305894,0.168834,705.729573,0.002396
unit.000020,Mapper-1-4,N/A,1182.98912501,N/A,1183.05443001,2249.23803496,2249.56912208,0.190376,1017.267642,0.002083
unit.000021,Mapper-1-5,N/A,1182.24576402,N/A,1182.26356411,2347.37387109,2347.38790512,0.167604,1045.537306,0.002277
unit.000022,Mapper-1-6,N/A,1180.60847092,N/A,1180.62318802,2269.94421291,2269.95600796,0.170987,1023.143054,0.003777
unit.000023,Mapper-1-7,N/A,1178.37753606,N/A,1178.39191103,2167.5209949,2167.53203106,0.179083,941.846977,0.003297
unit.000024,Mapper-1-8,N/A,1183.2880609,N/A,1183.31190205,2126.81452489,2126.82803512,0.451258,913.140878,0.002325
unit.000025,Mapper-1-9,N/A,1180.90545797,N/A,1180.97234893,1937.4704361,1937.48261595,0.158642,714.720872,0.30008
unit.000026,Mapper-1-10,N/A,1179.86334395,N/A,1179.92808008,2314.788342,2314.801157,0.154834,1034.350984,0.003066
unit.000027,Mapper-1-11,N/A,1178.52446795,N/A,1178.54204202,2139.00693607,2139.01940393,0.165919,935.169131,0.104886
unit.000028,Mapper-1-12,N/A,1181.649863,N/A,1181.665802,2216.63794994,2216.65151501,0.168422,1006.83026,0.002405
unit.000029,Mapper-1-13,N/A,1182.39367509,N/A,1182.40971994,2293.37971091,2293.39131808,0.325853,1022.950394,0.002515
unit.000030,Mapper-1-14,N/A,1179.12022591,N/A,1179.13469505,1928.30326009,1928.31468701,0.161218,714.964733,0.003026
unit.000031,Mapper-1-15,N/A,1179.41642904,N/A,1179.430825,2381.02972698,2381.04313111,0.153799,1051.694263,0.00211
unit.000032,Mapper-1-16,N/A,1180.16146398,N/A,1180.17588496,1918.96735096,1919.12609601,0.108748,711.867358,0.002551
unit.000033,Reducer-1,N/A,2390.78602004,N/A,2392.01367903,N/A,N/A,0.034677,0.021645,0.003294
unit.000034,Mapper-2-1,N/A,2404.93844295,N/A,2404.95709395,3449.85899806,3449.87183189,0.158328,1028.403172,0.003327
unit.000035,Mapper-2-2,N/A,2403.48066807,N/A,2403.49823594,3467.34262896,3467.354177,0.189324,1041.063045,0.002993
