Pilot Startuptime:35.8698379993CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,5.97638583183,N/A,6.15037083626,204.503234863,204.515486956,0.020953,117.832896,0.00509
unit.000001,Mapper-0-2,N/A,6.02371001244,N/A,6.16159796715,110.173897982,110.187706947,0.021218,89.608191,0.004696
unit.000002,Mapper-0-3,N/A,60.0989739895,N/A,60.1200959682,241.292222977,241.328207016,0.010338,128.420421,0.00409
unit.000003,Mapper-0-4,N/A,12.3974850178,N/A,12.4127378464,182.17275691,182.301100969,0.020939,102.738656,0.004765
unit.000004,Mapper-0-5,N/A,17.2916529179,N/A,17.3093969822,203.263228893,203.502367973,0.025104,107.6117,0.004446
unit.000005,Mapper-0-6,N/A,20.3009848595,N/A,20.3713219166,212.929708004,212.966217995,0.012561,127.154753,0.004751
unit.000006,Mapper-0-7,N/A,24.7757208347,N/A,24.8406939507,205.535998821,205.551964998,0.012847,107.001982,0.010119
unit.000007,Mapper-0-8,N/A,27.5378248692,N/A,27.5576059818,216.069993973,216.113145828,0.03789,126.54867,0.004559
unit.000008,Mapper-0-9,N/A,31.610355854,N/A,32.3514719009,215.018364906,215.04954195,0.035074,121.692359,0.004269
unit.000009,Mapper-0-10,N/A,36.4957609177,N/A,36.5701789856,229.158290863,229.179708004,0.03521,137.008996,0.004857
unit.000010,Mapper-0-11,N/A,39.1640620232,N/A,39.1920850277,218.177837849,218.215495825,0.011609,119.108011,0.004514
unit.000011,Mapper-0-12,N/A,42.884390831,N/A,42.9140100479,233.932924986,233.944982052,0.035524,137.182375,0.00428
unit.000012,Mapper-0-13,N/A,46.4454760551,N/A,46.4608888626,226.072939873,226.084980965,0.011989,120.229954,0.004773
unit.000013,Mapper-0-14,N/A,50.3563809395,N/A,50.4133229256,227.108605862,227.120854855,0.012964,120.576297,0.004463
unit.000014,Mapper-0-15,N/A,53.9486980438,N/A,53.9701669216,230.202050924,230.755269051,0.043709,118.794293,0.004415
unit.000015,Mapper-0-16,N/A,166.047441959,N/A,166.066874981,347.772267818,347.784361839,0.011271,90.813753,0.004795
unit.000016,Mapper-0-17,N/A,5.42020702362,N/A,5.54497504234,92.3659880161,92.4403419495,0.028828,79.68889,0.011082
unit.000017,Mapper-0-18,N/A,143.64010787,N/A,143.663238049,333.115603924,333.174675941,0.035442,104.2598,0.004337
unit.000018,Mapper-0-19,N/A,56.2087769508,N/A,56.2332019806,238.150848866,238.162327051,0.036181,126.504738,0.004442
unit.000019,Mapper-0-20,N/A,175.560451984,N/A,175.578455925,362.209666014,362.24002099,0.021082,100.629055,0.046969
unit.000020,Mapper-0-21,N/A,5.50110387802,N/A,5.79779291153,117.849539995,117.863267899,0.02832,95.872131,0.00541
unit.000021,Mapper-0-22,N/A,5.54850888252,N/A,5.95084285736,156.041290045,156.065884829,0.028918,97.606649,0.004956
unit.000022,Mapper-0-23,N/A,5.60005998611,N/A,6.06045889854,169.481030941,169.494798899,0.028366,99.244455,0.004364
unit.000023,Mapper-0-24,N/A,5.62544894218,N/A,6.067953825,128.590620995,129.982426882,0.02887,97.154134,0.009188
unit.000024,Mapper-0-25,N/A,5.67336702347,N/A,6.07942390442,202.237056017,202.249500036,0.019862,111.859339,0.00501
unit.000025,Mapper-0-26,N/A,5.73883795738,N/A,6.09435987473,183.311832905,183.331763983,0.019828,102.887845,0.005712
unit.000026,Mapper-0-27,N/A,5.75715398788,N/A,6.09809398651,100.154937983,100.22704792,0.020125,83.470843,0.004633
unit.000027,Mapper-0-28,N/A,5.80131196976,N/A,6.10931682587,200.117871046,200.13974905,0.020105,109.730689,0.004431
unit.000028,Mapper-0-29,N/A,5.81943297386,N/A,6.113052845,198.999372005,199.096216917,0.019974,108.594534,0.004959
unit.000029,Mapper-0-30,N/A,5.87771081924,N/A,6.1279759407,165.378907919,165.417893887,0.065252,95.797434,0.005148
unit.000030,Mapper-0-31,N/A,5.91423583031,N/A,6.13544201851,186.415927887,186.472612858,0.019356,102.902927,0.004214
unit.000031,Mapper-0-32,N/A,5.9432990551,N/A,6.14290785789,177.952309847,178.022017956,0.055147,98.578869,0.004833
unit.000032,Mapper-0-33,N/A,5.99097585678,N/A,6.15409994125,179.022622824,179.049465895,0.021198,100.042579,0.00431
unit.000033,Mapper-0-34,N/A,7.24205899239,N/A,7.25724697113,196.848253965,196.860317945,0.020029,108.307489,0.004493
unit.000034,Mapper-0-35,N/A,8.55508089066,N/A,8.61977481842,184.34316802,184.391557932,0.021026,102.147864,0.004928
unit.000035,Mapper-0-36,N/A,15.9382119179,N/A,16.0078668594,207.683996916,207.696956873,0.023996,119.043573,0.004509
unit.000036,Mapper-0-37,N/A,18.296959877,N/A,18.3135559559,213.967244864,213.978068829,0.032235,130.805586,0.004406
unit.000037,Mapper-0-38,N/A,22.3542170525,N/A,22.4191439152,207.706979036,207.775676012,0.012002,117.67406,0.004953
