Pilot Startuptime:42.1931891441
CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,8.98451685905,N/A,9.25022292137,543.286298037,543.298080921,0.018637,249.531269,0.005532
unit.000001,Mapper-0-2,N/A,9.03613686562,N/A,9.26156997681,530.627262831,530.639395952,0.019584,246.517388,0.005265
unit.000002,Mapper-0-3,N/A,9.1687400341,N/A,9.26896286011,514.765973806,514.777482033,0.018411,243.90102,0.004216
unit.000003,Mapper-0-4,N/A,7.9548869133,N/A,8.56651902199,417.188640833,417.210196018,0.021825,196.636023,0.004781
unit.000004,Mapper-0-5,N/A,8.06710100174,N/A,9.05810594559,555.504648924,555.516842842,0.024421,254.419273,0.005525
unit.000005,Mapper-0-6,N/A,18.1952219009,N/A,18.2292330265,564.48464489,564.495434999,0.014941,247.971606,0.004173
unit.000006,Mapper-0-7,N/A,21.1154808998,N/A,21.1801838875,547.364252806,547.375435829,0.014897,242.273101,0.004135
unit.000007,Mapper-0-8,N/A,7.73242783546,N/A,7.7683069706,191.203728914,191.215940952,0.021728,173.600055,0.005526
unit.000008,Mapper-0-9,N/A,8.15147399902,N/A,9.07310795784,524.532111883,524.542637825,0.02458,247.037764,0.004837
unit.000009,Mapper-0-10,N/A,8.03749394417,N/A,9.02487587929,470.638660908,470.650470018,0.024502,230.927158,0.005368
unit.000010,Mapper-0-11,N/A,7.88293385506,N/A,8.31325483322,260.162313938,260.173753977,0.021812,191.740071,0.005366
unit.000011,Mapper-0-12,N/A,14.1747429371,N/A,14.2105798721,515.796406984,515.808846951,0.050391,243.734641,0.004965
unit.000012,Mapper-0-13,N/A,8.95564985275,N/A,9.24283885956,522.083074808,522.094385862,0.030856,244.078064,0.004699
unit.000013,Mapper-0-14,N/A,8.684019804,N/A,9.22416996956,492.701510906,492.717329025,0.028405,239.988481,0.00505
unit.000014,Mapper-0-15,N/A,22.7125759125,N/A,22.7408878803,503.144244909,503.155436993,0.014852,234.522026,0.004532
unit.000015,Mapper-0-16,N/A,8.08961391449,N/A,9.06178283691,469.607210875,469.618077993,0.025645,229.521752,0.004868
unit.000016,Mapper-0-17,N/A,8.52336001396,N/A,9.18697190285,475.719101906,476.585309029,0.028377,235.352592,0.005168
unit.000017,Mapper-0-18,N/A,25.2849998474,N/A,25.3891119957,536.742977858,536.754319906,0.011062,239.387674,0.004117
unit.000018,Mapper-0-19,N/A,9.53739881516,N/A,9.55196785927,490.659297943,490.67045784,0.018704,238.932196,0.005394
unit.000019,Mapper-0-20,N/A,18.2026929855,N/A,18.264070034,541.239427805,541.252519846,0.014873,241.327074,0.004181
unit.000020,Mapper-0-21,N/A,7.75389003754,N/A,7.87238502502,192.235253811,192.245925903,0.026001,174.713144,0.00523
unit.000021,Mapper-0-22,N/A,8.24453783035,N/A,9.10579586029,504.170255899,504.18245101,0.024409,243.334969,0.004883
unit.000022,Mapper-0-23,N/A,7.94063186646,N/A,8.52702093124,190.187036991,190.19923687,0.021653,173.249979,0.00761
unit.000023,Mapper-0-24,N/A,8.30570483208,N/A,9.12047386169,537.775024891,537.787561893,0.027034,250.401613,0.00444
unit.000024,Mapper-0-25,N/A,8.33839797974,N/A,9.12782788277,486.578544855,486.58990097,0.026957,238.535436,0.004884
unit.000025,Mapper-0-26,N/A,8.32028985023,N/A,9.12414288521,477.586004972,477.59897995,0.026934,236.473905,0.005514
unit.000026,Mapper-0-27,N/A,8.49436783791,N/A,9.16523003578,479.632666826,479.643680811,0.027073,236.805131,0.004925
unit.000027,Mapper-0-28,N/A,8.42989897728,N/A,9.15036487579,499.077718019,499.091265917,0.026862,243.489828,0.004413
unit.000028,Mapper-0-29,N/A,8.00491380692,N/A,8.93068790436,463.367545843,463.379328966,0.024458,225.160857,0.005519
unit.000029,Mapper-0-30,N/A,8.47989797592,N/A,9.16149401665,563.454958916,563.469110966,0.026902,257.426355,0.004587
unit.000030,Mapper-0-31,N/A,8.50911688805,N/A,9.18328380585,471.65126586,471.663378,0.028318,230.8413,0.005034
unit.000031,Mapper-0-32,N/A,7.81505489349,N/A,8.07821583748,196.320258856,196.332047939,0.021547,175.960657,0.004772
unit.000032,Mapper-0-33,N/A,7.92994689941,N/A,8.47288203239,346.413643837,346.463346004,0.021726,194.386418,0.006269
unit.000033,Mapper-0-34,N/A,8.58784794807,N/A,9.2017519474,472.022696972,472.033995867,0.028317,231.103077,0.004466
unit.000034,Mapper-0-35,N/A,8.10071182251,N/A,9.06544589996,464.397207022,464.409001827,0.02433,226.52879,0.005039
unit.000035,Mapper-0-36,N/A,8.61637997627,N/A,9.20916891098,520.034065008,520.045966864,0.028308,244.518931,0.004803
unit.000036,Mapper-0-37,N/A,8.38664889336,N/A,9.13932085037,502.127295017,502.138612032,0.02685,243.409549,0.00537
unit.000037,Mapper-0-38,N/A,8.55207180977,N/A,9.19435787201,506.198407888,506.209553957,0.028296,243.119777,0.00525
unit.000038,Mapper-0-39,N/A,8.71749591827,N/A,9.23178601265,554.487593889,554.499289036,0.029553,252.719386,0.004762
unit.000039,Mapper-0-40,N/A,12.4956219196,N/A,12.6053249836,534.718129873,534.730861902,0.017717,247.228842,0.005101
unit.000040,Mapper-0-41,N/A,30.8045339584,N/A,30.8331859112,575.266068935,575.278077841,0.01072,242.763955,0.00461
unit.000041,Mapper-0-42,N/A,9.01749801636,N/A,9.257833004,488.613631964,488.626250982,0.059624,236.741403,0.00494
unit.000042,Mapper-0-43,N/A,7.80419182777,N/A,8.03050684929,283.493837833,283.512738943,0.021771,193.970578,0.005175
unit.000043,Mapper-0-44,N/A,7.86505103111,N/A,8.26245498657,235.320187807,235.33403492,0.021647,191.537276,0.004889
unit.000044,Mapper-0-45,N/A,7.83654403687,N/A,8.12644290924,313.867977858,313.879630804,0.021673,194.150378,0.005191
unit.000045,Mapper-0-46,N/A,12.488601923,N/A,12.5907688141,468.59442687,468.60618782,0.056424,228.232038,0.005535
unit.000046,Mapper-0-47,N/A,7.85081195831,N/A,8.20872998238,194.277523994,194.289163828,0.021765,175.415448,0.004488
unit.000047,Mapper-0-48,N/A,22.5634119511,N/A,22.5796499252,510.695411921,510.710403919,0.014914,235.408673,0.004265
unit.000048,Mapper-0-49,N/A,8.66846990585,N/A,9.22046589851,542.253237963,542.26560998,0.028227,250.16591,0.004687
unit.000049,Mapper-0-50,N/A,29.2946708202,N/A,29.3413088322,559.586913824,559.598253965,0.01098,242.491646,0.00428
unit.000050,Mapper-0-51,N/A,30.8119678497,N/A,30.8664109707,556.533607006,556.544685841,0.011495,238.020371,0.00411
unit.000051,Mapper-0-52,N/A,8.21589899063,N/A,9.09840393066,482.232627869,482.24749589,0.024493,237.398671,0.0051
unit.000052,Mapper-0-53,N/A,7.89420890808,N/A,8.36546492577,195.307205915,195.319109917,0.02158,175.843903,0.005593
unit.000053,Mapper-0-54,N/A,20.0120158195,N/A,20.0265250206,533.68637991,533.696995974,0.015663,239.573448,0.005566
unit.000054,Mapper-0-55,N/A,8.05174398422,N/A,9.05443382263,462.35271883,462.364257812,0.024267,223.669237,0.004777
unit.000055,Mapper-0-56,N/A,8.16901803017,N/A,9.08380889893,489.634371996,489.656440973,0.024181,240.846,0.005314
unit.000056,Mapper-0-57,N/A,8.36893081665,N/A,9.13564395905,527.566824913,527.577869892,0.027889,246.972935,0.004715
unit.000057,Mapper-0-58,N/A,8.39733695984,N/A,9.14301800728,485.548805952,485.56532383,0.026965,238.168846,0.005356
unit.000058,Mapper-0-59,N/A,8.63208985329,N/A,9.21287894249,458.127576828,460.288695812,0.0378,217.405447,0.005333
unit.000059,Mapper-0-60,N/A,9.07657790184,N/A,9.26524782181,551.429175854,551.442795992,0.018677,250.792756,0.004517
unit.000060,Mapper-0-61,N/A,7.9120619297,N/A,8.42289185524,192.231280804,192.242412806,0.021583,174.184373,0.005222
unit.000061,Mapper-0-62,N/A,7.73960089684,N/A,7.82229089737,193.262724876,193.275557995,0.021756,175.336001,0.005532
unit.000062,Mapper-0-63,N/A,8.54134893417,N/A,9.19068384171,512.742295027,512.753973961,0.028263,243.534633,0.004747
unit.000063,Mapper-0-64,N/A,8.57352900505,N/A,9.19807386398,524.106925964,524.522656918,0.028338,245.953938,0.004651
unit.000064,Mapper-0-65,N/A,7.99056887627,N/A,8.68051886559,473.054353952,473.066114902,0.024202,235.2086,0.005611
unit.000065,Mapper-0-66,N/A,8.6020629406,N/A,9.20544791222,532.673540831,532.685876846,0.034512,247.028672,0.004686
unit.000066,Mapper-0-67,N/A,8.22667384148,N/A,9.10210394859,528.59992981,528.615074873,0.024517,248.499492,0.004472
unit.000067,Mapper-0-68,N/A,8.65197181702,N/A,9.21657180786,511.711076021,511.722196817,0.028237,243.631626,0.004338
