Pilot Startuptime:2759.23520708CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,11.4619920254,N/A,14.6910629272,284.348495007,284.364699841,0.025206,256.852591,0.005021
unit.000001,Mapper-0-2,N/A,11.337446928,N/A,14.6619708538,339.989738941,340.008491993,0.020553,268.477304,0.004589
unit.000002,Mapper-0-3,N/A,6.85557198524,N/A,7.080327034,62.3756759167,62.3876378536,0.025965,46.325872,0.005771
unit.000003,Mapper-0-4,N/A,6.86643195152,N/A,7.13350296021,62.4023799896,62.4148609638,0.0259,46.694764,0.004071
unit.000004,Mapper-0-5,N/A,6.93029785156,N/A,7.33747196198,62.4244499207,62.4375529289,0.025959,47.126843,0.004797
unit.000005,Mapper-0-6,N/A,6.96303701401,N/A,7.4300198555,63.4586889744,63.4718699455,0.026075,48.797238,0.003878
unit.000006,Mapper-0-7,N/A,6.99496603012,N/A,7.53687095642,61.1776468754,61.193187952,0.026209,44.763407,0.004601
unit.000007,Mapper-0-8,N/A,7.01976394653,N/A,7.64335584641,353.266264915,354.512776852,0.023029,276.692926,0.004374
unit.000008,Mapper-0-9,N/A,7.05529999733,N/A,7.75210690498,284.341423988,284.359683037,0.023037,255.199409,0.003831
unit.000009,Mapper-0-10,N/A,7.0837469101,N/A,8.04305887222,282.680920839,282.695538044,0.02294,258.34503,0.004949
unit.000010,Mapper-0-11,N/A,7.12633085251,N/A,8.26736593246,364.054611921,364.076078892,0.023653,280.953083,0.00458
unit.000011,Mapper-0-12,N/A,7.16205096245,N/A,8.3644080162,302.029998064,302.047663927,0.023066,268.704744,0.005392
unit.000012,Mapper-0-13,N/A,7.19058585167,N/A,8.45327806473,333.364331961,333.47108984,0.02299,275.284399,0.004669
unit.000013,Mapper-0-14,N/A,7.22247004509,N/A,8.56403589249,334.552442074,334.565789938,0.023036,275.787904,0.004339
unit.000014,Mapper-0-15,N/A,7.25448083878,N/A,8.66727089882,279.447226048,279.460067034,0.022994,255.147942,0.004483
unit.000015,Mapper-0-16,N/A,7.30121684074,N/A,8.99741601944,367.313832998,367.329959869,0.026953,280.823446,0.00412
unit.000016,Mapper-0-17,N/A,7.36229991913,N/A,9.21789503098,371.490360022,371.505236864,0.026743,282.114098,0.004221
unit.000017,Mapper-0-18,N/A,7.4084918499,N/A,9.39932203293,381.827647924,381.842073917,0.027004,282.253687,0.003322
unit.000018,Mapper-0-19,N/A,7.44052886963,N/A,9.50257492065,368.384135008,368.398380041,0.026974,279.408576,0.004528
unit.000019,Mapper-0-20,N/A,7.47997999191,N/A,9.68539404869,379.575762987,379.600869894,0.026975,281.048471,0.003755
unit.000020,Mapper-0-21,N/A,7.51551890373,N/A,9.98011088371,321.013701916,321.026330948,0.027272,270.599395,0.004611
unit.000021,Mapper-0-22,N/A,7.56152391434,N/A,10.124037981,320.41180706,320.425323963,0.027936,269.509311,0.003758
unit.000022,Mapper-0-23,N/A,7.60433006287,N/A,10.3034899235,320.959048986,320.972983837,0.027259,269.832082,0.004441
unit.000023,Mapper-0-24,N/A,7.66458892822,N/A,10.5183348656,287.61796689,287.633244991,0.027212,260.020209,0.004866
unit.000024,Mapper-0-25,N/A,7.68092298508,N/A,10.5646998882,377.456449986,377.470105886,0.027335,280.65849,0.00455
unit.000025,Mapper-0-26,N/A,7.69513297081,N/A,10.615062952,355.667337894,355.688545942,0.027236,278.316898,0.004782
unit.000026,Mapper-0-27,N/A,7.71660399437,N/A,10.6721189022,370.422116995,370.434170961,0.027302,282.900516,0.003867
unit.000027,Mapper-0-28,N/A,7.76262784004,N/A,11.0001358986,272.971684933,272.991840839,0.018848,251.120874,0.00456
unit.000028,Mapper-0-29,N/A,7.99618005753,N/A,11.1969618797,320.762811899,320.774643898,0.018953,272.502908,0.0051
unit.000029,Mapper-0-30,N/A,8.02445292473,N/A,11.3065638542,304.155645847,305.065341949,0.018865,266.68548,0.004358
unit.000030,Mapper-0-31,N/A,12.2047660351,N/A,15.0757188797,364.106829882,364.121734858,0.025489,276.080141,0.00374
unit.000031,Mapper-0-32,N/A,8.08121705055,N/A,11.4550528526,320.559831858,320.57526207,0.018816,271.675371,0.004505
unit.000032,Mapper-0-33,N/A,12.4457540512,N/A,15.1953258514,372.538645029,373.981492043,0.029368,277.013883,0.0041
unit.000033,Mapper-0-34,N/A,12.5694799423,N/A,15.2639319897,347.298613071,347.314440966,0.029333,266.179939,0.005225
unit.000034,Mapper-0-35,N/A,12.7009880543,N/A,15.3383729458,305.078918934,305.096382856,0.022599,261.067941,0.0044
unit.000035,Mapper-0-36,N/A,12.1351799965,N/A,15.0320620537,380.632650852,380.645992041,0.025766,278.769155,0.003688
unit.000036,Mapper-0-37,N/A,10.0050718784,N/A,14.4003779888,380.655827999,380.667161942,0.020777,280.896822,0.003865
unit.000037,Mapper-0-38,N/A,8.35362291336,N/A,12.3965189457,288.688452959,288.702067852,0.01773,260.560231,0.004764
unit.000038,Mapper-0-39,N/A,13.5311439037,N/A,15.6693730354,358.879047871,358.957036018,0.032895,274.379058,0.004684
unit.000039,Mapper-0-40,N/A,13.7707519531,N/A,15.7895169258,371.457509041,371.474040985,0.028788,276.40266,0.003749
unit.000040,Mapper-0-41,N/A,14.1746749878,N/A,16.1131739616,320.322085857,320.343852997,0.028239,264.477132,0.004591
unit.000041,Mapper-0-42,N/A,6.91614103317,N/A,7.2800219059,62.41938591,62.4311099052,0.024511,46.80833,0.004027
unit.000042,Mapper-0-43,N/A,13.5774018764,N/A,15.6951310635,295.578014851,297.449041843,0.032893,261.195671,0.004459
unit.000043,Mapper-0-44,N/A,7.39427399635,N/A,9.32686185837,392.276836872,392.29082489,0.024998,285.584123,0.004682
unit.000044,Mapper-0-45,N/A,8.69199085236,N/A,14.0931270123,323.231122971,323.268739939,0.013268,270.737705,0.003497
unit.000045,Mapper-0-46,N/A,9.76853585243,N/A,14.3858618736,375.07720685,375.096741915,0.018766,279.532273,0.004348
unit.000046,Mapper-0-47,N/A,10.6185388565,N/A,14.5384528637,320.585685968,320.598337889,0.022084,270.286723,0.004511
unit.000047,Mapper-0-48,N/A,11.3697290421,N/A,14.6692299843,283.290463924,283.308915854,0.025602,247.91606,0.005556
unit.000048,Mapper-0-49,N/A,12.0114350319,N/A,15.0006608963,371.472651958,371.491250992,0.020779,278.584953,0.004439
unit.000049,Mapper-0-50,N/A,12.282886982,N/A,15.111260891,261.426883936,261.443021059,0.025722,236.647203,0.004724
unit.000050,Mapper-0-51,N/A,6.84092402458,N/A,7.03061795235,61.1860020161,61.197578907,0.025973,44.980108,0.005349
unit.000051,Mapper-0-52,N/A,11.2838599682,N/A,14.6511008739,281.568984985,281.611721992,0.020567,251.588537,0.004236
unit.000052,Mapper-0-53,N/A,8.78088998795,N/A,14.2071900368,306.20357585,306.222542048,0.022389,265.944995,0.004359
unit.000053,Mapper-0-54,N/A,12.0262019634,N/A,15.0043048859,285.437737942,285.497743845,0.020839,257.848186,0.003685
unit.000054,Mapper-0-55,N/A,9.0788500309,N/A,14.2363169193,382.888113022,382.904213905,0.022449,282.461075,0.004911
unit.000055,Mapper-0-56,N/A,9.11508703232,N/A,14.2435939312,310.503612995,310.523571014,0.023671,262.229486,0.003493
unit.000056,Mapper-0-57,N/A,10.403840065,N/A,14.4875228405,386.706688881,386.723161936,0.023234,281.346309,0.004543
unit.000057,Mapper-0-58,N/A,9.22132396698,N/A,14.2657489777,383.941151857,383.958178043,0.024096,282.370887,0.00374
unit.000058,Mapper-0-59,N/A,9.2531619072,N/A,14.2733249664,271.93144393,271.945543051,0.024067,247.048408,0.005484
unit.000059,Mapper-0-60,N/A,9.2825050354,N/A,14.2806129456,389.717949867,389.736104965,0.023924,283.212885,0.004148
unit.000060,Mapper-0-61,N/A,8.03942894936,N/A,11.358825922,390.844271898,390.875167847,0.018944,284.991531,0.004599
unit.000061,Mapper-0-62,N/A,6.80540299416,N/A,6.93396902084,62.3979249001,62.4098210335,0.026047,46.664058,0.006199
unit.000062,Mapper-0-63,N/A,7.3158249855,N/A,9.0504360199,365.201783895,365.235771894,0.026843,280.719026,0.005237
unit.000063,Mapper-0-64,N/A,6.79123091698,N/A,6.88084888458,61.2025499344,61.2139589787,0.026289,45.547233,0.004447
